"y","title","director","dist","date","country","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","first_count","actor","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor2","dist_factor1","dir_to_m","dir_to_s"
135874,"제 5침공","J 블레이크슨","유니버설픽쳐스인터내셔널 코리아(유)",2016-02-25,"미국","액션","12세이상관람가","상업영화","일반영화","112분 17초","클로이 모레츠","닉 로빈슨","알렉스 로",1,1,149,2,19795,"클로이 모레츠,닉 로빈슨,알렉스 로",71615,-0.573427394539597,135874,-0.514681576495546,135874,-0.514681576495546,0,0,135874,-0.436862602007192
134029,"대니쉬 걸","톰 후퍼","유니버설픽쳐스인터내셔널 코리아(유)",2016-02-17,"미국","드라마","청소년관람불가","다양성영화","예술영화","119분 36초","에디 레드메인","알리시아 비칸데르","엠버 허드",17,19,2120,2,5826,"에디 레드메인,알리시아 비칸데르,엠버 허드",1693012.33333333,0.908860109484902,188643.2,-0.466439776568218,101368.5,-0.546226633600683,0,0,3022959.5,1.83729255993407
134025,"비스틀리","다니엘 반즈","(주)넥스트엔터테인먼트월드(NEW)",2011-03-17,"미국","드라마","12세이상관람가","상업영화","일반영화","86분 0초","알렉스 페티퍼","바네사 허진스","닐 패트릭 해리스",9,15,3387,3,13065,"알렉스 페티퍼,바네사 허진스,닐 패트릭 해리스",208947.5,-0.44787750959687,145315.5,-0.506050121896767,919112.6,0.201358079905544,0,1,134025,-0.438319057970976
133272,"카운슬러","리들리 스콧","이십세기폭스코리아(주)",2013-11-14,"미국","범죄","청소년관람불가","상업영화","일반영화","117분 29초","브래드 피트","마이클 패스벤더","페넬로페 크루즈",1,3,461,11,16533,"브래드 피트,마이클 패스벤더,페넬로페 크루즈",1259943.57142857,0.512947028244612,1205017.09090909,0.462733034400986,1376025,0.619069104236313,1,0,1477502.33333333,0.619937066605549
132059,"리딕","데이빗 토히","(주)영화사 빅",2013-11-28,"미국","SF","15세이상관람가","상업영화","일반영화","118분 39초","빈 디젤","칼 어번","케이티 색호프",15,18,3076,11,16952,"빈 디젤,칼 어번,케이티 색호프",1570110,0.796502336858665,868665,0.155238695377943,205773.5,-0.450779192263451,0,0,132059,-0.439867674750208
131437,"파라노말 액티비티 3","헨리 유스트,아리엘 슐만","씨제이이앤엠(주)",2011-10-20,"미국","공포(호러)","12세이상관람가","상업영화","일반영화","82분 0초","케이티 피더스턴",NA,NA,3,5,22,10,9489,"케이티 피더스턴,NA,NA",92949,-0.553923771978527,482708.88578235,-0.128201658825859,377545.998618177,-0.293744131823739,0,1,80439,-0.480528711446007
126870,"버틀러: 대통령의 집사","리 다니엘스","(주)넥스트엔터테인먼트월드(NEW)",2013-11-28,"미국","드라마","15세이상관람가","상업영화","일반영화","132분 12초","포레스트 휘테커","오프라 윈프리","데이빗 오예로워",1,1,282,11,8928,"포레스트 휘테커,오프라 윈프리,데이빗 오예로워",227579,-0.430844522639592,126870,-0.52291306695865,71449.5,-0.573578695258349,0,1,126870,-0.443955046300276
126439,"카페 소사이어티","우디 앨런","CGV아트하우스",2016-09-14,"미국","멜로/로맨스","15세이상관람가","다양성영화","예술영화","96분 0초","제시 아이젠버그","크리스틴 스튜어트","스티브 카렐",47,120,4440,9,9431,"제시 아이젠버그,크리스틴 스튜어트,스티브 카렐",1174675.16666667,0.434994333819716,745922,0.0430265858807365,617428.75,-0.074442423664834,0,0,77053.6,-0.483195388579481
125800,"마이 리틀 자이언트","스티븐 스필버그","월트디즈니컴퍼니코리아(주)",2016-08-10,"미국","어드벤처","전체관람가","상업영화","일반영화","117분 33초","마크 라이런스","레베카 홀","빌 헤이더",1,4,474,8,6215,"마크 라이런스,레베카 홀,빌 헤이더",1358238.75,0.602808847989156,307026,-0.358213778212418,317906.666666667,-0.348266632066384,1,0,575669,-0.0904363983336409
123582,"러시 : 더 라이벌","론 하워드","롯데쇼핑㈜롯데엔터테인먼트",2013-10-09,"미국","액션","청소년관람불가","상업영화","일반영화","122분 15초","크리스 햄스워스","다니엘 브릴",NA,12,56,11710,10,19252,"크리스 햄스워스,다니엘 브릴,NA",123582,-0.525918968851441,123582,-0.525918968851441,577054.196042008,-0.111352991840902,0,1,459098.5,-0.182258896941692
122698,"실버라이닝 플레이북","데이빗 O. 러셀","(주)나이너스엔터테인먼트",2013-02-14,"미국","멜로/로맨스","청소년관람불가","다양성영화","예술영화","122분 0초","제니퍼 로렌스","브래들리 쿠퍼","로버트 드니로",11,31,6862,2,14934,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드니로",575866,-0.112439245104794,135290.333333333,-0.515215166744357,411328,-0.26286049986027,0,0,146648.75,-0.428375339218776
122039,"라스트 위치 헌터","브렉 에이즈너","TCO(주)더콘텐츠온",2015-12-30,"미국","액션","15세이상관람가","상업영화","일반영화","106분 40초","빈 디젤","일라이저 우드","로즈 레슬리",3,7,960,12,24121,"빈 디젤,일라이저 우드,로즈 레슬리",1570110,0.796502336858665,122039,-0.527329585220229,122039,-0.527329585220229,0,0,122039,-0.447760421509059
120914,"리미트리스","닐 버거","팝엔터테인먼트",2012-07-12,"미국","미스터리","15세이상관람가","상업영화","일반영화","105분 0초","브래들리 쿠퍼","애비 코니시","로버트 드니로",22,32,5454,7,10180,"브래들리 쿠퍼,애비 코니시,로버트 드니로",135290.333333333,-0.515215166744357,120914,-0.528358064426248,411328,-0.26286049986027,0,0,272477.5,-0.32926012377638
120352,"헤이트풀8","쿠엔틴 타란티노","(주)누리픽쳐스",2016-01-07,"미국","액션","청소년관람불가","다양성영화","예술영화","167분 35초","사무엘 L. 잭슨","커트 러셀","제니퍼 제이슨 리",2,4,926,1,11342,"사무엘 L. 잭슨,커트 러셀,제니퍼 제이슨 리",1666319.71428571,0.884457617356319,120352,-0.528871846927388,67252.5,-0.577415608349603,0,0,190248,-0.394032241501626
118985,"파리로 가는 길","엘레노어 코폴라","(주)티캐스트",2017-08-03,"미국","드라마","12세이상관람가","다양성영화","예술영화","92분 14초","다이안 레인","알렉 볼드윈","아르노 비야르",4,8,769,8,4001,"다이안 레인,알렉 볼드윈,아르노 비야르",1715485.33333333,0.929405010104332,594907.285714286,-0.0950316305154569,118985,-0.530121563438168,0,0,118985,-0.450166055102027
118836,"아티스트","미셀 하자나비시우스","(주)영화사 진진",2012-02-16,"미국","멜로/로맨스","12세이상관람가","다양성영화","예술영화","100분 0초","장 뒤자르댕","베레니스 베조","존 굿맨",3,20,3867,2,3036,"장 뒤자르댕,베레니스 베조,존 굿맨",118836,-0.530257779795232,118836,-0.530257779795232,266518.5,-0.395245886157133,0,0,118836,-0.450283422294349
117263,"고스트 라이더 : 복수의 화신","마크 네빌딘,브라이언 테일러","롯데쇼핑㈜롯데엔터테인먼트",2012-02-16,"미국","액션","15세이상관람가","상업영화","일반영화","95분 0초","니콜라스 케이지","이드리스 엘바",NA,2,2,303,2,13001,"니콜라스 케이지,이드리스 엘바,NA",263783.166666667,-0.397746538117011,712424.75,0.0124032746951267,396947.83552425,-0.276006899986883,0,1,117263,-0.45152247325759
116119,"존 윅","데이빗 레이치,채드 스타헬스키","(주)나이너스엔터테인먼트",2015-01-21,"미국","액션","청소년관람불가","상업영화","일반영화","101분 17초","키아누 리브스","애드리앤 팰리키","윌렘 데포",7,13,3101,1,16347,"키아누 리브스,애드리앤 팰리키,윌렘 데포",196249,-0.45948652577254,116119,-0.532741671353235,467228.6,-0.21175596234563,0,0,116119,-0.452423601230856
114887,"로맨틱 크라운","톰 행크스","(주)싸이더스",2011-08-17,"미국","멜로/로맨스","12세이상관람가","상업영화","일반영화","99분 0초","줄리아 로버츠","윌머 발데라마","구구 바샤-로",4,6,984,8,10135,"줄리아 로버츠,윌머 발데라마,구구 바샤-로",181501.166666667,-0.472969050143352,114887,-0.533867970359293,58689.3333333333,-0.585244087331238,0,0,114887,-0.453394046740527
113795,"터키","지미 헤이워드","롯데쇼핑㈜롯데엔터테인먼트",2014-07-31,"미국","애니메이션","전체관람가","상업영화","일반영화","91분 27초","우디 해럴슨","오웬 윌슨",NA,5,9,1616,7,14736,"우디 해럴슨,오웬 윌슨,NA",1613260.4,0.835950593864346,256523.428571429,-0.404383417825539,395120.614950975,-0.27767735186637,0,1,113795,-0.454254214351372
111127,"셀프/리스","타셈 싱","(주)이수C&E",2015-09-10,"미국","SF","15세이상관람가","상업영화","일반영화","117분 8초","라이언 레놀즈","벤 킹슬리","매튜 구드",1,3,520,9,15141,"라이언 레놀즈,벤 킹슬리,매튜 구드",1389128.33333333,0.63104822055886,3116897.66666667,2.21058140467458,244928,-0.414984001977175,0,0,675229.333333333,-0.012012795716194
111008,"스틸 앨리스","리처드 글랫저,워시 웨스트모어랜드","그린나래미디어(주)",2015-04-29,"미국","드라마","12세이상관람가","다양성영화","예술영화","101분 0초","줄리안 무어","알렉 볼드윈","크리스틴 스튜어트",32,78,3518,4,3867,"줄리안 무어,알렉 볼드윈,크리스틴 스튜어트",1045573.71428571,0.316969303383603,594907.285714286,-0.0950316305154569,745922,0.0430265858807365,0,0,111008,-0.456449532237292
110834,"직쏘","피터 스피어이그,마이클 스피어리그","㈜코리아스크린",2017-11-02,"미국","공포(호러)","청소년관람불가","상업영화","일반영화","91분 49초","토빈 벨","칼럼 키스 레니","클레 베넷",4,4,672,11,17581,"토빈 벨,칼럼 키스 레니,클레 베넷",110834,-0.537573238112176,110834,-0.537573238112176,110834,-0.537573238112176,0,0,110834,-0.456586591911547
110795,"러브 앤 프렌즈","루크 그린필드","롯데쇼핑㈜롯데엔터테인먼트",2011-06-16,"미국","드라마","15세이상관람가","상업영화","일반영화","112분 0초","케이트 허드슨","지니퍼 굿윈",NA,23,40,7996,6,9123,"케이트 허드슨,지니퍼 굿윈,NA",105408,-0.542533707598272,2407020,1.56160858780012,393539.974316655,-0.27912237944378,0,1,110795,-0.456617312183363
109137,"피터와 드래곤","데이빗 로워리","월트디즈니컴퍼니코리아(주)",2016-09-28,"미국","어드벤처","전체관람가","상업영화","일반영화","102분 36초","브라이스 달라스 하워드","오크스 페글리","웨스 벤틀리",6,14,846,9,2443,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리",2268912,1.43534973785805,67582,-0.577114378217707,109137,-0.539124641856722,1,0,109137,-0.457923317585177
108551,"맨 프롬 UNCLE","가이 리치","워너브러더스 코리아(주)",2015-10-28,"미국","액션","12세이상관람가","상업영화","일반영화","116분 18초","헨리 카빌","아미 해머","알리시아 비칸데르",3,4,1460,10,12715,"헨리 카빌,아미 해머,알리시아 비칸데르",1194924.8,0.453506624320016,390036,-0.282325725864316,188643.2,-0.466439776568218,1,0,1173853.5,0.380753100026644
108344,"레드 스패로","프란시스 로렌스","이십세기폭스코리아(주)",2018-02-28,"미국","스릴러","청소년관람불가","상업영화","일반영화","140분 3초","제니퍼 로렌스","조엘 에저튼","마티아스 쇼에나에츠",1,2,420,2,17633,"제니퍼 로렌스,조엘 에저튼,마티아스 쇼에나에츠",575866,-0.112439245104794,422757.5,-0.252411608228989,108344,-0.539849605421498,1,0,590146,-0.0790328758957277
108317,"마지막 4중주","야론 질버만","(주)티캐스트",2013-07-25,"미국","드라마","15세이상관람가","다양성영화","예술영화","105분 31초","필립 세이모어 호프만","크리스토퍼 월켄","캐서린 키너",1,2,134,7,1672,"필립 세이모어 호프만,크리스토퍼 월켄,캐서린 키너",62170.3333333333,-0.582061744116881,108317,-0.539874288922442,174915.5,-0.478989691231741,0,0,108317,-0.458569230992588
107567,"더 기버: 기억전달자","필립 노이스","(주)지어소프트",2014-08-20,"미국","SF","12세이상관람가","다양성영화","예술영화","97분 12초","브렌튼 스웨이츠","테일러 스위프트","메릴 스트립",3,7,1111,8,13893,"브렌튼 스웨이츠,테일러 스위프트,메릴 스트립",126978,-0.522814332954873,107567,-0.540559941726454,102509.5,-0.545183527134845,0,0,107567,-0.459160005450586
107104,"제로 다크 서티","캐서린 비글로우","(주)에스비에스콘텐츠허브",2013-03-07,"미국","전쟁","15세이상관람가","상업영화","일반영화","157분 0초","제시카 차스테인","제이슨 클락","크리스 프랫",4,18,2531,3,8520,"제시카 차스테인,제이슨 클락,크리스 프랫",855921.666666667,0.143588692401322,1920197.25,1.11655340967403,2401428,1.55649636049341,0,0,64919.5,-0.492753410380537
106241,"프리덤","피터 쿠센스","(주)씨타마운틴픽쳐스",2015-11-19,"미국","드라마","12세이상관람가","다양성영화","예술영화","94분 39초","쿠바 구딩 주니어","베르나르드 포처","윌리엄 새들러",7,21,4151,11,6456,"쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러",106241,-0.541772175883949,106241,-0.541772175883949,106241,-0.541772175883949,0,0,106241,-0.460204494692326
105925,"웨이 백","피터 위어","(주)쇼박스",2011-03-17,"미국","드라마","12세이상관람가","상업영화","일반영화","133분 0초","짐 스터게스","콜린 파렐","에드 해리스",1,2,460,3,7394,"짐 스터게스,콜린 파렐,에드 해리스",445704.666666667,-0.231433222670133,1001792,0.276943896497638,166512.6,-0.486671653827523,0,1,105925,-0.460453407663962
105818,"더 시그널","윌리엄 유뱅크","롯데쇼핑㈜롯데엔터테인먼트",2014-07-09,"미국","SF","12세이상관람가","상업영화","일반영화","94분 2초","브렌튼 스웨이츠","로렌스 피쉬번",NA,8,14,2803,7,19052,"브렌튼 스웨이츠,로렌스 피쉬번,NA",126978,-0.522814332954873,105818,-0.542158884065412,390917.691504317,-0.281519680194705,0,1,105818,-0.460537691486637
105340,"니드 포 스피드","스캇 워프","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2014-04-16,"미국","액션","15세이상관람가","상업영화","일반영화","130분 33초","아론 폴","도미닉 쿠퍼","이모겐 푸츠",3,4,1129,4,9263,"아론 폴,도미닉 쿠퍼,이모겐 푸츠",82022,-0.56391327623112,225108,-0.433103520077878,105340,-0.542595873452502,1,0,105340,-0.460914211741201
104601,"인사이드 르윈","조엘 코엔,에단 코엔","블루미지",2014-01-29,"미국","드라마","15세이상관람가","다양성영화","예술영화","104분 34초","오스카 아이삭","캐리 멀리건","저스틴 팀버레이크",12,26,3110,1,6448,"오스카 아이삭,캐리 멀리건,저스틴 팀버레이크",65571,-0.578952841936199,66410.5,-0.578185367897575,240102.142857143,-0.419395818619527,0,0,104601,-0.461496321507148
103625,"베리 굿 걸","나오미 포너","(주)영화사 빅",2014-09-25,"미국","멜로/로맨스","15세이상관람가","다양성영화","예술영화","90분 28초","다코타 패닝","엘리자베스 올슨","보이드 홀브룩",6,7,1326,9,16519,"다코타 패닝,엘리자베스 올슨,보이드 홀브룩",75056,-0.570281619474788,182174.6,-0.472353394872265,805472,0.0974674185193282,0,0,103625,-0.462265116001822
103554,"다이버전트 시리즈: 얼리전트","로베르트 슈벤트케","씨네그루(주)키다리이엔티",2016-05-12,"미국","액션","12세이상관람가","상업영화","일반영화","120분 35초","쉐일린 우들리","테오 제임스","마일즈 텔러",328,791,6329,5,10035,"쉐일린 우들리,테오 제임스,마일즈 텔러",388661,-0.283582756005005,216473.2,-0.440997486520661,528144,-0.15606687592224,0,0,162558.666666667,-0.415843109358055
102195,"워 호스","스티븐 스필버그","한국소니픽쳐스릴리징브에나비스타영화㈜",2012-02-09,"미국","전쟁","12세이상관람가","상업영화","일반영화","146분 0초","제레미 어바인","베네딕트 컴버배치","에밀리 왓슨",1,2,506,2,10906,"제레미 어바인,베네딕트 컴버배치,에밀리 왓슨",102195,-0.545471044210661,1676607.83333333,0.893863054253671,58269,-0.585628357636065,1,0,575669,-0.0904363983336409
101665,"박스트롤","그레이엄 애나블,안소니 스타치","유니버설픽쳐스인터내셔널 코리아(유)",2014-11-06,"미국","애니메이션","전체관람가","상업영화","일반영화","96분 36초","엘르 패닝","사이먼 페그","토니 콜렛",3,7,1017,11,1326,"엘르 패닝,사이먼 페그,토니 콜렛",326206.2,-0.340679167663724,1940232.4,1.13486961870911,107458.333333333,-0.540659285199391,0,0,101665,-0.46380900658539
101460,"R.I.P.D. : 알.아이.피.디.","로베르트 슈벤트케","유니버설픽쳐스인터내셔널 코리아(유)",2013-08-22,"미국","액션","15세이상관람가","상업영화","일반영화","95분 51초","라이언 레놀즈","제프 브리지스","케빈 베이컨",2,3,890,8,13515,"라이언 레놀즈,제프 브리지스,케빈 베이컨",1389128.33333333,0.63104822055886,63629.8333333333,-0.580727463760273,83767,-0.562317990707118,0,0,162558.666666667,-0.415843109358055
100021,"딥워터 호라이즌","피터 버그","메가박스중앙(주)플러스엠",2017-01-25,"미국","액션","12세이상관람가","상업영화","일반영화","107분 10초","마크 월버그","딜런 오브라이언","케이트 허드슨",3,8,1809,1,12845,"마크 월버그,딜런 오브라이언,케이트 허드슨",890450.1,0.175154715245533,1631966.6,0.853051871840904,105408,-0.542533707598272,0,0,645365,-0.0355369095008168
98866,"타운","벤 애플렉","워너브러더스 코리아(주)",2011-01-27,"미국","드라마","청소년관람불가","상업영화","일반영화","124분 0초","레베카 홀","제레미 레너","벤 애플렉",1,1,389,1,7659,"레베카 홀,제레미 레너,벤 애플렉",307026,-0.358213778212418,1972673.25,1.16452716506517,895417.857142857,0.179696257398404,1,0,119694,-0.449607576314399
98495,"빌리와 용감한 녀석들 3","척 파워스","롯데쇼핑㈜롯데엔터테인먼트",2015-04-30,"미국","애니메이션","전체관람가","다양성영화","예술영화","80분 1초","엄상현","조현정",NA,3,7,833,4,5792,"엄상현,조현정,NA",98495,-0.54885359804379,98495,-0.54885359804379,387059.347715941,-0.285046992511164,0,1,98495,-0.466306013294528
97777,"레이디 버드","그레타 거윅","유니버설픽쳐스인터내셔널 코리아(유)",2018-04-04,"미국","코미디","15세이상관람가","상업영화","일반영화","94분 22초","시얼샤 로넌","로리 멧칼프","트레이시 렛츠",22,54,6220,4,8017,"시얼샤 로넌,로리 멧칼프,트레이시 렛츠",100041.25,-0.54744001051285,97777,-0.549509996328164,97777,-0.549509996328164,0,0,97777,-0.466871581375651
97017,"다크타워: 희망의 탑","니콜라이 아르셀","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2017-08-23,"미국","액션","15세이상관람가","상업영화","일반영화","94분 36초","이드리스 엘바","매튜 매커너히",NA,1,2,410,8,14517,"이드리스 엘바,매튜 매커너히,NA",712424.75,0.0124032746951267,1462347.11111111,0.697985100945127,386280.618763432,-0.285758909430968,1,0,97017,-0.467470232826422
96305,"바스티유 데이","제임스 왓킨스","롯데쇼핑㈜롯데엔터테인먼트",2016-10-13,"미국","액션","15세이상관람가","상업영화","일반영화","91분 50초","이드리스 엘바","리처드 매든","샬롯 르 본",10,14,3002,10,12687,"이드리스 엘바,리처드 매든,샬롯 르 본",712424.75,0.0124032746951267,406345.5,-0.26741551998826,167281,-0.485969179674719,0,1,96305,-0.468031074711881
94750,"사일런스","마틴 스콜세지","씨네그루(주)키다리이엔티",2017-02-28,"미국","드라마","15세이상관람가","다양성영화","예술영화","160분 47초","앤드류 가필드","리암 니슨","아담 드라이버",17,32,3030,2,7030,"앤드류 가필드,리암 니슨,아담 드라이버",1861613,1.06299546929607,641645,-0.0523038373779441,359129.666666667,-0.310580411346642,0,0,246784,-0.349498875158471
93336,"프리스트","스콧 찰스 스튜어트","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-06-09,"미국","액션","15세이상관람가","상업영화","일반영화","87분 0초","폴 베타니","매기 큐",NA,2,2,400,6,10649,"폴 베타니,매기 큐,NA",153661,-0.498420634595585,93336,-0.553569975131657,384341.172705121,-0.287531958268451,1,0,93336,-0.470369753866276
92598,"7번째 아들","세르게이 보드로프","유니버설픽쳐스인터내셔널 코리아(유)",2015-02-11,"미국","어드벤처","12세이상관람가","상업영화","일반영화","102분 2초","제프 브리지스","줄리안 무어","벤 반스",1,1,303,2,14457,"제프 브리지스,줄리안 무어,벤 반스",63629.8333333333,-0.580727463760273,1045573.71428571,0.316969303383603,63295.5,-0.581033112543573,0,0,92598,-0.470951075932945
92505,"샤크 나이트 3D","데이비드 R. 엘리스","(주)화앤담이엔티",2011-09-15,"미국","스릴러","15세이상관람가","상업영화","일반영화","91분 0초","더스틴 밀리건","캐서린 맥피","사라 팩스톤",4,9,2846,9,9998,"더스틴 밀리건,캐서린 맥피,사라 팩스톤",92505,-0.554329678438503,92505,-0.554329678438503,92505,-0.554329678438503,0,0,92505,-0.471024331965737
91164,"포커스","글렌 피카라,존 레쿼","워너브러더스 코리아(주)",2015-02-26,"미국","코미디","15세이상관람가","상업영화","일반영화","104분 39초","윌 스미스","마고 로비","로드리고 산토로",2,3,778,2,16554,"윌 스미스,마고 로비,로드리고 산토로",1789682.33333333,0.997236184903418,714487,0.0142885913552263,60446,-0.583638136096951,1,0,91164,-0.472080636696637
90840,"타워 하이스트","브렛 래트너","유니버설픽쳐스인터내셔널 코리아(유)",2011-11-17,"미국","액션","12세이상관람가","상업영화","일반영화","105분 0초","에디 머피","벤 스틸러",NA,3,9,43,11,7803,"에디 머피,벤 스틸러,NA",90840,-0.55585182766341,558664.857142857,-0.12816459421442,381890.125961501,-0.289772714365156,0,0,88684,-0.474034130904417
88977,"페이스 블라인드","줄리앙 마그넷","(주)마인스 엔터테인먼트",2012-06-21,"미국","범죄","청소년관람불가","상업영화","일반영화","103분 0초","밀라 요보비치","줄리안 맥마흔","사라 웨인 콜리스",1,1,200,6,11849,"밀라 요보비치,줄리안 맥마흔,사라 웨인 콜리스",356977.5,-0.312547930159578,88977,-0.557554989228577,1083734.5,0.351856036354696,0,0,88977,-0.473803335016159
88953,"더 콜","브래드 앤더슨","(주)넥스트엔터테인먼트월드(NEW)",2013-06-20,"미국","스릴러","청소년관람불가","상업영화","일반영화","93분 51초","할리 베리","아비게일 브레스린",NA,10,28,5502,6,7969,"할리 베리,아비게일 브레스린,NA",188626,-0.466455500872523,88953,-0.557576930118306,377982.518873355,-0.293345063374444,0,1,81267.5,-0.479876102594738
88522,"콜드 라잇 오브 데이","마브룩 엘 메크리","씨너스엔터테인먼트(주)",2012-05-17,"미국","액션","15세이상관람가","상업영화","일반영화","93분 0초","헨리 카빌","브루스 윌리스","시고니 위버",6,11,2140,5,10249,"헨리 카빌,브루스 윌리스,시고니 위버",1194924.8,0.453506624320016,1062360.71428571,0.33231604154488,582517,-0.106358876038811,0,0,88522,-0.474161738187344
87915,"락 오브 에이지","아담 쉥크만","워너브러더스 코리아(주)",2012-08-02,"미국","뮤지컬","15세이상관람가","상업영화","일반영화","123분 0초","톰 크루즈","캐서린 제타-존스","알렉 볼드윈",7,17,3020,8,15897,"톰 크루즈,캐서린 제타-존스,알렉 볼드윈",2832225,1.95033258850696,50236,-0.592972156268908,594907.285714286,-0.0950316305154569,1,0,87915,-0.474639871648684
87426,"사우스포","안톤 후쿠아","씨네그루(주)다우기술",2015-12-03,"미국","드라마","15세이상관람가","상업영화","일반영화","124분 12초","제이크 질렌할","레이첼 맥아담스","포레스트 휘테커",12,69,13857,12,10637,"제이크 질렌할,레이첼 맥아담스,포레스트 휘테커",277644,-0.385074912462411,1545826,0.774301813268479,227579,-0.430844522639592,0,0,318045.75,-0.293366046182166
87301,"갤로우즈","트래비스 클러프,크리스 로핑","워너브러더스 코리아(주)",2015-09-03,"미국","공포(호러)","15세이상관람가","상업영화","일반영화","80분 43초","캐시디 지포드","파이퍼 브라운","리즈 미슬러",3,6,1476,9,10524,"캐시디 지포드,파이퍼 브라운,리즈 미슬러",87301,-0.559087194694611,87301,-0.559087194694611,87301,-0.559087194694611,1,0,87301,-0.475123519004965
86528,"허큘리스","브렛 래트너","워너브러더스 코리아(주)",2014-08-06,"미국","액션","15세이상관람가","상업영화","일반영화","98분 0초","드웨인 존슨","존 허트","이안 맥쉐인",1,3,606,8,11709,"드웨인 존슨,존 허트,이안 맥쉐인",1722081.81818182,0.935435541214985,86528,-0.559793874184613,1164317.66666667,0.425525468596304,1,0,88684,-0.474034130904417
85200,"빅 아이즈","팀 버튼","판씨네마(주)",2015-01-28,"미국","드라마","12세이상관람가","다양성영화","예술영화","105분 36초","에이미 아담스","크리스토프 왈츠",NA,8,12,2443,1,8225,"에이미 아담스,크리스토프 왈츠,NA",639766.222222222,-0.0540214230465436,281905.6,-0.381178941809639,786893.197211653,0.0804826075499604,0,0,857365.5,0.13145573114288
83334,"와일드","장 마크 발레","이십세기폭스코리아(주)",2015-01-22,"미국","드라마","청소년관람불가","다양성영화","예술영화","115분 28초","리즈 위더스푼","가비 호프만","로라 던",2,5,875,1,2452,"리즈 위더스푼,가비 호프만,로라 던",399557.428571429,-0.273621200266709,83334,-0.562713840925967,48787.5,-0.594296380384391,1,0,72424.3333333333,-0.486841858587384
83258,"지랄발광 17세","켈리 프레몬","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2017-06-28,"미국","코미디","15세이상관람가","다양성영화","예술영화","105분 7초","헤일리 스테인펠드","우디 해럴슨","카이라 세드윅",4,11,1916,6,6369,"헤일리 스테인펠드,우디 해럴슨,카이라 세드윅",260401.75,-0.400837841875724,1613260.4,0.835950593864346,83258,-0.562783320410107,1,0,83258,-0.478308187183212
82995,"뷰티풀 크리처스","리차드 라그라브네스","롯데쇼핑㈜롯데엔터테인먼트",2013-04-18,"미국","스릴러","15세이상관람가","상업영화","일반영화","123분 27초","앨리스 앤글레르트","비올라 데이비스","엠마 톰슨",3,3,612,4,9230,"앨리스 앤글레르트,비올라 데이비스,엠마 톰슨",82995,-0.563023755993381,82995,-0.563023755993381,442283.333333333,-0.234561018394749,0,1,82995,-0.47851535209315
82779,"더 이퀄라이저","안톤 후쿠아","유니버설픽쳐스인터내셔널 코리아(유)",2015-01-28,"미국","액션","청소년관람불가","상업영화","일반영화","131분 51초","덴젤 워싱턴","클로이 모레츠","마튼 초카스",19,83,8393,1,8629,"덴젤 워싱턴,클로이 모레츠,마튼 초카스",341529,-0.326671006616627,71615,-0.573427394539597,82779,-0.563221224000937,0,0,318045.75,-0.293366046182166
82571,"씬 시티: 다크히어로의 부활","프랭크 밀러,로버트 로드리게즈","메가박스중앙(주)플러스엠",2014-09-11,"미국","액션","청소년관람불가","상업영화","일반영화","102분 0초","조셉 고든 레빗","에바 그린","제시카 알바",2,4,611,9,14537,"조셉 고든 레빗,에바 그린,제시카 알바",195952.833333333,-0.45975728244648,1243992.75,0.498364727659542,224005,-0.434111886801646,0,0,82571,-0.478849336586738
82177,"파도가 지나간 자리","데릭 시엔프랜스","CGV아트하우스",2017-03-08,"미국","드라마","15세이상관람가","다양성영화","예술영화","132분 30초","마이클 패스벤더","알리시아 비칸데르","레이첼 와이즈",4,14,1489,3,3677,"마이클 패스벤더,알리시아 비칸데르,레이첼 와이즈",1205017.09090909,0.462733034400986,188643.2,-0.466439776568218,482817,-0.197504988785538,0,0,39439.3333333333,-0.51282411925013
80197,"프렌즈 위드 베네핏","윌 글럭","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-10-27,"미국","코미디","청소년관람불가","상업영화","일반영화","109분 0초","저스틴 팀버레이크","밀라 쿠니스",NA,31,53,10680,10,8016,"저스틴 팀버레이크,밀라 쿠니스,NA",240102.142857143,-0.419395818619527,139613.2,-0.511263185875861,458452.143246296,-0.219779431922259,1,0,233996,-0.359571973516973
79812,"로스트 인 더스트","데이빗 맥킨지","메가박스중앙(주)플러스엠",2016-11-03,"미국","범죄","15세이상관람가","상업영화","일반영화","101분 49초","크리스 파인","벤 포스터","제프 브리지스",17,19,1424,11,8741,"크리스 파인,벤 포스터,제프 브리지스",1040646.71428571,0.31246502156311,537270,-0.147723852603016,63629.8333333333,-0.580727463760273,0,0,79812,-0.481022598892893
