b_screen,b_play,b_count,first_count,dist_factor1,grade,month,director,main1,main2,y,main1_to_m,main1_to_s,dir_to_m,dir_to_s,main2_to_m,main2_to_s,main3_to_m,main3_to_s,genre
21,145,31020,99315,0,12세이상관람가,8,이석근,박보영,김영광,2606571,1718259.167,0.583190942,1718787.878,0.296576864,1407392.968,0.37676404,1305921.575,0.309375603,멜로/로맨스
