"y","title","director","dist","date","country","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","actor","first_count","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor1","dir_to_m","dir_to_s"
288016,"혼숨","이두환","(주)프레인글로벌",2016-10-26,"한국","공포(호러)","15세이상관람가","상업영화","일반영화","88분 21초","류덕환","조복래","이수빈",3,7,1450,10,"류덕환,조복래,이수빈",32837,145414.4,-0.461266394816705,165919.5,-0.447649855800861,288016,-0.36657091661266,0,288016,-0.424493536231062
283449,"네버엔딩 스토리","정용주","(주)화앤담이엔티",2012-01-18,"한국","코미디","15세이상관람가","상업영화","일반영화","114분 0초","엄태웅","정려원","유선",17,31,7620,1,"엄태웅,정려원,유선",20049,1421876,0.386375858994611,330204.25,-0.338555547161393,688740.4,-0.100467389821735,0,283449,-0.426795180936265
283300,"다이노 타임","최윤석,존 카프카","씨제이이앤엠(주)",2015-04-30,"한국","애니메이션","전체관람가","상업영화","일반영화","85분 35초","멜라니 그리피스","제인 린치","윌리엄 볼드윈",2,5,1127,4,"멜라니 그리피스,제인 린치,윌리엄 볼드윈",2578,283300,-0.36970260570458,283300,-0.36970260570458,283300,-0.36970260570458,1,283300,-0.426870272913729
278914,"극장판 안녕 자두야","손석우","씨제이이앤엠(주)",2016-05-04,"한국","애니메이션","전체관람가","상업영화","일반영화","75분 37초","여민정","양정화","이수진",4,6,1079,5,"여민정,양정화,이수진",9112,278914,-0.37261515624681,79176.5,-0.505252083727149,278914,-0.37261515624681,1,278914,-0.429080698505369
270602,"가비","장윤현","(주)시네마서비스",2012-03-15,"한국","드라마","15세이상관람가","상업영화","일반영화","115분 0초","주진모","김소연","박희순",9,32,6637,3,"주진모,김소연,박희순",23878,1621038.5,0.518630954153522,270602,-0.378134791474129,1137761.66666667,0.197707971259668,0,270602,-0.43326972210722
270148,"롤러코스터","하정우","씨제이이앤엠(주)",2013-10-17,"한국","코미디","15세이상관람가","상업영화","일반영화","93분 10초","정경호","한성천","김재화",10,17,4092,10,"정경호,한성천,김재화",27564,199940,-0.42505833146845,270148,-0.378436272994004,270148,-0.378436272994004,1,612661.5,-0.260880968649912
258478,"공범자들","최승호","(주)엣나인필름",2017-08-17,"한국","다큐멘터리","15세이상관람가","다양성영화","예술,독립 영화","105분 46초","이명박","김재철","김장겸",5,31,7850,8,"이명박,김재철,김장겸",9721,258478,-0.386185808978462,258478,-0.386185808978462,258478,-0.386185808978462,0,185827.333333333,-0.475993865454869
257716,"함정","권형진","(주)인벤트스톤",2015-09-10,"한국","스릴러","청소년관람불가","상업영화","일반영화","96분 28초","마동석","조한선","김민경",13,43,9178,9,"마동석,조한선,김민경",32277,1974657.0625,0.753453556969789,257716,-0.38669181981138,135205,-0.468046010299114,0,257716,-0.439763918225295
252475,"밤의 여왕","김제영","(주)인벤트스톤",2013-10-17,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","113분 7초","천정명","김민정","이동휘",13,26,6407,10,"천정명,김민정,이동휘",28595,357286,-0.3205717428643,706248,-0.0888413592989,860388,0.0135162650922106,0,252475,-0.442405240734595
250650,"비밀은 없다","이경미","씨제이이앤엠(주)",2016-06-23,"한국","스릴러","청소년관람불가","상업영화","일반영화","102분 0초","손예진","김주혁","신지훈",9,22,3067,6,"손예진,김주혁,신지훈",53485,3863051.42857143,2.0074535649147,1553476.8,0.473766187630719,250650,-0.39138404099957,1,250650,-0.44332499146527
248215,"소셜포비아","홍석재","CGV아트하우스",2015-03-12,"한국","스릴러","15세이상관람가","다양성영화","예술영화","102분 20초","변요한","이주승","하윤경",17,46,4649,3,"변요한,이주승,하윤경",22056,848619.333333333,0.00570120889491696,140246.5,-0.464698170910456,248215,-0.39300101787379,0,248215,-0.444552165727843
243094,"적과의 동침","박건용","(주)쇼박스",2011-04-27,"한국","드라마","12세이상관람가","상업영화","일반영화","136분 0초","김주혁","유해진","정려원",31,60,12566,4,"김주혁,유해진,정려원",16115,1553476.8,0.473766187630719,3875673.45454545,2.01583529966041,330204.25,-0.338555547161393,1,243094,-0.44713301147677
238587,"미옥","이안규","씨네그루(주)키다리이엔티",2017-11-09,"한국","범죄","청소년관람불가","상업영화","일반영화","90분 35초","김혜수","이선균","이희준",5,13,2623,11,"김혜수,이선균,이희준",50553,4200549,2.23157092347963,1601921.66666667,0.505936302240451,594896,-0.162785346526089,0,238587,-0.449404417801786
233211,"강철대오:구국의 철가방","육상효","롯데쇼핑㈜롯데엔터테인먼트",2012-10-25,"한국","코미디","15세이상관람가","상업영화","일반영화","113분 0초","김인권","유다인","조정석",16,56,12765,10,"김인권,유다인,조정석",26768,526925.4,-0.207921645633644,122027,-0.476796943050029,1836469.83333333,0.661689469136067,1,233211,-0.452113776666506
232016,"어느날","이윤기","오퍼스픽쳐스,CGV아트하우스",2017-04-05,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","113분 32초","김남길","천우희","전유림",12,28,5208,4,"김남길,천우희,전유림",24326,2756673.33333333,1.2727563188596,442367.25,-0.264073010346938,232016,-0.403758064438677,0,167024.333333333,-0.485470069832347
229059,"순정","이은희","(주)리틀빅픽쳐스",2016-02-24,"한국","드라마","12세이상관람가","상업영화","일반영화","113분 27초","도경수","김소현","연준석",22,124,24445,2,"도경수,김소현,연준석",56244,1186290.33333333,0.229933733779896,229059,-0.405721678655133,229059,-0.405721678655133,0,229059,-0.454206272575419
224891,"분노의 윤리학","박명랑","롯데쇼핑㈜롯데엔터테인먼트",2013-02-21,"한국","스릴러","청소년관람불가","상업영화","일반영화","110분 0초","이제훈","조진웅","김태훈",8,15,3112,2,"이제훈,조진웅,김태훈",37831,2120113.5,0.850044807747615,3000761.28571429,1.4348444397121,87138,-0.499965200201849,1,224891,-0.456306832052381
224452,"한공주","이수진","CGV아트하우스",2014-04-17,"한국","드라마","청소년관람불가","다양성영화","예술,독립 영화","112분 19초","천우희","정인선","김소영",16,31,3316,4,"천우희,정인선,김소영",10149,442367.25,-0.264073010346938,224452,-0.408780985620034,224452,-0.408780985620034,0,224452,-0.456528076200746
222731,"마마","최익환","롯데쇼핑㈜롯데엔터테인먼트",2011-06-01,"한국","드라마","12세이상관람가","상업영화","일반영화","110분 0초","엄정화","김해숙","류현경",29,115,20478,6,"엄정화,김해숙,류현경",8121,1362057.5,0.346653012526208,868217.6,0.0187155596032567,239675.833333333,-0.398671504537082,1,222731,-0.457395413739099
217816,"1급기밀","홍기선","(주)리틀빅픽쳐스",2018-01-24,"한국","드라마","12세이상관람가","상업영화","일반영화","100분 38초","김상경","김옥빈","최무성",14,51,9039,1,"김상경,김옥빈,최무성",24259,1596723.14285714,0.502484190215775,733079.4,-0.0710238014742753,698137.666666667,-0.0942270765236311,0,217816,-0.459872441049384
217493,"나는 공무원이다","구자홍","(주)넥스트엔터테인먼트월드(NEW)",2012-07-12,"한국","코미디","전체관람가","상업영화","일반영화","101분 0초","윤제문","송하윤","성준",3,18,3895,7,"윤제문,송하윤,성준",25462,1228996.25,0.258292862996483,217493,-0.413402152793628,483425.75,-0.23680785840025,1,217493,-0.460035224329389
212154,"연애의 맛","김아론","(주)와우픽쳐스,(주)쇼박스",2015-05-07,"한국","멜로/로맨스","청소년관람불가","상업영화","일반영화","101분 29초","오지호","강예원","최령",5,11,2385,5,"오지호,강예원,최령",16462,1713994.33333333,0.580358852643829,751712.375,-0.0586504586927848,212154,-0.416947548905111,1,212154,-0.462725936192993
210278,"자칼이 온다","배형준","롯데쇼핑㈜롯데엔터테인먼트",2012-11-15,"한국","코미디","15세이상관람가","상업영화","일반영화","107분 0초","송지효","김재중","오달수",30,47,9668,11,"송지효,김재중,오달수",22076,697123.5,-0.0949005401978016,210278,-0.418193318357283,3580181.42857143,1.81961198445854,1,210278,-0.463671389546828
206953,"덕수리 5형제","전형준","롯데쇼핑㈜롯데엔터테인먼트",2014-12-04,"한국","코미디","15세이상관람가","상업영화","일반영화","102분 9초","윤상현","송새벽","이아이",13,32,5647,12,"윤상현,송새벽,이아이",18744,272560.5,-0.376834237384535,552686.285714286,-0.190814969469603,206953,-0.420401305259453,1,206953,-0.465347099782168
205579,"코알라 키드 : 영웅의 탄생","이경호","롯데쇼핑㈜롯데엔터테인먼트",2012-01-12,"한국","애니메이션","전체관람가","상업영화","일반영화","85분 0초","태민","써니","윤다훈",22,91,8903,1,"태민,써니,윤다훈",8326,205579,-0.421313718493613,205579,-0.421313718493613,205579,-0.421313718493613,1,205579,-0.466039558688442
203775,"남과 여","이윤기","(주)쇼박스",2016-02-25,"한국","멜로/로맨스","청소년관람불가","상업영화","일반영화","115분 10초","전도연","공유","이미소",14,29,7640,2,"전도연,공유,이미소",27887,675176.6,-0.109474515458923,5610093.6,3.16758777004326,203775,-0.422511675898579,1,167024.333333333,-0.485470069832347
193724,"투혼","김상진","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-10-06,"한국","드라마","전체관람가","상업영화","일반영화","124분 0초","김주혁","김선아","정호진",27,99,17430,10,"김주혁,김선아,정호진",12487,1553476.8,0.473766187630719,462468,-0.250724982460084,193724,-0.429186104877138,1,135672.5,-0.501270547430351
193578,"무현, 두 도시 이야기","전인환","(주)모멘텀엔터테인먼트",2016-10-26,"한국","다큐멘터리","15세이상관람가","다양성영화","예술영화","95분 15초","김원명","노무현","조은성",8,11,3006,10,"김원명,노무현,조은성",1378,193578,-0.42928305708397,1024222.5,0.122311582422595,193578,-0.42928305708397,0,193578,-0.472087738698765
192347,"응징자","신동엽","(주)인벤트스톤",2013-10-30,"한국","액션","청소년관람불가","상업영화","일반영화","102분 53초","양동근","주상욱","이태임",6,7,1625,10,"양동근,주상욱,이태임",24893,584094.333333333,-0.169958260367173,719266,-0.0801966755417735,392194,-0.297390868644468,0,147669.25,-0.495224509305291
189047,"글로리데이","최정열","(주)엣나인필름",2016-03-24,"한국","드라마","15세이상관람가","다양성영화","예술영화","92분 50초","지수","김준면","류준열",28,49,8186,3,"지수,김준면,류준열",16442,189047,-0.432291895776822,137945,-0.466226496280484,4455185.5,2.40066387289748,0,189047,-0.474371240375856
183650,"마이 리틀 히어로","김성훈","씨제이이앤엠(주)",2013-01-09,"한국","드라마","전체관람가","상업영화","일반영화","135분 0초","김래원","지대한","이성민",22,60,8271,1,"김래원,지대한,이성민",13457,1407836.75,0.377053007831818,183650,-0.435875807148554,1953083.11111111,0.739127240550327,1,4642457.75,1.77002754938404
175889,"채비","조영준","오퍼스픽쳐스",2017-11-09,"한국","드라마","12세이상관람가","상업영화","일반영화","114분 35초","고두심","김성균","유선",6,25,5187,11,"고두심,김성균,유선",13267,175889,-0.441029547403513,783586.75,-0.0374840819965904,688740.4,-0.100467389821735,0,175889,-0.481002517150778
175152,"톱스타","박중훈","롯데쇼핑㈜롯데엔터테인먼트",2013-10-24,"한국","드라마","15세이상관람가","상업영화","일반영화","114분 15초","엄태웅","김민준","소이현",9,19,4145,10,"엄태웅,김민준,소이현",19375,1421876,0.386375858994611,707635.75,-0.0879198152918366,175152,-0.441518956831152,1,175152,-0.48137394525407
172445,"아빠를 빌려드립니다","김덕수","메가박스중앙(주)플러스엠,(주)레드로버",2014-11-20,"한국","코미디","12세이상관람가","상업영화","일반영화","112분 21초","김상경","문정희","채정안",91,120,7052,11,"김상경,문정희,채정안",13283,1596723.14285714,0.502484190215775,2613058.33333333,1.17738788609115,172445,-0.443316556994813,0,161082,-0.488464845407828
169855,"대배우","석민우","(주)대명문화공장,(주)리틀빅픽쳐스",2016-03-30,"한국","코미디","12세이상관람가","상업영화","일반영화","108분 0초","오달수","윤제문","이경영",11,18,4057,3,"오달수,윤제문,이경영",26847,3580181.42857143,1.81961198445854,1228996.25,0.258292862996483,1215180.14285714,0.249118191233957,0,169855,-0.484043490251544
169334,"허스토리","민규동","(주)넥스트엔터테인먼트월드(NEW)",2018-06-27,"한국","드라마","12세이상관람가","상업영화","일반영화","120분 35초","김희애","김해숙","예수정",55,190,32406,6,"김희애,김해숙,예수정",44340,1032336.33333333,0.127699623844065,868217.6,0.0187155596032567,169334,-0.445382435867791,1,1246676.6,0.0586455253141805
169054,"노리개","최승호","(주)인벤트스톤",2013-04-18,"한국","드라마","청소년관람불가","상업영화","일반영화","95분 50초","마동석","이승연","민지현",5,6,2268,4,"마동석,이승연,민지현",21086,1974657.0625,0.753453556969789,169054,-0.445568371606921,169054,-0.445568371606921,0,185827.333333333,-0.475993865454869
168049,"나는 아빠다","전만배,이세영","롯데쇼핑㈜롯데엔터테인먼트",2011-04-14,"한국","액션","청소년관람불가","상업영화","일반영화","99분 0초","김새론","김승우","최정윤",8,18,2917,4,"김새론,김승우,최정윤",12948,112843.2,-0.482895502482254,111249.5,-0.48395380886601,168049,-0.446235748099155,1,168049,-0.48495366549516
154342,"최강전사 미니특공대 : 새로운 악당의 습격","이영준","에이원엔터테인먼트",2015-02-05,"한국","애니메이션","전체관람가","상업영화","일반영화","61분 46초","엄상현","전태열","신용우",4,4,1006,2,"엄상현,전태열,신용우",4074,66366.25,-0.513758809806403,98028.5,-0.492733296034005,541515.666666667,-0.198232888430888,0,95434.75,-0.521549287136241
151360,"달빛궁궐","김현주","(주)넥스트엔터테인먼트월드(NEW)",2016-09-07,"한국","애니메이션","전체관람가","상업영화","일반영화","80분 9초","김서영","이하늬","권율",4,14,3067,9,"김서영,이하늬,권율",3199,65448.3333333333,-0.514368358070248,698775.333333333,-0.0938036300129693,343555.25,-0.329689732685944,1,151360,-0.493364470944063
149719,"비정규직 특수요원","김덕수","(주)이수C&E,(주)스톰픽쳐스코리아",2017-03-16,"한국","코미디","15세이상관람가","상업영화","일반영화","117분 0초","강예원","한채아","조재윤",11,17,3559,3,"강예원,한채아,조재윤",21892,751712.375,-0.0586504586927848,149719,-0.458407898450064,1522709,0.453334638936409,0,161082,-0.488464845407828
149181,"워킹걸","정범식","메가박스중앙(주)플러스엠",2015-01-07,"한국","코미디","청소년관람불가","상업영화","일반영화","111분 37초","조여정","클라라","김태우",5,19,4222,1,"조여정,클라라,김태우",14281,1404193.66666667,0.374633795716476,149181,-0.458765160691678,80575,-0.504323401115816,0,1412399.5,0.14216539291128
146548,"서울역","연상호","(주)넥스트엔터테인먼트월드(NEW)",2016-08-17,"한국","애니메이션","15세이상관람가","다양성영화","예술영화","92분 10초","류승룡","심은경","이준",5,10,2015,8,"류승룡,심은경,이준",29389,4888570.07692308,2.68845559303237,2310330.4,0.976359521663805,2408060.33333333,1.0412576909119,1,2548515.2,0.714737034120709
143490,"지슬 - 끝나지 않은 세월2","오멸","(주)영화사 진진",2013-03-21,"한국","드라마","15세이상관람가","다양성영화","예술,독립 영화","108분 0초","이경준","홍상표","문석범",7,261,16095,3,"이경준,홍상표,문석범",2864,143490,-0.462544304589497,143490,-0.462544304589497,143490,-0.462544304589497,0,143490,-0.497330738478539
142405,"은밀한 유혹","윤재구","씨제이이앤엠(주)",2015-06-04,"한국","멜로/로맨스","15세이상관람가","상업영화","일반영화","110분 23초","임수정","유연석","곽민호",12,14,3366,6,"임수정,유연석,곽민호",21742,1206796,0.24355064909426,605284.8,-0.155886599359394,142405,-0.463264805578626,1,142405,-0.497877549186913
141956,"가시","김태균","(주)인벤트스톤",2014-04-10,"한국","멜로/로맨스","청소년관람불가","상업영화","일반영화","117분 55초","장혁","조보아","선우선",7,17,3618,4,"장혁,조보아,선우선",20553,1300578.6,0.305827567124763,141956,-0.463562966817446,141956,-0.463562966817446,0,82413,-0.528111897589489
141592,"극장판 또봇: 로봇군단의 습격","이달,고동우","씨제이이앤엠(주)",2017-04-27,"한국","애니메이션","전체관람가","상업영화","일반영화","81분 44초","하룡이","신경선","이현",9,12,2328,4,"하룡이,신경선,이현",3017,141592,-0.463804683278315,141592,-0.463804683278315,141592,-0.463804683278315,1,141592,-0.498287279238442
140849,"나를 기억해","이한욱","씨네그루(주)키다리이엔티",2018-04-19,"한국","미스터리","청소년관람불가","상업영화","일반영화","101분 39초","이유영","김희원","오하늬",2,5,833,4,"이유영,김희원,오하늬",18797,304580,-0.355571489530693,734757,-0.0699097807744017,140849,-0.464298077043221,0,140849,-0.498661731179752
140616,"화장","임권택","(주)리틀빅픽쳐스",2015-04-09,"한국","드라마","청소년관람불가","다양성영화","예술영화","93분 38초","안성기","김규리","김호정",8,30,6067,4,"안성기,김규리,김호정",13888,1185015.14285714,0.229086935623746,435512.5,-0.268624949660516,140616,-0.464452802140425,0,140616,-0.498779156889477
135478,"극장판 꼬마버스 타요의 에이스 구출작전","류정우","(주)아이코닉스",2016-01-21,"한국","애니메이션","전체관람가","상업영화","일반영화","48분 19초","김동열","김영석","김영익",5,10,2039,1,"김동열,김영석,김영익",6768,135478,-0.467864722953462,135478,-0.467864722953462,135478,-0.467864722953462,0,135478,-0.501368570179456
134827,"로마의 휴일","이덕희","메가박스중앙(주)플러스엠",2017-08-30,"한국","코미디","15세이상관람가","상업영화","일반영화","107분 50초","임창정","공형진","정상훈",12,45,11008,8,"임창정,공형진,정상훈",24402,509281.5,-0.219638187018062,243303,-0.396262861983101,118000,-0.479471097412447,0,281984,-0.427533501385821
133553,"나의 절친 악당들","임상수","이십세기폭스코리아(주)",2015-06-25,"한국","범죄","청소년관람불가","상업영화","일반영화","109분 36초","류승범","고준희","류현경",17,27,3776,6,"류승범,고준희,류현경",26887,1578657.28571429,0.490487445569791,225166.5,-0.408306517457146,239675.833333333,-0.398671504537082,0,649520.5,-0.24230502772828
131896,"오늘","이정향","롯데쇼핑㈜롯데엔터테인먼트",2011-10-27,"한국","드라마","15세이상관람가","상업영화","일반영화","119분 0초","송혜교","남지현","송창의",7,32,6313,10,"송혜교,남지현,송창의",6296,871707.5,0.0210330493746498,131896,-0.470243372301905,91953,-0.496767769545023,1,131896,-0.503173801476596
129950,"자백","최승호","(주)엣나인필름",2016-10-13,"한국","다큐멘터리","15세이상관람가","다양성영화","예술영화","106분 24초","최승호","김용진","김재환",7,93,19662,10,"최승호,김용진,김재환",7812,129950,-0.471535625688859,129950,-0.471535625688859,129950,-0.471535625688859,0,185827.333333333,-0.475993865454869
129732,"맨홀","신재영","롯데쇼핑㈜롯데엔터테인먼트",2014-10-08,"한국","공포(호러)","청소년관람불가","상업영화","일반영화","100분 23초","정경호","정유미","김새론",11,17,3931,10,"정경호,정유미,김새론",26180,199940,-0.42505833146845,1987708.33333333,0.762120334430442,112843.2,-0.482895502482254,1,129732,-0.504264399055326
126443,"눈길","이나정","(주)엣나인필름,CGV아트하우스",2017-03-01,"한국","드라마","15세이상관람가","다양성영화","예술영화","121분 36초","김영옥","김향기","김새론",5,29,3729,3,"김영옥,김향기,김새론",37284,126443,-0.473864470821463,126443,-0.473864470821463,112843.2,-0.482895502482254,0,126443,-0.505921966262555
125402,"저수지 게임","최진성","(주)스마일이엔티",2017-09-07,"한국","다큐멘터리","15세이상관람가","다양성영화","예술,독립 영화","100분 15초","주진우","김보람","김민주",16,23,4317,9,"주진우,김보람,김민주",8196,125402,-0.474555753337301,67773.5,-0.512824316703222,125402,-0.474555753337301,0,52902.75,-0.542984266904516
124601,"시간위의 집","임대웅","(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니",2017-04-05,"한국","미스터리","15세이상관람가","상업영화","일반영화","99분 46초","김윤진","옥택연","조재윤",35,77,6086,4,"김윤진,옥택연,조재윤",15518,4452911.25,2.3991536430592,124601,-0.475087662362455,1522709,0.453334638936409,0,124601,-0.506850284534284
123036,"서서평, 천천히 평온하게","홍주연,홍현정","커넥트픽쳐스(주)",2017-04-26,"한국","다큐멘터리","전체관람가","다양성영화","예술영화","78분 43초","윤안나","안은새","강다연",3,19,3386,4,"윤안나,안은새,강다연",3034,123036,-0.47612691033295,123036,-0.47612691033295,123036,-0.47612691033295,0,123036,-0.507639002284151
120802,"퇴마: 무녀굴","김휘","씨네그루(주)다우기술",2015-08-20,"한국","공포(호러)","15세이상관람가","상업영화","일반영화","105분 32초","김성균","유선","천호진",8,20,4043,8,"김성균,유선,천호진",21790,783586.75,-0.0374840819965904,688740.4,-0.100467389821735,829663.6,-0.00688646356253339,0,1277450.5,0.0741547401145876
119964,"죽여주는 여자","이재용","CGV아트하우스",2016-10-06,"한국","드라마","청소년관람불가","다양성영화","예술영화","110분 57초","윤여정","전무송","윤계상",3,19,1821,10,"윤여정,전무송,윤계상",9685,1070944.16666667,0.153337395369224,119964,-0.478166891013691,1451066.33333333,0.405759881150992,0,865741.5,-0.133335481022831
116851,"여교사","김태용","필라멘트픽쳐스",2017-01-04,"한국","드라마","청소년관람불가","다양성영화","예술영화","96분 12초","김하늘","유인영","이원근",27,38,3438,1,"김하늘,유인영,이원근",19575,861632,0.0143423510189171,116851,-0.480234097999091,86096.5,-0.500656814745792,0,327949,-0.40436838229787
115704,"최강전사 미니특공대: 영웅의 탄생","이영준","(주)삼지애니메이션",2016-02-04,"한국","애니메이션","전체관람가","상업영화","일반영화","68분 24초","엄상현","양정화","전태열",6,13,2288,2,"엄상현,양정화,전태열",2955,66366.25,-0.513758809806403,79176.5,-0.505252083727149,98028.5,-0.492733296034005,0,95434.75,-0.521549287136241
111927,"배우는 배우다","신연식","(주)넥스트엔터테인먼트월드(NEW)",2013-10-24,"한국","드라마","청소년관람불가","상업영화","일반영화","97분 56초","이준","서영희","강신효",5,8,2418,10,"이준,서영희,강신효",19832,2408060.33333333,1.0412576909119,117000,-0.480135153623625,111927,-0.483503910782936,1,111927,-0.5132376383757
109019,"히트","이성한","(주)넥스트엔터테인먼트월드(NEW)",2011-10-13,"한국","드라마","15세이상관람가","상업영화","일반영화","102분 0초","박성웅","한재석","정성화",12,22,4661,10,"박성웅,한재석,정성화",3691,517319.125,-0.214300752213686,109019,-0.485434986245044,1531902,0.459439307685777,1,109019,-0.514703191868744
106511,"도희야","정주리","CGV아트하우스",2014-05-22,"한국","드라마","청소년관람불가","다양성영화","예술영화","119분 3초","배두나","김새론","송새벽",5,16,3014,5,"배두나,김새론,송새벽",13512,3027498.33333333,1.45259934225212,112843.2,-0.482895502482254,552686.285714286,-0.190814969469603,0,106511,-0.515967156160544
104736,"5백만불의 사나이","김익로","씨제이이앤엠(주)",2012-07-19,"한국","코미디","15세이상관람가","상업영화","일반영화","107분 0초","박진영","조성하","민효린",2,4,500,7,"박진영,조성하,민효린",15351,57387.5,-0.519721204512526,2069133.28571429,0.816191079803957,2501143.5,1.1030701458931,1,104736,-0.516861708241064
103054,"더 테이블","김종관","(주)엣나인필름",2017-08-24,"한국","드라마","12세이상관람가","다양성영화","예술,독립 영화","70분 17초","정유미","한예리","정은채",21,33,3434,8,"정유미,한예리,정은채",6504,1987708.33333333,0.762120334430442,748098.6,-0.0610502084273377,50155.3333333333,-0.524523769707806,0,91904,-0.523328689816972
102170,"루시드 드림","김준성","(주)넥스트엔터테인먼트월드(NEW)",2017-02-22,"한국","SF","15세이상관람가","상업영화","일반영화","101분 0초","고수","설경구","박유천",14,39,6135,2,"고수,설경구,박유천",26333,1419273.5,0.384647652705018,2385589.88888889,1.02633605271062,784500,-0.0368776326617313,1,102170,-0.518154902967044
101173,"게이트","신재호","(주)제이앤씨미디어그룹",2018-02-28,"한국","범죄","15세이상관람가","상업영화","일반영화","91분 54초","정려원","임창정","정상훈",5,9,1890,2,"정려원,임창정,정상훈",13723,330204.25,-0.338555547161393,509281.5,-0.219638187018062,118000,-0.479471097412447,0,101173,-0.518657364051145
100543,"돌연변이","권오광","필라멘트픽쳐스",2015-10-22,"한국","드라마","12세이상관람가","상업영화","일반영화","93분 28초","이광수","이천희","박보영",8,26,4742,10,"이광수,이천희,박보영",10379,1038769.25,0.131971442112561,74415,-0.508413987376678,1718259.16666667,0.583190941708472,0,100543,-0.518974867043104
99958,"미니특공대X","이영준","(주)삼지애니메이션",2018-03-22,"한국","애니메이션","전체관람가","상업영화","일반영화","67분 36초","엄상현","전태열","이소영",3,8,1373,3,"엄상현,전태열,이소영",1735,66366.25,-0.513758809806403,98028.5,-0.492733296034005,55846.5,-0.520744515133952,0,95434.75,-0.521549287136241
98231,"김광석","이상호","(주)비엠컬쳐스",2017-08-30,"한국","다큐멘터리","15세이상관람가","다양성영화","예술,독립 영화","81분 52초","김광석","이상호","신종민",5,40,8979,8,"김광석,이상호,신종민",2913,98231,-0.492598824651242,667795.333333333,-0.114376091435291,98231,-0.492598824651242,0,98231,-0.520140052626295
97555,"인류멸망 보고서","김지운","롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)",2012-04-11,"한국","SF","15세이상관람가","상업영화","일반영화","120분 0초","류승범","김강우","송새벽",5,9,2087,4,"류승범,김강우,송새벽",34502,1578657.28571429,0.490487445569791,950459.285714286,0.0733286618196484,552686.285714286,-0.190814969469603,1,3792550,1.34169698825007
97005,"슈퍼 빼꼼: 스파이 대작전","임아론","메가박스중앙(주)플러스엠",2017-05-03,"한국","애니메이션","전체관람가","상업영화","일반영화","76분 30초","김태균","최정현","최낙윤",5,26,3632,5,"김태균,최정현,최낙윤",20063,97005,-0.493412957566147,97005,-0.493412957566147,97005,-0.493412957566147,0,97005,-0.520757923528108
96079,"577 프로젝트","이근우","필라멘트픽쳐스",2012-08-30,"한국","코미디","15세이상관람가","상업영화","일반영화","99분 0초","하정우","공효진","김성균",7,17,3467,8,"하정우,공효진,김성균",10672,5626903.84615385,3.17875071841317,893183.2,0.0352941213490638,783586.75,-0.0374840819965904,0,96079,-0.521224602528988
96077,"기생령","고석진","롯데쇼핑㈜롯데엔터테인먼트",2011-08-05,"한국","공포(호러)","청소년관람불가","상업영화","일반영화","78분 0초","한은정","효민","이형석",67,212,2069,8,"한은정,효민,이형석",7368,96077,-0.494029201730121,96077,-0.494029201730121,568356.5,-0.180409066342671,1,96077,-0.521225610474994
95542,"걷기왕","백승화","CGV아트하우스",2016-10-20,"한국","드라마","12세이상관람가","상업영화","일반영화","92분 35초","심은경","박주희","김새벽",366,905,10913,10,"심은경,박주희,김새벽",9130,2310330.4,0.976359521663805,63295,-0.515798292444987,49963,-0.524651489852423,0,95542,-0.521495236031658
95415,"무서운 이야기 3 : 화성에서 온 소녀","백승빈,김선,김곡,민규동","롯데쇼핑㈜롯데엔터테인먼트",2016-06-01,"한국","공포(호러)","15세이상관람가","상업영화","일반영화","93분 49초","임슬옹","경수진","박정민",3,9,2389,6,"임슬옹,경수진,박정민",11958,1023239.33333333,0.121658704490971,95415,-0.494468806941921,1175390,0.222695299725976,1,95415,-0.521559240603053
94767,"일사각오","권혁만,고문안","파이오니아21",2016-03-17,"한국","드라마","12세이상관람가","상업영화","일반영화","115분 23초","이지형","설지윤","서광재",2,5,978,3,"이지형,설지윤,서광재",3528,94767,-0.494899115366765,94767,-0.494899115366765,94767,-0.494899115366765,0,94767,-0.521885815109068
92404,"철가방 우수氏","윤학렬","씨제이이앤엠(주)",2012-11-22,"한국","드라마","12세이상관람가","다양성영화","예술영화","105분 0초","최수종","이수나","기주봉",14,60,10978,11,"최수종,이수나,기주봉",4980,75215.5,-0.507882410379629,92404,-0.496468280193781,257715,-0.386692483867591,1,92404,-0.523076703315417
89526,"완벽한 파트너","박헌수","타임스토리그룹(주)",2011-11-17,"한국","코미디","청소년관람불가","다양성영화","예술영화","120분 0초","김영호","김혜선","김산호",10,25,3283,11,"김영호,김혜선,김산호",8261,89526,-0.498379433969554,89526,-0.498379433969554,89526,-0.498379433969554,0,89526,-0.524527137618367
88199,"살인자","이기욱","(주)영화사 빅",2014-01-15,"한국","스릴러","청소년관람불가","다양성영화","예술영화","75분 52초","마동석","안도규","김현수",3,4,1028,1,"마동석,안도규,김현수",12131,1974657.0625,0.753453556969789,88199,-0.499260636561788,842744,0.00179965730217069,0,88199,-0.525195909793494
