"y","title","director","dist","date","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","actor","first_count","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor1","dir_to_m","dir_to_s"
1468301,"부라더","장유정","메가박스중앙(주)플러스엠",2017-11-02,"코미디","12세이상관람가","상업영화","일반영화","102분 3초","마동석","이동휘","이하늬",30,130,24942,11,"마동석,이동휘,이하늬",100941,1761397,0.536899004272093,860388,-0.0317471775193562,809830.5,-0.0636551044500763,0,1468301,0.156194705756789
1466830,"해무(海霧)","심성보","(주)넥스트엔터테인먼트월드(NEW)",2014-08-13,"드라마","청소년관람불가","상업영화","일반영화","110분 48초","김윤석","박유천","한예리",18,54,12091,8,"김윤석,박유천,한예리",174827,3990354.5,1.94364207981342,784500,-0.0796417284547957,706193.111111111,-0.129062892255195,1,1466830,0.15546594004091
1441964,"인간중독","김대우","(주)넥스트엔터테인먼트월드(NEW)",2014-05-14,"멜로/로맨스","청소년관람불가","상업영화","일반영화","132분 12초","송승헌","임지연","조여정",10,18,4679,5,"송승헌,임지연,조여정",89092,935603.333333333,0.0157228389978718,1441964,0.335297959456571,1404193.66666667,0.311460288761839,1,1441964,0.143146777368552
1426873,"탐정 홍길동: 사라진 마을","조성희","씨제이이앤엠(주)",2016-05-04,"드라마","15세이상관람가","상업영화","일반영화","125분 54초","이제훈","김성균","박근형",24,53,9080,5,"이제훈,김성균,박근형",82893,1835751.85714286,0.583825955736433,528171.857142857,-0.241415939058028,1293904,0.241854105204237,1,4040855,1.43069447288566
1416053,"런닝맨","조동오","이십세기폭스코리아(주)",2013-04-04,"액션","15세이상관람가","상업영화","일반영화","127분 7초","신하균","이민호","김상호",12,44,10033,4,"신하균,이민호,김상호",63499,1086108.85714286,0.110710115987122,1740259.66666667,0.523558778044327,1163268.2,0.159407038776186,0,1416053,0.130309898738958
1387599,"기억의 밤","장항준","메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,"미스터리","15세이상관람가","상업영화","일반영화","108분 30초","강하늘","김무열","문성근",23,42,7136,11,"강하늘,김무열,문성근",97245,2356279.33333333,0.912342054746825,2436173.25,0.962764825952067,869714.5,-0.025861022537022,0,1387599,0.116213162043097
1373316,"브이아이피","박훈정","워너브러더스 코리아(주)",2017-08-23,"범죄","청소년관람불가","상업영화","일반영화","127분 55초","장동건","김명민","박희순",28,39,7480,8,"장동건,김명민,박희순",174011,1757969,0.534735519655201,2334671,0.898704570276773,1197235.625,0.180844612131766,0,1965624.25,0.402579569325356
1362634,"특별시민","박인제","(주)쇼박스",2017-04-26,"드라마","15세이상관람가","상업영화","일반영화","130분 24초","최민식","곽도원","심은경",21,57,8631,4,"최민식,곽도원,심은경",186007,4688421.28571429,2.38420706010979,2916067.42857143,1.26563637585733,2450077.625,0.971540176424644,1,895386.5,-0.127639723699211
1346754,"차형사","신태라","씨제이이앤엠(주)",2012-05-30,"코미디","15세이상관람가","상업영화","일반영화","110분 0초","강지환","성유리","이수혁",24,58,13212,5,"강지환,성유리,이수혁",48130,682099,-0.144269204608337,482745,-0.270085806800826,1346754,0.275208878250542,1,1346754,0.0959776517337394
1340149,"궁합","홍창표","씨제이이앤엠(주)",2018-02-28,"코미디","12세이상관람가","상업영화","일반영화","109분 53초","심은경","이승기","김상경",7,20,4602,2,"심은경,이승기,김상경",175057,2450077.625,0.971540176424644,1616071,0.44518063629239,1401446.75,0.309726650502732,1,1340149,0.0927053896308307
1328890,"미스터 고","김용화","(주)쇼박스",2013-07-17,"코미디","12세이상관람가","상업영화","일반영화","132분 32초","서교","성동일","조재윤",31,80,19523,7,"서교,성동일,조재윤",94955,1328890,0.263934523175817,1849400.66666667,0.592440013333764,540089,-0.233894773582902,1,7869910.5,3.32769268675153
1314283,"사라진 밤","이창희","씨네그루(주)키다리이엔티",2018-03-07,"스릴러","15세이상관람가","상업영화","일반영화","101분 5초","김상경","김강우","김희애",33,52,8223,3,"김상경,김강우,김희애",57161,1401446.75,0.309726650502732,914621.166666667,0.00248054179472309,1463837.5,0.349102796319927,0,1314283,0.079890804989826
1310895,"간첩","우민호","롯데쇼핑㈜롯데엔터테인먼트",2012-09-20,"드라마","15세이상관람가","상업영화","일반영화","115분 0초","김명민","염정아","유해진",11,27,4885,9,"김명민,염정아,유해진",68841,2334671,0.898704570276773,1308020,0.250763016771344,3925144.28571429,1.90248650937253,1,3488885.66666667,1.15723673913328
1305145,"장산범","허정","(주)넥스트엔터테인먼트월드(NEW)",2017-08-17,"미스터리","15세이상관람가","상업영화","일반영화","99분 43초","염정아","박혁권","허진",19,49,10307,8,"염정아,박혁권,허진",121834,1308020,0.250763016771344,615980.333333333,-0.185998118909017,661079.5,-0.15753506368207,1,1305145,0.0753636390403362
1246185,"간기남","김형준","(주)쇼박스",2012-04-11,"코미디","청소년관람불가","상업영화","일반영화","117분 0초","박희순","박시연","주상욱",13,47,11162,4,"박희순,박시연,주상욱",103609,1197235.625,0.180844612131766,1246185,0.211737616746401,719266,-0.120812310572159,1,1246185,0.0461535597689515
1225142,"특별수사: 사형수의 편지","권종관","(주)넥스트엔터테인먼트월드(NEW)",2016-06-16,"범죄","15세이상관람가","상업영화","일반영화","120분 14초","김명민","김상호","성동일",35,186,32749,6,"김명민,김상호,성동일",75630,2334671,0.898704570276773,1163268.2,0.159407038776186,1849400.66666667,0.592440013333764,1,1225142,0.0357283952827278
1221420,"찌라시: 위험한 소문","김광식","씨제이이앤엠(주)",2014-02-20,"범죄","15세이상관람가","상업영화","일반영화","121분 19초","김강우","고창석","박성웅",9,26,4631,2,"김강우,고창석,박성웅",91576,914621.166666667,0.00248054179472309,1799868,0.561178880787975,517319.125,-0.248265332010863,1,1221420,0.0338844347154263
1212270,"결혼전야","홍지영","씨너스엔터테인먼트(주)",2013-11-21,"멜로/로맨스","15세이상관람가","상업영화","일반영화","117분 37초","김강우","김효진","주지훈",50,151,25534,11,"김강우,김효진,주지훈",56240,914621.166666667,0.00248054179472309,625351,-0.180084089392286,3416817,1.58167021328466,0,1190447.5,0.0185399777915293
1204666,"깡철이","안권태","씨제이이앤엠(주)",2013-10-02,"드라마","15세이상관람가","상업영화","일반영화","108분 14초","유아인","김해숙","정유미",9,31,5717,10,"유아인,김해숙,정유미",134531,2005792.5,0.691142267016429,1042938.5,0.0834643739847019,2219955.375,0.826305069108561,1,1204666,0.0255841350527265
1202058,"시간이탈자","곽재용","씨제이이앤엠(주)",2016-04-13,"스릴러","15세이상관람가","상업영화","일반영화","107분 9초","임수정","조정석","이진욱",37,70,12265,4,"임수정,조정석,이진욱",155917,1206796,0.186878370662751,1734043.75,0.519635779185454,2021923,0.701322572912804,1,1202058,0.024292074558497
1201576,"해빙","이수연","롯데쇼핑㈜롯데엔터테인먼트",2017-03-01,"스릴러","15세이상관람가","상업영화","일반영화","117분 10초","조진웅","신구","김대명",5,9,3024,3,"조진웅,신구,김대명",386128,3269154.54545455,1.48847725852924,1201576,0.183583916257799,1627761.5,0.452558762579955,1,1201576,0.0240532811696095
1201033,"더 웹툰: 예고살인","김용균","씨제이이앤엠(주)",2013-06-27,"공포(호러)","15세이상관람가","상업영화","일반영화","104분 3초","이시영","엄기준","문가영",10,56,11631,6,"이시영,엄기준,문가영",80164,1434638.33333333,0.33067457347588,1201033,0.1832412172651,610219,-0.189634220437446,1,1201033,0.0237842670406346
1183969,"바람 바람 바람","이병헌","(주)넥스트엔터테인먼트월드(NEW)",2018-04-05,"코미디","청소년관람불가","상업영화","일반영화","100분 16초","이성민","신하균","송지효",38,101,17430,4,"이성민,신하균,송지효",95534,2075656,0.735234626273203,1086108.85714286,0.110710115987122,697123.5,-0.13478691912803,1,2114051.5,0.47611368972111
1177438,"빅매치","최호","(주)넥스트엔터테인먼트월드(NEW)",2014-11-27,"액션","15세이상관람가","상업영화","일반영화","112분 8초","이정재","신하균","이성민",446,1132,60677,11,"이정재,신하균,이성민",75112,6938669.85714286,3.80438738930131,1086108.85714286,0.110710115987122,2075656,0.735234626273203,1,1177438,0.0120947856904255
1168625,"당신, 거기 있어줄래요","홍지영","롯데쇼핑㈜롯데엔터테인먼트",2016-12-14,"판타지","12세이상관람가","상업영화","일반영화","110분 52초","김윤석","변요한","채서진",43,100,18045,12,"김윤석,변요한,채서진",92278,3990354.5,1.94364207981342,848619.333333333,-0.0391746364734579,1168625,0.162787830606923,1,1190447.5,0.0185399777915293
1168427,"동주","이준익","메가박스중앙(주)플러스엠",2016-02-17,"드라마","12세이상관람가","상업영화","일반영화","110분 37초","강하늘","박정민","김인우",7,24,5398,2,"강하늘,박정민,김인우",19124,2356279.33333333,0.912342054746825,1560506.33333333,0.410112578656434,1763800.5,0.538415904877898,0,3109405,0.969233680190076
1160935,"장수상회","강제규","씨제이이앤엠(주)",2015-04-09,"멜로/로맨스","12세이상관람가","상업영화","일반영화","112분 0초","박근형","윤여정","조진웅",38,116,17046,4,"박근형,윤여정,조진웅",53241,1293904,0.241854105204237,1052035.4,0.0892056234629408,3269154.54545455,1.48847725852924,1,1651778.5,0.247093490009087
1160021,"가문의 영광5 - 가문의 귀환","정용기","롯데쇼핑㈜롯데엔터테인먼트",2012-12-19,"코미디","15세이상관람가","상업영화","일반영화","104분 0초","정준호","김민정","유동근",23,67,12319,12,"정준호,김민정,유동근",153719,1160021,0.157357660932554,706248,-0.129028250695466,610482.5,-0.189467919913364,1,755900,-0.196744400128791
1159787,"슬로우 비디오","김영탁","이십세기폭스코리아(주)",2014-10-02,"드라마","12세이상관람가","상업영화","일반영화","105분 40초","차태현","남상미","오달수",17,67,11947,10,"차태현,남상미,오달수",98673,3566193.16666667,1.67594472866202,596835.5,-0.198080835481253,4127054.90909091,2.0299166516311,0,1159787,0.00335009252185003
1139250,"고령화 가족","송해성","씨제이이앤엠(주)",2013-05-09,"드라마","15세이상관람가","상업영화","일반영화","112분 47초","박해일","윤제문","공효진",10,34,7330,5,"박해일,윤제문,공효진",67251,2652617.875,1.0993676896033,1228996.25,0.200889426487183,828201.75,-0.0520606129774759,1,1139250,-0.00682438844823865
1129018,"하루","조선호","CGV아트하우스",2017-06-15,"스릴러","15세이상관람가","상업영화","일반영화","90분 1초","김명민","변요한","유재명",8,36,7124,6,"김명민,변요한,유재명",77978,2334671,0.898704570276773,848619.333333333,-0.0391746364734579,1129018,0.137791000028967,0,1129018,-0.0118935460314274
1124918,"성난 변호사","허종호","씨제이이앤엠(주)",2015-10-08,"범죄","15세이상관람가","상업영화","일반영화","116분 45초","이선균","김고은","임원희",65,123,13682,10,"이선균,김고은,임원희",89466,1416824.16666667,0.319431669290909,901048.25,-0.00608561818622437,601269.5,-0.195282442601644,1,798232.5,-0.175771949641072
1118258,"특수본","황병국","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,"액션","15세이상관람가","상업영화","일반영화","111분 0초","엄태웅","주원","정진영",27,84,16216,11,"엄태웅,주원,정진영",58276,525619.666666667,-0.243026681425185,823171,-0.05523562763221,1242258.66666667,0.209259623231974,1,1118258,-0.0172242864140614
1110523,"회사원","임상윤","(주)쇼박스",2012-10-11,"액션","청소년관람불가","상업영화","일반영화","96분 0초","소지섭","이미연","곽도원",16,22,5618,10,"소지섭,이미연,곽도원",106990,2832967,1.21318990594151,979335.5,0.0433231510885027,2916067.42857143,1.26563637585733,1,1110523,-0.0210563753415404
1110246,"간신","민규동","롯데쇼핑㈜롯데엔터테인먼트",2015-05-21,"사극","청소년관람불가","상업영화","일반영화","131분 7초","주지훈","김강우","천호진",10,40,8947,5,"주지훈,김강우,천호진",83605,3416817,1.58167021328466,914621.166666667,0.00248054179472309,422613.333333333,-0.308036196480348,1,1915753.66666667,0.377872586752817
1069436,"오빠생각","이한","(주)넥스트엔터테인먼트월드(NEW)",2016-01-21,"드라마","12세이상관람가","상업영화","일반영화","123분 30초","임시완","고아성","이희준",83,167,24951,1,"임시완,고아성,이희준",78467,818352.666666667,-0.0582765815545332,1037085.66666667,0.0797705248359567,654011.5,-0.161995830680959,1,1341414,0.0933320984211682
1061412,"날, 보러와요","이철하","메가박스중앙(주)플러스엠",2016-04-07,"미스터리","청소년관람불가","상업영화","일반영화","90분 35초","강예원","이상윤","최진호",5,18,4541,4,"강예원,이상윤,최진호",42192,751712.375,-0.100334704625133,539019,-0.234570073623764,1061412,0.0951233976341042,0,538038.5,-0.304677773351023
1059350,"수상한 고객들","조진모","씨제이이앤엠(주)",2011-04-14,"코미디","15세이상관람가","상업영화","일반영화","124분 0초","윤하","류승범","박철민",24,76,8883,4,"윤하,류승범,박철민",37976,1059350,0.0938220250319948,1819508,0.573574107706224,1472678.16666667,0.354682331423895,1,1059350,-0.0464086037430765
1046313,"그놈이다","윤준형","CGV아트하우스",2015-10-28,"스릴러","15세이상관람가","상업영화","일반영화","108분 43초","주원","유해진","이유영",17,39,6343,10,"주원,유해진,이유영",97168,823171,-0.05523562763221,3925144.28571429,1.90248650937253,304580,-0.382529574819651,0,1046313,-0.0528674199483181
1044522,"동창생","박홍수","(주)쇼박스",2013-11-06,"액션","15세이상관람가","상업영화","일반영화","112분 27초","최승현","한예리","윤제문",11,27,6511,11,"최승현,한예리,윤제문",125671,2523167.5,1.01766877041912,706193.111111111,-0.129062892255195,1228996.25,0.200889426487183,1,1044522,-0.0537547206941636
1040636,"점박이:한반도의 공룡3D","한상호","씨제이이앤엠(주)",2012-01-26,"애니메이션","전체관람가","상업영화","일반영화","88분 0초","이형석","신용우","구자형",3,7,899,1,"이형석,신용우,구자형",35458,568356.5,-0.216054545634247,541515.666666667,-0.23299437352842,1040636,0.082011216653782,1,1040636,-0.0556799304643231
1027622,"오직 그대만","송일곤","(주)쇼박스",2011-10-20,"멜로/로맨스","15세이상관람가","상업영화","일반영화","105분 0초","소지섭","한효주","강신일",194,706,51787,10,"소지섭,한효주,강신일",58337,2832967,1.21318990594151,3651707,1.72991435029216,985688.5,0.047332666190928,1,1027622,-0.0621273519642858
1006947,"심장이 뛴다","윤재근","롯데쇼핑㈜롯데엔터테인먼트",2011-01-05,"드라마","15세이상관람가","상업영화","일반영화","114분 0초","김윤진","박해일","강신일",31,182,29322,1,"김윤진,박해일,강신일",51561,7626472.5,4.23847444801746,2652617.875,1.0993676896033,985688.5,0.047332666190928,1,1006947,-0.0723702011660476
987420,"방황하는 칼날","이정호","씨제이이앤엠(주)",2014-04-10,"범죄","청소년관람불가","상업영화","일반영화","122분 20초","정재영","이성민","서준영",12,43,7863,4,"정재영,이성민,서준영",66643,831651.857142857,-0.0498831760666824,2075656,0.735234626273203,987420,0.0484254531262104,1,987420,-0.0820443059478036
986547,"시체가 돌아왔다","우선호","씨제이이앤엠(주)",2012-03-29,"범죄","15세이상관람가","상업영화","일반영화","110분 0초","이범수","류승범","김옥빈",9,50,7631,3,"이범수,류승범,김옥빈",47998,3866104.33333333,1.86522512408717,1819508,0.573574107706224,928666,0.0113445385460289,1,986547,-0.0824768093264318
984265,"미쓰 와이프","강효진","메가박스중앙(주)플러스엠",2015-08-13,"코미디","15세이상관람가","상업영화","일반영화","125분 0초","엄정화","송승헌","김상호",32,101,15981,8,"엄정화,송승헌,김상호",56370,1362057.5,0.284867246638699,935603.333333333,0.0157228389978718,1163268.2,0.159407038776186,0,984265,-0.0836073622588826
977470,"원더풀 라디오","권칠인","(주)쇼박스",2012-01-05,"드라마","15세이상관람가","상업영화","일반영화","120분 0초","이민정","이정진","이광수",12,41,9423,1,"이민정,이정진,이광수",60371,977470,0.0421457938677292,539530.666666667,-0.234247149772448,1038769.25,0.0808330705310916,1,875733,-0.137376499360001
975462,"돈 크라이 마미","김용한","(주)에스비에스콘텐츠허브",2012-11-22,"스릴러","15세이상관람가","상업영화","일반영화","91분 0초","유선","남보라","유오성",10,24,4857,11,"유선,남보라,유오성",107365,688740.4,-0.140077674055646,975462,0.0408785018284297,1215623.75,0.192449753780244,0,975462,-0.0879685618488758
971194,"고산자, 대동여지도","강우석","씨제이이앤엠(주)",2016-09-07,"사극","전체관람가","상업영화","일반영화","129분 4초","차승원","유준상","김인권",39,92,20623,9,"차승원,유준상,김인권",29603,655519,-0.161044414969184,940508.666666667,0.0188187004936108,600354,-0.195860234365578,1,1532182.33333333,0.187842921676538
970373,"우리는 형제입니다","장진","(주)쇼박스",2014-10-23,"코미디","12세이상관람가","상업영화","일반영화","101분 53초","김성균","조진웅","윤진이",69,119,4348,10,"김성균,조진웅,윤진이",62171,528171.857142857,-0.241415939058028,3269154.54545455,1.48847725852924,970373,0.0376667243443683,1,461315.333333333,-0.342688115621799
963634,"전국노래자랑","이종필","롯데쇼핑㈜롯데엔터테인먼트",2013-05-01,"코미디","12세이상관람가","상업영화","일반영화","112분 14초","김인권","류현경","김수미",40,165,14239,5,"김인권,류현경,김수미",94297,600354,-0.195860234365578,317755.25,-0.374214390835198,741808.5,-0.106585253402881,1,640569.5,-0.253881663483751
955175,"허삼관","하정우","(주)넥스트엔터테인먼트월드(NEW)",2015-01-14,"드라마","12세이상관람가","상업영화","일반영화","123분 49초","하정우","하지원","전혜진",37,53,7868,1,"하정우,하지원,전혜진",73635,5630512.83333333,2.97878132235531,1114558.2,0.128665108878636,483861,-0.269381475169423,1,612661.5,-0.267707899784731
951797,"불한당: 나쁜 놈들의 세상","변성현","씨제이이앤엠(주)",2017-05-17,"범죄","청소년관람불가","상업영화","일반영화","119분 42초","설경구","임시완","김희원",41,206,26263,5,"설경구,임시완,김희원",95271,2036161.875,0.710309033538343,818352.666666667,-0.0582765815545332,509845.5,-0.252982097681784,1,951797,-0.0996927227368901
929985,"뽀로로 극장판 슈퍼썰매 대모험","박영균","씨제이이앤엠(주)",2013-01-23,"애니메이션","전체관람가","상업영화","일반영화","77분 0초","이선","이미자","김환진",3,12,2752,1,"이선,이미자,김환진",12000,687499.5,-0.140860832766586,687499.5,-0.140860832766586,929985,0.0121769878487361,1,687499.5,-0.230631510495181
900054,"점쟁이들","신정원","(주)넥스트엔터테인먼트월드(NEW)",2012-10-03,"코미디","15세이상관람가","상업영화","일반영화","119분 0초","김수로","강예원","이제훈",193,1578,134678,10,"김수로,강예원,이제훈",172469,486891.5,-0.267468861362103,751712.375,-0.100334704625133,1835751.85714286,0.583825955736433,1,900054,-0.125327341660555
870785,"열한시","김현석","씨제이이앤엠(주)",2013-11-28,"스릴러","15세이상관람가","상업영화","일반영화","98분 48초","정재영","김옥빈","최다니엘",12,32,6957,11,"정재영,김옥빈,최다니엘",64960,831651.857142857,-0.0498831760666824,928666,0.0113445385460289,1136503.66666667,0.142515365455021,1,1952838.33333333,0.396245145319408
867386,"미확인 동영상 : 절대클릭금지","김태경","(주)쇼박스",2012-05-30,"공포(호러)","15세이상관람가","상업영화","일반영화","93분 0초","박보영","주원","강별",7,17,4247,5,"박보영,주원,강별",16702,2540922,1.02887401768592,823171,-0.05523562763221,867386,-0.0273305890278133,1,867386,-0.141511786532291
855980,"살인의뢰","손용호","씨네그루(주)다우기술",2015-03-12,"범죄","청소년관람불가","상업영화","일반영화","102분 34초","김상경","김성균","박성웅",9,25,6359,3,"김상경,김성균,박성웅",80774,1401446.75,0.309726650502732,528171.857142857,-0.241415939058028,517319.125,-0.248265332010863,0,855980,-0.147162569506671
848148,"좋아해줘","박현진","씨제이이앤엠(주)",2016-02-17,"멜로/로맨스","12세이상관람가","상업영화","일반영화","122분 50초","이미연","최지우","김주혁",19,54,11969,2,"이미연,최지우,김주혁",73132,979335.5,0.0433231510885027,848148,-0.0394721050895884,1553476.8,0.405676088799201,1,848148,-0.151042714365108
837500,"대립군","정윤철","이십세기폭스코리아(주)",2017-05-31,"드라마","15세이상관람가","상업영화","일반영화","129분 50초","이정재","여진구","김무열",28,62,10744,5,"이정재,여진구,김무열",136240,6938669.85714286,3.80438738930131,852545.4,-0.0366968112581064,2436173.25,0.962764825952067,0,837500,-0.156317967487254
827918,"손님","김광태","씨제이이앤엠(주)",2015-07-09,"판타지","15세이상관람가","상업영화","일반영화","107분 13초","류승룡","이성민","천우희",18,40,7612,7,"류승룡,이성민,천우희",144967,4803252.8,2.45667970150172,2075656,0.735234626273203,515005.666666667,-0.249725405381921,1,827918,-0.161065100790823
821918,"남쪽으로 튀어","임순례","롯데쇼핑㈜롯데엔터테인먼트",2013-02-06,"코미디","15세이상관람가","상업영화","일반영화","121분 0초","김윤석","오연수","한예리",26,67,12811,2,"김윤석,오연수,한예리",45840,3990354.5,1.94364207981342,821918,-0.0560264229137052,706193.111111111,-0.129062892255195,1,1278779,0.0623013434150084
790954,"화이트: 저주의 멜로디","김곡,김선","씨제이이앤엠(주)",2011-06-09,"공포(호러)","15세이상관람가","상업영화","일반영화","106분 0초","황우슬혜","함은정","최아라",4,4,700,6,"황우슬혜,함은정,최아라",18589,790954,-0.0755684700774854,790954,-0.0755684700774854,790954,-0.0755684700774854,1,790954,-0.179377878439864
790158,"상의원","이원석","(주)쇼박스,(주)와우픽쳐스",2014-12-24,"사극","15세이상관람가","상업영화","일반영화","127분 5초","한석규","고수","박신혜",77,206,18634,12,"한석규,고수,박신혜",108567,1811982,0.568824287044984,1419273.5,0.320977496300333,1420025.66666667,0.32145220488046,1,648707.5,-0.249849919502907
773996,"관능의 법칙","권칠인","롯데쇼핑㈜롯데엔터테인먼트",2014-02-13,"드라마","청소년관람불가","상업영화","일반영화","108분 38초","엄정화","문소리","조민수",22,103,21016,2,"엄정화,문소리,조민수",58083,1362057.5,0.284867246638699,1290384.6,0.239632936079182,688481.5,-0.140241071420673,1,875733,-0.137376499360001
771699,"푸른소금","이현승","씨제이이앤엠(주)",2011-08-31,"액션","15세이상관람가","상업영화","일반영화","122분 0초","송강호","신세경","천정명",27,45,7790,8,"송강호,신세경,천정명",54996,7164707.85714286,3.94704483849413,2386756,0.931576535349938,357286,-0.349265683274173,1,771699,-0.188917228446148
768971,"나는 왕이로소이다","장규성","롯데쇼핑㈜롯데엔터테인먼트",2012-08-08,"사극","12세이상관람가","상업영화","일반영화","120분 0초","주지훈","백윤식","변희봉",160,681,85039,8,"주지훈,백윤식,변희봉",65664,3416817,1.58167021328466,3619393,1.70952028905813,768971,-0.0894424147487611,1,768971,-0.190268739576615
757430,"스플릿","최국희","오퍼스픽쳐스",2016-11-09,"드라마","15세이상관람가","상업영화","일반영화","121분 15초","유지태","이정현","이다윗",47,103,20583,11,"유지태,이정현,이다윗",33686,1608761.66666667,0.440567558630079,271016.333333333,-0.403712327596728,263902.333333333,-0.408202126186158,0,757430,-0.195986404516762
731212,"더 파이브","정연식","씨제이이앤엠(주)",2013-11-14,"스릴러","청소년관람불가","상업영화","일반영화","123분 24초","김선아","마동석","정인기",28,62,4590,11,"김선아,마동석,정인기",47976,462468,-0.282883058135924,1761397,0.536899004272093,731212,-0.11327293273278,1,731212,-0.20897537769073
714102,"풍산개","전재홍","(주)넥스트엔터테인먼트월드(NEW)",2011-06-23,"드라마","청소년관람불가","상업영화","일반영화","121분 0초","윤계상","김규리","한기중",5,12,2200,6,"윤계상,김규리,한기중",40493,367942.25,-0.342540294432646,417547,-0.311233668542983,714102,-0.124071422171234,1,714102,-0.217452047574268
703024,"국가대표 2","김종현","메가박스중앙(주)플러스엠",2016-08-10,"드라마","12세이상관람가","상업영화","일반영화","125분 35초","수애","오달수","오연서",29,173,28848,8,"수애,오달수,오연서",61508,1911023.5,0.63133151040668,4127054.90909091,2.0299166516311,703024,-0.131062986519521,0,703024,-0.222940332142931
670295,"고양이: 죽음을 보는 두 개의 눈","변승욱","(주)넥스트엔터테인먼트월드(NEW)",2011-07-07,"공포(호러)","15세이상관람가","상업영화","일반영화","106분 0초","김예론","김동욱","박민영",6,17,3682,7,"김예론,김동욱,박민영",56183,670295,-0.151718963189956,860770.25,-0.0315059313131698,670295,-0.151718963189956,1,670295,-0.239154997754756
652453,"그날의 분위기","조규장","(주)쇼박스",2016-01-14,"멜로/로맨스","15세이상관람가","상업영화","일반영화","103분 17초","문채원","유연석","조재윤",10,33,7519,1,"문채원,유연석,조재윤",67607,1272223,0.228170759236083,605284.8,-0.192748300308119,540089,-0.233894773582902,1,652453,-0.247994316519343
646412,"아빠는 딸","김형협","메가박스중앙(주)플러스엠",2017-04-12,"코미디","12세이상관람가","상업영화","일반영화","114분 38초","윤제문","정소민","이일화",10,33,7428,4,"윤제문,정소민,이일화",33396,1228996.25,0.200889426487183,646412,-0.166792038774912,646412,-0.166792038774912,0,646412,-0.250987160631935
645922,"사냥","이우철","롯데쇼핑㈜롯데엔터테인먼트",2016-06-29,"액션","15세이상관람가","상업영화","일반영화","92분 40초","안성기","조진웅","한예리",10,20,5535,6,"안성기,조진웅,한예리",161021,1185015.14285714,0.173132002701465,3269154.54545455,1.48847725852924,706193.111111111,-0.129062892255195,1,645922,-0.251229917396571
634953,"널 기다리며","모홍진","(주)넥스트엔터테인먼트월드(NEW)",2016-03-10,"스릴러","청소년관람불가","상업영화","일반영화","108분 28초","심은경","윤제문","김성오",8,16,3662,3,"심은경,윤제문,김성오",41956,2450077.625,0.971540176424644,1228996.25,0.200889426487183,634953,-0.174024060427468,1,634953,-0.256664200970653
632299,"플랜맨","성시흡","롯데쇼핑㈜롯데엔터테인먼트",2014-01-09,"드라마","15세이상관람가","상업영화","일반영화","120분 43초","정재영","한지민","박진우",46,83,16573,1,"정재영,한지민,박진우",54251,831651.857142857,-0.0498831760666824,2709279,1.13512774570402,331660.5,-0.365438488131279,1,632299,-0.25797905087544
628576,"조선마술사","김대승","롯데쇼핑㈜롯데엔터테인먼트",2015-12-30,"드라마","12세이상관람가","상업영화","일반영화","122분 36초","유승호","고아라","곽도원",9,16,4472,12,"유승호,고아라,곽도원",115456,1336570,0.268781536553218,552809.666666667,-0.225866486928893,2916067.42857143,1.26563637585733,1,1625006,0.233829805353504
616481,"특종: 량첸살인기","노덕","롯데쇼핑㈜롯데엔터테인먼트",2015-10-22,"스릴러","15세이상관람가","상업영화","일반영화","125분 24초","조정석","이미숙","이하나",34,120,24712,10,"조정석,이미숙,이하나",64516,1734043.75,0.519635779185454,616481,-0.18568213739457,616481,-0.18568213739457,1,616481,-0.265815635575487
609063,"서부전선","천성일","롯데쇼핑㈜롯데엔터테인먼트",2015-09-24,"전쟁","12세이상관람가","상업영화","일반영화","111분 45초","설경구","여진구","이경영",10,18,4899,9,"설경구,여진구,이경영",47432,2036161.875,0.710309033538343,852545.4,-0.0366968112581064,487110.833333333,-0.267330435372419,1,609063,-0.269490675738905
602967,"피에타","김기덕","(주)넥스트엔터테인먼트월드(NEW)",2012-09-06,"드라마","청소년관람불가","다양성영화","예술,독립 영화","104분 0초","조민수","이정진","권세인",3,7,1356,9,"조민수,이정진,권세인",8672,688481.5,-0.140241071420673,539530.666666667,-0.234247149772448,602967,-0.194211113798502,1,222816.666666667,-0.460845594581313
592041,"황제를 위하여","박상준","유나이티드픽처스(주)",2014-06-11,"액션","청소년관람불가","상업영화","일반영화","104분 5초","이민기","박성웅","이태임",4,12,2847,6,"이민기,박성웅,이태임",39397,1526466.2,0.388629117506022,517319.125,-0.248265332010863,392194,-0.327234492782207,0,592041,-0.277923748489202
591125,"패션왕","오기환","(주)넥스트엔터테인먼트월드(NEW)",2014-11-06,"코미디","15세이상관람가","상업영화","일반영화","114분 27초","주원","최진리","안재현",12,17,3869,11,"주원,최진리,안재현",48348,823171,-0.05523562763221,591125,-0.201684854998395,591125,-0.201684854998395,1,591125,-0.278377555012482
562156,"파파","한지승","롯데쇼핑㈜롯데엔터테인먼트",2012-02-01,"가족","12세이상관람가","상업영화","일반영화","116분 0초","박용우","고아라","손병호",25,144,25123,2,"박용우,고아라,손병호",25252,813266,-0.0614868864216831,552809.666666667,-0.225866486928893,562156,-0.219967814702811,1,562156,-0.292729434022196
