y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count
6127,스톡홀름의 마지막 연인,퍼닐라 어거스트,(주)엣나인필름,2017-12-21,스웨덴,멜로/로맨스,15세이상관람가,다양성영화,예술영화,115분 22초,스베리르 구드나손,카린 프라즈 콜로프,미카엘 니크비스트,1,7,620
6107,나쁜 사랑,브누와 쟉꼬,주식회사 씨네룩스,2015-04-16,프랑스,멜로/로맨스,15세이상관람가,다양성영화,예술영화,108분 20초,샤를로뜨 갱스부르,까뜨린느 드뇌브,키아라 마스트로얀니,2,3,443
6102,엠파이어 스테이트,디토 몬티엘,(주)박수엔터테인먼트,2014-05-08,미국,액션,청소년관람불가,상업영화,일반영화,93분 50초,리암 헴스워스,드웨인 존슨,엠마 로버츠,1,1,126
6083,레스트리스,구스 반 산트,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,미국,드라마,12세이상관람가,다양성영화,예술영화,91분 0초,미아 와시코브스카,,,,,
6077,모든 비밀스러운 것들,에이미 버그,와이드 릴리즈(주),2015-07-02,미국,스릴러,15세이상관람가,상업영화,일반영화,92분 40초,다코타 패닝,엘리자베스 뱅크스,다이안 레인,2,2,430
6062,리턴 투 센더,포아드 미카티,(주)디스테이션,2016-03-10,미국,범죄,15세이상관람가,상업영화,일반영화,95분 20초,로자먼드 파이크,실로 페르난데즈,닉 놀테,1,1,126
6056,시크릿 레터,쥬세페 토르나토레,(주)디스테이션,2017-11-23,이탈리아,드라마,12세이상관람가,다양성영화,예술영화,121분 32초,제레미 아이언스,올가 쿠릴렌코,,1,3,426
6034,초인,서은영,"(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2016-05-05,한국,멜로/로맨스,12세이상관람가,다양성영화,"예술,독립 영화",101분 21초,채서진(수현),김정현(도현),서영화(연희),1,7,961
6032,선물 가게를 지나야 출구,뱅크시,(주)영화사 조제,2011-08-18,미국,다큐멘터리,12세이상관람가,다양성영화,예술영화,87분 0초,뱅크시,,,1,1,41
6026,진격의 거인: 자유의 날개,아라키 테츠로,(주)박수엔터테인먼트,2015-12-10,일본,애니메이션,15세이상관람가,다양성영화,예술영화,120분 40초,카지 유키,이시카와 유이,이노우에 마리나,2,2,196
6010,피나 바우쉬의 댄싱 드림즈,"라이너 호프만,안네 린셀",(주)영화사 진진,2011-01-20,독일,다큐멘터리,12세이상관람가,다양성영화,예술영화,92분 0초,피나 보쉬,,,,,
6000,논픽션 다이어리,정윤석,(주)영화사 진진,2014-07-17,한국,다큐멘터리,15세이상관람가,다양성영화,"예술,독립 영화",93분 0초,고병천(형사),김형태(변호사),박상구(목사),2,10,862
5987,영웅 - 샐러멘더의 비밀,"알렉산드르 야킴추크,엘레나 코발레바",익스트림 필름,2013-03-14,러시아,액션,15세이상관람가,상업영화,일반영화,102분 0초,김보성(장현우),룻거 하우어,황중현(художники-постaновщики),1,3,721
5961,몽 루아,마이웬 르 베스코,메가박스중앙(주)플러스엠,2016-05-26,프랑스,멜로/로맨스,청소년관람불가,다양성영화,예술영화,125분 25초,엠마누엘 베르코,뱅상 카셀,루이스 가렐,6,11,959
5952,댄싱 베토벤,아란사 아귀레,(주)마노엔터테인먼트,2018-02-22,스페인,다큐멘터리,전체관람가,다양성영화,,,,,,,,
5950,호야와 토리: 드래곤 숲의 비밀,하타 마사미,(주)팝엔터테인먼트,2015-06-04,일본,애니메이션,전체관람가,상업영화,일반영화,53분 0초,,,,2,2,426
5947,블랙딜,이훈규,(주)인디플러그,2014-07-03,한국,다큐멘터리,12세이상관람가,다양성영화,"예술,독립 영화",86분 39초,정태춘,고영재,김정석,3,20,2962
5934,리그렛,세드릭 칸,예지림엔터테인먼트,2012-04-19,프랑스,멜로/로맨스,청소년관람불가,다양성영화,예술영화,106분 0초,이반 아탈,발레리아 브루니 테데쉬,아를리 호베르,2,4,926
5930,베일을 쓴 소녀,기욤 니클루,그린나래미디어(주),2014-01-23,프랑스,드라마,청소년관람불가,다양성영화,예술영화,111분 30초,폴린 에티엔,이자벨 위페르,마르티나 게덱,2,7,911
5916,극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,신보 아키유키,(주)미디어데이,2013-07-20,일본,애니메이션,12세이상관람가,상업영화,일반영화,132분 50초,유키 아오이,사이토 치와,마츠오카 요시츠구(나카자와),,,
5914,웰컴 투 마이 하트,제이크 스콧,판씨네마(주),2012-02-02,영국,드라마,청소년관람불가,다양성영화,예술영화,110분 0초,제임스 갠돌피니(더그 라일리),크리스틴 스튜어트(맬로리 ),멜리사 레오(로이스 라일리 ),3,7,344
5909,톰과 제리 아카데미 가다,"조셉 바바라,윌리엄 한나",(주)팝엔터테인먼트,2014-12-11,미국,애니메이션,전체관람가,다양성영화,예술영화,80분 20초,,,,1,1,142
5908,서태지밴드 콘서트투어 '콰이어트나이트',서태지,(주)서태지컴퍼니,2015-11-26,한국,공연,전체관람가,상업영화,일반영화,122분 20초,서태지,,,,,
5908,백야,이송희일,(주)시네마달,2012-11-15,한국,멜로/로맨스,청소년관람불가,다양성영화,예술영화,75분 0초,원태희(원규),이이경(태준),현성,1,6,845
5908,바이 더 씨,안젤리나 졸리,유니버설픽쳐스인터내셔널 코리아(유),2016-04-28,미국,드라마,청소년관람불가,다양성영화,예술영화,122분 13초,브래드 피트,안젤리나 졸리,,,,
5899,극장판 울려라! 유포니엄,이시하라 타츠야,(주)박수엔터테인먼트,2016-09-01,일본,애니메이션,전체관람가,상업영화,일반영화,103분 30초,쿠로사와 토모요,안자이 치카,,1,1,186
5881,한낮의 유성,신조 타케히코,(주)스마일이엔티,2018-04-19,일본,멜로/로맨스,12세이상관람가,다양성영화,예술영화,118분 29초,나가노 메이,미우라 쇼헤이,시라하마 아란,1,4,404
5877,파리의 밤이 열리면,에두아르 바에르,찬란,2017-06-22,프랑스,코미디,12세이상관람가,다양성영화,예술영화,96분 50초,오드리 토투,에두아르 바에르,,2,4,427
5874,엔테베 작전,호세 파딜라,CGV아트하우스,2018-06-07,미국,범죄,12세이상관람가,다양성영화,예술영화,107분 2초,로자먼드 파이크,다니엘 브륄,,1,1,126
5870,짚의 방패,미이케 다카시,(주)미디어데이,2013-08-29,일본,액션,15세이상관람가,다양성영화,예술영화,117분 4초,후지와라 타츠야(키요마루 쿠니히데),오사와 타카오(메카리 카즈키),마츠시마 나나코(시라이와 아츠코),3,6,562
5864,천주정,지아 장 커,(주)에스와이코마드,2014-03-27,중국,액션,청소년관람불가,다양성영화,예술영화,129분 40초,강무,왕보강,자오 타오,2,8,939
5851,해로 (偕老),최종태,(주)키노아이디엠씨,2012-03-22,한국,드라마,12세이상관람가,다양성영화,"예술,독립 영화",113분 0초,주현(민호),예수정(희정),우현,2,3,565
5849,마음이 외치고 싶어해,쿠마자와 나오토,(주)스마일이엔티,2017-12-07,일본,드라마,12세이상관람가,다양성영화,예술영화,118분 32초,나카지마 켄토,요시네 쿄코,이시이 안나,4,12,1552
5848,이탈리아 횡단밴드,로코 파팔레오,오드,2012-09-20,이탈리아,코미디,15세이상관람가,다양성영화,예술영화,105분 0초,알레산드로 가스만,파올로 브리구그리아,로코 파팔레오,1,5,396
5839,순응자,베르나르도 베르톨루치,㈜영화사 백두대간,2016-01-28,이탈리아,드라마,청소년관람불가,다양성영화,예술영화,112분 44초,장-루이 트린티냥,스테파니아 산드렐리,도미니크 샌다,2,3,408
5828,블러드 타이즈,기욤 까네,(주)영화사 빅,2014-03-27,프랑스,범죄,청소년관람불가,다양성영화,,,,,,,,
5821,뷰티풀 프래니,앤드류 렌지,와이드 릴리즈(주),2016-03-17,미국,드라마,15세이상관람가,다양성영화,예술영화,92분 31초,리차드 기어,다코타 패닝,테오 제임스,2,6,560
5821,디판,자크 오디아르,그린나래미디어(주),2015-10-22,프랑스,드라마,청소년관람불가,다양성영화,예술영화,114분 26초,제수타산 안토니타산,칼리스와리 스리니바산,클로딘 비나시탐비,2,5,1059
5816,열두살 샘,구스타보 론,(주)미디어데이,2012-04-12,스페인,드라마,12세이상관람가,다양성영화,예술영화,98분 0초,벤 채플린,알렉스 에텔,에밀리아 폭스,3,16,1202
5814,비스트,벤 제틀린,(주)씨타마운틴픽쳐스,2013-02-07,미국,판타지,12세이상관람가,다양성영화,예술영화,93분 0초,쿠벤자네 왈리스,드와이트 헨리,,1,6,73
5809,종로의 기적,이혁상,시네마달,2011-06-02,한국,다큐멘터리,15세이상관람가,다양성영화,예술영화,109분 0초,소준문,정욜,최영수,1,7,618
5806,더 스토닝,사이러스 노라스테,(주)에스와이코마드,2012-06-14,미국,드라마,청소년관람불가,다양성영화,예술영화,114분 0초,쇼레 아그다쉬루,모잔 마르노,제임스 카비젤,1,4,679
5798,간츠,사토 신스케,(주)씨타마운틴픽쳐스,2011-07-28,일본,액션,15세이상관람가,다양성영화,예술영화,130분 0초,마츠야마 켄이치,니노미야 카즈나리,,14,25,346
5781,비포 : 하늘을 나는 강아지의 모험,이도 엔젤,(주)영화사 빅,2014-03-13,이스라엘,애니메이션,전체관람가,상업영화,일반영화,67분 5초,,,,,,
5772,크로닉,미셸 프랑코,주식회사 씨네룩스,2016-04-14,멕시코,드라마,15세이상관람가,다양성영화,예술영화,93분 16초,팀 로스,사라 서덜랜드,,3,9,905
5756,렛 더 선샤인 인,클레르 드니,주식회사 씨네룩스,2018-04-26,프랑스,코미디,15세이상관람가,다양성영화,예술영화,95분 0초,줄리엣 비노쉬,자비에 보브와,,2,26,1530
5742,위키드 블러드,마크 영,와이드 릴리즈(주),2014-07-17,미국,액션,청소년관람불가,상업영화,일반영화,91분 42초,아비게일 브레스린,숀 빈,제임스 퓨어포이,1,1,56
5741,인사이드잡,찰스 퍼거슨,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,미국,다큐멘터리,12세이상관람가,상업영화,일반영화,108분 0초,맷 데이먼,,,,,
5732,마이 라띠마,유지태,롯데쇼핑㈜롯데엔터테인먼트,2013-06-06,한국,멜로/로맨스,청소년관람불가,다양성영화,예술영화,126분 0초,배수빈(수영),박지수(마이 라띠마),소유진(영진),5,11,1660
5722,러시안 소설,신연식,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2013-09-19,한국,드라마,15세이상관람가,다양성영화,"예술,독립 영화",140분 14초,강신효,경성환,김인수,4,14,408
5706,파우스트,알렉산더 소쿠로프,㈜영화사 백두대간,2012-12-06,러시아,드라마,청소년관람불가,다양성영화,예술영화,140분 0초,요하네스 자일러(파우스트),게오르그 프리드리히(바그너),한나 쉬굴라,1,1,28
5663,헨리스 크라임,말콤 벤빌,(주)팝파트너스,2013-01-31,미국,범죄,15세이상관람가,상업영화,일반영화,108분 0초,키아누 리브스(헨리 톤),베라 파미가(줄리 이바노바),제임스 칸(맥스 샐츠먼),60,145,623
5650,더블샤크,크리스토퍼 레이,(주)케이알씨지,2013-09-05,미국,공포(호러),청소년관람불가,상업영화,일반영화,88분 0초,카르멘 엘렉트라,,,,,
5647,극장판 마법소녀 마도카 마기카(신편): 반역의 이야기,신보 아키유키,(주)애니플러스,2018-03-15,일본,애니메이션,12세이상관람가,다양성영화,,,,,,,,
5631,아버지와 이토씨,타나다 유키,와이드 릴리즈(주),2017-04-20,일본,드라마,12세이상관람가,다양성영화,예술영화,120분 15초,우에노 주리,릴리 프랭키,후지 타츠야,5,27,951
5619,말하는 건축 시티:홀,정재은,(주)미디어데이,2013-10-24,한국,다큐멘터리,전체관람가,다양성영화,"예술,독립 영화",107분 10초,유걸,이필훈,최선우,1,4,430
5617,셀,토드 윌리엄스,(주)드림팩트엔터테인먼트,2016-06-29,미국,공포(호러),청소년관람불가,상업영화,일반영화,97분 23초,사무엘 L. 잭슨,존 쿠삭,이사벨 퍼만,1,1,180
5611,청년 마르크스,라울 펙,와이드 릴리즈(주),2018-05-17,프랑스,드라마,15세이상관람가,다양성영화,예술영화,117분 51초,오거스트 딜,올리비에 구르메,빅키 크리엡스,2,14,690
5605,페기 구겐하임: 아트 애딕트,리사 이모르디노 브릴랜드,에스디시코리아 주식회사,2017-02-09,미국,다큐멘터리,12세이상관람가,다양성영화,예술영화,95분 44초,마리나 아브라모비치,,,1,1,112
5605,미스 프레지던트,김재환,(주)인디플러그,2017-10-26,한국,다큐멘터리,12세이상관람가,다양성영화,"예술,독립 영화",85분 0초,박정희(출연),고영재(총괄책임),김재환,2,12,1817
5598,킬링시즌,마크 스티븐 존슨,(주)팝파트너스,2013-09-05,미국,액션,청소년관람불가,상업영화,일반영화,90분 47초,로버트 드니로(벤자민 포드),존 트라볼타(에밀 코바쉬),마일로 벤티밀리아(크리스 포드),8,19,3642
5585,서유기 : 모험의 시작,"주성치,곽자건","영화사 민들레,(주)씨타마운틴픽쳐스",2015-02-05,중국,코미디,12세이상관람가,다양성영화,예술영화,109분 35초,서기,문장,황보,7,8,1575
5579,아티스트: 다시 태어나다,김경원,(주)콘텐츠판다,2017-03-09,한국,드라마,15세이상관람가,다양성영화,"예술,독립 영화",96분 2초,류현경(오인숙),박정민(재범),문종원,2,8,1735
5563,러브 인 프로방스,로젤린 보쉬,주식회사 쇼미미디어앤트레이딩,2015-10-08,프랑스,드라마,15세이상관람가,다양성영화,예술영화,103분 53초,장 르노,안나 갈리에나,,2,4,1027
5561,극장판 마법소녀 마도카 마기카(후편): 영원의 이야기,신보 아키유키,(주)미디어데이,2013-07-20,일본,애니메이션,12세이상관람가,상업영화,일반영화,111분 22초,유키 아오이,사이토 치와,마츠오카 요시츠구(나카자와),,,
5559,파이어 : 테러와의 전쟁,라울 W. 하임리히,와이드 릴리즈(주),2014-07-10,독일,액션,15세이상관람가,상업영화,일반영화,91분 36초,게리 도던,코스마 시바 하겐,,1,1,58
5552,백엔의 사랑,타케 마사하루,주식회사 씨네룩스,2016-06-16,일본,멜로/로맨스,청소년관람불가,다양성영화,예술영화,113분 47초,안도 사쿠라,아라이 히로후미,,1,6,1105
5550,아브라함 링컨 VS 좀비,리차드 쉔크만,(유)조이앤컨텐츠그룹,2013-09-20,미국,액션,청소년관람불가,상업영화,일반영화,96분 20초,빌 오버스트 주니어(아브라함 링컨),켄트 이글하트(토마스 링컨),,,,
5545,버터 러버,짐 필드 스미스,스크린조이,2013-10-17,미국,드라마,15세이상관람가,상업영화,일반영화,90분 25초,휴 잭맨,제니퍼 가너,,1,5,900
5544,新극장판 이니셜D: 레전드3 -몽현-,히다카 마사미츠,씨제이이앤엠(주),2016-08-25,일본,애니메이션,12세이상관람가,상업영화,일반영화,66분 0초,,,,1,2,320
5530,비밀의 화방,진달래,(주)케이알씨지,2013-12-12,한국,드라마,청소년관람불가,상업영화,일반영화,68분 40초,주혜리,박민철,백마리,5,6,510
5511,비히클 19,무쿤다 마이클 드윌,(주)팝파트너스,2013-10-09,미국,스릴러,15세이상관람가,상업영화,일반영화,80분 2초,폴 워커,,,3,4,948
5510,극장판 울트라맨 우주 몬스터 대결전,사카모토 코이치,(주)박수엔터테인먼트,2016-04-13,일본,액션,전체관람가,상업영화,일반영화,95분 33초,,,,1,1,151
5501,백설공주: 또 다른 이야기,레이첼 골덴버그,(주)케이알씨지,2013-10-17,미국,판타지,15세이상관람가,상업영화,일반영화,90분 40초,엘리자 베넷,제인 마치,,1,18,3240
5491,야관문: 욕망의 꽃,임경수,(주)씨타마운틴픽쳐스,2013-11-07,한국,미스터리,청소년관람불가,다양성영화,예술영화,92분 54초,신성일,배슬기,유태웅,51,95,1385
5488,아이 킬드 마이 마더,자비에 돌란,(주)엣나인필름,2015-01-15,캐나다,드라마,청소년관람불가,다양성영화,예술영화,100분 4초,자비에 돌란,앤 도벌,수잔 클레망,1,3,205
5480,투 타이거,산드로 세카,(주)케이알씨지,2013-09-26,이탈리아,액션,청소년관람불가,상업영화,일반영화,85분 0초,안드레아 오스바트(질다 역),셀레나 쿠(린 역),,,,
5473,스퀴시랜드,김태익,(주)인벤트스톤,2014-06-04,한국,애니메이션,전체관람가,상업영화,일반영화,88분 0초,배정미,남도형,김선혜,2,2,365
5460,맛있는 사랑공식-섹스,이세일,(주)케이알씨지,2013-10-31,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,78분 0초,이진아,윤하선,유기한,1,5,10
5452,아메리칸 배틀쉽,썬더 레빈,(주)케이알씨지,2013-09-16,미국,액션,15세이상관람가,상업영화,일반영화,89분 25초,칼 웨더스,,,,,
5438,극장판 요술공주 밍키: 꿈 속의 윤무,유야마 쿠니히코,에이원엔터테인먼트,2013-11-14,일본,애니메이션,전체관람가,상업영화,일반영화,91분 25초,슈도 다케시,,,,,
5436,그들이 진심으로 엮을 때,오기가미 나오코,(주)디스테이션,2017-11-16,일본,가족,12세이상관람가,다양성영화,예술영화,127분 29초,이쿠타 토마,키리타니 켄타,카키하라 린카,2,6,950
5433,당신과 함께한 순간들,마이클 알메레이다,"(주)싸이더스,아이 엠",2017-10-19,미국,드라마,15세이상관람가,다양성영화,예술영화,99분 58초,존 햄,지나 데이비스,팀 로빈스,3,6,1037
5410,에어 크래쉬,리즈 애덤스,(주)케이알씨지,2013-10-24,미국,액션,12세이상관람가,상업영화,일반영화,92분 15초,레지날드 벨존슨,조던 래드,,1,8,1440
5410,삼총사2013,콜 S. 맥케이,(주)케이알씨지,2013-08-29,미국,스릴러,청소년관람불가,상업영화,일반영화,87분 5초,데이빗 초카치,헤더 헴멘스,신 사리스 우쿠,,,
5401,구세주: 리턴즈,송창용,(주)박수엔터테인먼트,2017-09-14,한국,코미디,15세이상관람가,상업영화,일반영화,97분 58초,최성국(상훈),김성경(지원),송삼동,2,4,1176
5390,전망 좋은 하우스 - 관음적 욕망,진달래,(주)케이알씨지,2013-11-21,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,69분 8초,강지선,신영웅,유기한,,,
5382,브레이브 래빗 : 새로운 영웅의 탄생,정 셴린,브릿지웍스 엔터테인먼트(주),2014-08-28,중국,애니메이션,전체관람가,다양성영화,예술영화,90분 24초,,,,2,3,415
5372,포스 마쥬어: 화이트 베케이션,루벤 외스틀룬드,(주)블룸즈베리리소시스리미티드,2015-03-12,스웨덴,드라마,15세이상관람가,다양성영화,예술영화,119분 25초,요하네스 쿤케,리사 로벤 콩슬리,,3,4,751
5368,이브 생 로랑의 라무르,피에르 소레톤,찬란,2011-04-21,프랑스,다큐멘터리,전체관람가,다양성영화,예술영화,96분 0초,피에르 베르제,이브 셍-로랑,,,,
5361,커피 메이트,이현하,(주)스톰픽쳐스코리아,2017-03-01,한국,멜로/로맨스,청소년관람불가,다양성영화,예술영화,110분 57초,윤진서,오지호,임수빈(친구 아내2),4,6,1098
5340,백은제국,요수화,스크린조이,2013-12-24,중국,액션,15세이상관람가,상업영화,일반영화,113분 0초,곽부성,학뢰,,,,
5326,서태지 8집: 398일의 기록,서태지,(주)서태지컴퍼니,2012-07-27,한국,다큐멘터리,전체관람가,상업영화,일반영화,98분 0초,서태지,안성훈,김석중,,,
5320,최민수의 어쌔씬 코드,래리 리긴스,(유)조이앤컨텐츠그룹,2013-12-24,미국,액션,청소년관람불가,상업영화,일반영화,101분 51초,최민수,,,,,
5314,빛나는,가와세 나오미,그린나래미디어(주),2017-11-23,일본,멜로/로맨스,12세이상관람가,다양성영화,예술영화,101분 48초,나가세 마사토시,미사키 아야메,,3,7,1003
5312,Mr.스타벅,켄 스콧,(주)에스와이코마드,2012-09-13,캐나다,코미디,15세이상관람가,다양성영화,예술영화,109분 0초,패트릭 후아르드,줄리 리브리턴,안톤 베르트랑,2,5,1502
5307,엘르,마우고시카 슈모프스카,(주)미디어데이,2012-10-11,프랑스,드라마,청소년관람불가,다양성영화,예술영화,100분 0초,줄리엣 비노쉬,아나이스 드무스티에,조안나 쿠릭,2,4,568
5295,극장판 페어리 테일: 드래곤 크라이,미나미카와 타츠마,씨제이이앤엠(주),2018-05-31,일본,애니메이션,12세이상관람가,상업영화,일반영화,84분 53초,,,,2,3,403
5291,화양: 당대최고수전,주미령,(주)소나무픽쳐스,2013-12-12,대만,판타지,15세이상관람가,다양성영화,예술영화,122분 0초,언승욱,진연희,임달화,,,
5287,더 로프트 : 비밀의 방,에릭 반 루이,(유)조이앤시네마,2015-10-01,미국,스릴러,청소년관람불가,상업영화,일반영화,102분 29초,웬트워스 밀러,칼 어번,제임스 마스던,1,1,154
5287,당신은 아직 아무것도 보지 못했다,알랭 레네,(주)영화사 조제,2012-11-22,프랑스,드라마,15세이상관람가,다양성영화,예술영화,115분 0초,사빈느 아제마,마티유 아말릭,램버트 윌슨,,,
5284,뒷담화: 감독이 미쳤어요,이재용,필라멘트픽쳐스,2013-02-28,한국,드라마,12세이상관람가,다양성영화,예술영화,85분 0초,윤여정,박희순,강혜정,4,8,1218
5279,테레사 팔머의 감금,데이비드 데닌,(주)컴퍼니엘,2013-11-28,호주,스릴러,청소년관람불가,다양성영화,예술영화,91분 23초,테레사 팔머,트래비스 핌멜,스테판 모이어,,,
5270,퍼시픽 모비딕,트레이 스톡스,(주)케이알씨지,2013-08-14,미국,스릴러,15세이상관람가,상업영화,일반영화,87분 15초,배리 보스트윅,르네 오코널,아담 그림스,1,10,1700
5262,러블리 몰리,에두아르도 산체스,스크린조이,2013-08-08,미국,공포(호러),청소년관람불가,상업영화,일반영화,100분 0초,조니 루이스,알렉산드라 홀든,,1,13,2210
5258,원 와일드 모먼트,장-프랑소와 리셰,주식회사 씨네룩스,2015-08-27,프랑스,코미디,청소년관람불가,다양성영화,예술영화,105분 29초,뱅상 카셀,프랑수아 클뤼제,로라 르 란,4,11,1848
5256,드래곤 포스 극장판,토미 왕,와이드 릴리즈(주),2016-11-17,미국,애니메이션,전체관람가,다양성영화,예술영화,88분 17초,세키 토모카즈,,,3,4,475
5249,욕망의 법칙,사비에르 빌라버드,(주)소나무픽쳐스,2013-11-07,스페인,드라마,청소년관람불가,다양성영화,예술영화,106분 0초,로렌크 곤잘레스,아스트리드 베흐제-프리스베,,,,
5247,잡식가족의 딜레마,황윤,(주)시네마달,2015-05-07,한국,다큐멘터리,전체관람가,다양성영화,"예술,독립 영화",105분 0초,김일권,황윤(구성),최재호,2,15,1572
5246,오르가즘,조 솔,(주)소나무픽쳐스,2013-12-19,스페인,다큐멘터리,청소년관람불가,다양성영화,예술영화,81분 30초,장고 에드워드,,,,,
5240,에이리언 둠스데이,마크 앳킨스,(주)케이알씨지,2013-10-10,미국,SF,15세이상관람가,상업영화,일반영화,88분 10초,첼시 빈센트,피터 페드레로,,2,16,2710
5226,믹막: 티르라리고 사람들,장 피에르 주네,프리비젼엔터테인먼트,2012-05-10,프랑스,코미디,15세이상관람가,다양성영화,예술영화,104분 0초,대니 분(바질),오마 사이(타자기),장 피에르 마리엘(감빵맨),2,3,699
5225,서산개척단,이조훈,(주)인디플러그,2018-05-24,한국,다큐멘터리,12세이상관람가,다양성영화,"예술,독립 영화",76분 0초,정영철,하용복,윤기숙,6,10,2252
5220,사대명포,"진가상,진소진",(유)조이앤컨텐츠그룹,2013-10-31,중국,판타지,15세이상관람가,상업영화,일반영화,118분 29초,유역비,등초,정중기,,,
5212,제로법칙의 비밀,테리 길리엄,와이드 릴리즈(주),2014-08-14,미국,SF,15세이상관람가,다양성영화,예술영화,106분 23초,크리스토프 왈츠,맷 데이먼,틸다 스윈튼,2,5,671
5210,비행소년,자비에 지메네즈,스크린조이,2014-01-15,스페인,드라마,청소년관람불가,상업영화,일반영화,96분 10초,마르셀 보라스,아돌포 페르난데즈,,,,
5194,비버,조디 포스터,(주)나이너스엔터테인먼트,2012-04-12,미국,코미디,12세이상관람가,다양성영화,예술영화,91분 0초,멜 깁슨,조디 포스터,안톤 옐친,5,11,237
5190,수호지-불사영웅 석수,류신의,(주)케이알씨지,2013-10-31,중국,액션,15세이상관람가,상업영화,일반영화,95분 0초,맹 페이,왕낙용,,1,6,1080
5187,신촌좀비만화,"류승완,한지승,김태용",씨제이이앤엠(주),2014-05-15,한국,드라마,청소년관람불가,다양성영화,예술영화,116분 46초,이다윗,박정민(비젠/보현),박기웅,2,8,1923
5163,커튼콜,류훈,(주)모멘텀엔터테인먼트,2016-12-08,한국,코미디,15세이상관람가,다양성영화,예술영화,94분 22초,장현성,박철민,전무송,8,12,2759
5163,돌아와요 부산항애(愛),박희준,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",2018-01-17,한국,범죄,15세이상관람가,상업영화,,,,,,,,
5161,스톨른,사이먼 웨스트,(주)팝파트너스,2013-07-31,미국,액션,청소년관람불가,상업영화,일반영화,95분 30초,니콜라스 케이지(윌 몽고메리),말린 애커맨(라일리 심즈),조쉬 루카스(빈센트 킨제이),1,1,108
5155,정사2013,이나라 콜마네,(주)소나무픽쳐스,2014-01-02,아이슬란드,드라마,청소년관람불가,상업영화,일반영화,93분 0초,크리스티네 벨릭카,,,,,
5149,테이크 쉘터,제프 니콜스,찬란,2013-04-18,미국,드라마,15세이상관람가,다양성영화,예술영화,121분 0초,마이클 섀넌(커티스),제시카 차스테인(사만다),쉐어 위햄(드와트),1,4,175
5115,마세티 킬즈,로버트 로드리게즈,(주)팝엔터테인먼트,2013-11-21,미국,코미디,청소년관람불가,상업영화,일반영화,107분 42초,멜 깁슨(루더 보즈),엠버 허드(미스 산 안토니오),미셸 로드리게즈(루즈),1,5,1106
5108,내부고발자,라리사 콘드랙키,(주)소나무픽쳐스,2013-10-24,미국,범죄,청소년관람불가,상업영화,일반영화,111분 43초,레이첼 와이즈(캐스린 볼코박),바네사 레드그레이브(마들레인 리스),모니카 벨루치(로라 레비아니),,,
5104,장강7호 : 내친구 마법요정,원건도,(주)마인스 엔터테인먼트,2013-08-22,홍콩,애니메이션,전체관람가,상업영화,일반영화,82분 21초,주성치,주성치,,1,1,142
5103,울트라맨 사가,오카 히데키,(주)마인스 엔터테인먼트,2015-02-26,일본,액션,전체관람가,상업영화,일반영화,89분 35초,다이고,스기우라 타이요,,,,
5100,붉은 바캉스 검은 웨딩 2,최낙권,(주)팝파트너스,2013-11-28,한국,스릴러,청소년관람불가,상업영화,일반영화,88분 41초,김재록,문지영,유안,1,1,50
5097,암살교실,하스미 에이이치로,(주)에이원엔터테인먼트,2015-08-27,일본,액션,12세이상관람가,상업영화,일반영화,109분 39초,야마다 료스케,시이나 깃페이,강지영,3,3,339
5092,해피 이벤트,레미 베잔송,(주)씨타마운틴픽쳐스,2013-04-25,프랑스,멜로/로맨스,청소년관람불가,다양성영화,예술영화,109분 0초,루이스 보르고인,피오 마르마이,,2,9,1352
5085,저속희극,팡호청,(주)소나무픽쳐스,2013-10-31,홍콩,코미디,청소년관람불가,다양성영화,예술영화,93분 0초,설개기,두문택,,1,1,20
5085,미스터 빌리:하일랜드의 수호자,샤샤 하트만,예지림엔터테인먼트,2013-05-30,영국,애니메이션,전체관람가,상업영화,일반영화,76분 8초,숀 코네리,숀 코네리,,2,2,764
5078,스티븐 시걸의 비밀경찰,라우로 차트랜드,(주)소나무픽쳐스,2014-01-29,미국,액션,청소년관람불가,상업영화,일반영화,90분 30초,스티븐 시걸,사라 린드,,,,
5077,라이즈 오브 더 레전드: 황비홍,주현량,"(주)영화사 빅,(주)아컴스튜디오",2015-09-10,홍콩,액션,15세이상관람가,다양성영화,예술영화,131분 44초,펑위옌,안젤라 베이비,홍금보,1,1,151
5075,운동회,김진태,(주)리틀빅픽쳐스,2018-03-22,한국,가족,12세이상관람가,다양성영화,"예술,독립 영화",75분 30초,양지웅,김수안,이정비,1,2,280
5073,프렌즈 : 하얀 거짓말,기욤 까네,(주)마인스 엔터테인먼트,2014-09-25,프랑스,드라마,15세이상관람가,다양성영화,예술영화,133분 4초,프랑수아 클뤼제,마리옹 꼬띠아르,장 뒤자르댕,1,4,728
