y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count
177,19금 만남의 목적,이세일,(주)케이알씨지,2016-09-02,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,58분 32초,박범수(각본),이세일,이덕형,,,
177,19 섹스 맛있는 속 궁합,이민우,(주)케이알씨지,2016-09-02,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,60분 16초,이민우(각본),화니,박민수,,,
176,힐링캠프 : 한 세상,국만중,THE 픽쳐스,2017-06-22,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,75분 7초,양민우(동수),이상수(마을사람3),진달래(캠핑장 젊은 고객녀),,,
176,환상극장,"이규만,한지혜,김태곤",KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2011-03-17,한국,공포(호러),15세이상관람가,다양성영화,예술영화,76분 0초,추자현,김태훈,손영성(극장관객),1,1,0
176,처음엔 다 그래,박선재,컨버전스티비,2017-09-14,한국,성인물(에로),청소년관람불가,상업영화,일반영화,74분 9초,최정열,서지혜,유창민(제작총괄),,,
176,올래?! 천사들의 도시편,노승탁,(주)제이에이와이이엔터테인먼트,2017-09-13,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,70분 25초,노승탁(제작총괄),에드워드 윤(협력 제작총괄),켄트 리,,,
176,누드모델,오상원,판타스틱룸미디어,2017-06-01,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,86분 59초,노성균,최소라(미술감독),한선화(분장/미용),,,
175,티켓 다방 - 무삭제판,김태수,(주)컨텐츠 빌리지,2017-06-16,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,104분 36초,,,,,,
175,옆집여자,마의성,(주)제이에이와이이엔터테인먼트,2017-06-20,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,93분 0초,이상헌(민우),신유주(은영),김동일(진국),,,
175,썸 - 은밀한 이야기 : 무삭제판,송정규,(주)스토리제이,2017-05-22,한국,기타,청소년관람불가,상업영화,일반영화,86분 0초,,,,,,
175,런던 블러바드 무삭제 감독판,윌리엄 모나한,(주)팝파트너스,2013-01-04,미국,액션,청소년관람불가,상업영화,일반영화,103분 0초,콜린 파렐,키이라 나이틀리,레이 윈스톤,,,
175,데이 앤 나이트,사빈느 데르플링거,주식회사 풍경소리,2013-10-31,오스트리아,드라마,청소년관람불가,다양성영화,예술영화,100분 30초,안나 로트,,,,,
173,쾌락의 밀실 무삭제,김경훈,노바엔터테인먼트,2018-03-29,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,87분 46초,,,,,,
173,쾌락 도우미 무삭제,김재승,노바엔터테인먼트,2018-01-18,한국,성인물(에로),청소년관람불가,상업영화,일반영화,85분 10초,,,,,,
173,수호지 천하호걸-고대수,류신의,(유)조이앤컨텐츠그룹,2013-01-15,중국,액션,15세이상관람가,상업영화,일반영화,90분 0초,오진군,,,,,
173,발칙한 동거,오재학,노바엔터테인먼트,2018-01-15,한국,성인물(에로),청소년관람불가,상업영화,일반영화,82분 35초,,,,,,
173,마지막 파티,스티븐 엘리엇,(주)수키픽쳐스,2014-04-29,호주,코미디,15세이상관람가,상업영화,일반영화,96분 35초,자비에르 사무엘,크리스 마셜,레벨 윌슨,,,
172,올리고당 더 무비,노진수,(주)농담,2017-07-04,한국,드라마,청소년관람불가,상업영화,일반영화,103분 2초,채길병,최성호(제작총괄),이정환(총괄프로듀서),,,
172,여자가 사랑할때,까뜨린느 꼬르시니,주식회사 풍경소리,2013-12-05,프랑스,드라마,청소년관람불가,다양성영화,예술영화,84분 30초,크리스틴 스콧 토마스,세르지 로페즈,,,,
172,섹스의 목적 - 감독판,이민,(주)케이알씨지,2017-12-14,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,65분 15초,이민,화니,박민수,,,
171,프로젝트-M,에릭 피콜리,(주)소나무픽쳐스,2016-03-31,캐나다,SF,12세이상관람가,다양성영화,예술영화,98분 55초,장 니콜라스 베로,,,,,
171,아들의 아내 무삭제,김재승,노바엔터테인먼트,2018-01-11,한국,성인물(에로),청소년관람불가,상업영화,일반영화,82분 10초,,,,,,
171,숏텀 12,데스틴 크리튼,(주)씨타마운틴픽쳐스,2015-07-02,미국,드라마,15세이상관람가,다양성영화,예술영화,96분 50초,브리 라슨,존 갤러거 주니어,데스틴 크리튼,1,2,227
171,사랑이 필요할 때,린 쉘튼,(주)미디어데이,2014-03-20,미국,드라마,15세이상관람가,상업영화,일반영화,87분 55초,엘렌 페이지,로즈마리 드윗,조쉬 파이스,1,2,153
171,매너선생님,노진수,노바엔터테인먼트,2016-09-22,한국,코미디,청소년관람불가,상업영화,일반영화,78분 13초,여민정(매너선생님),김민기(현무),엄국현(화장실 남),,,
170,형수의 직업,노현진,(주)마이애미미디어,2017-08-31,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,88분 52초,박주빈(서연),민도윤(형수),박영주,,,
170,포크레인,이주형,(주)김기덕 필름,2017-07-27,한국,드라마,15세이상관람가,다양성영화,"예술,독립 영화",92분 23초,엄태웅,김경익,심정완,,,
170,착한불륜,에로핑,(주)인포투스,2017-04-25,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,105분 0초,노세기(프로듀싱),한성기,현훈승,,,
169,야설 쓰는 여자,강백호,노바엔터테인먼트,2016-08-24,한국,드라마,청소년관람불가,상업영화,일반영화,75분 49초,하경,손영철,,,,
168,타는 여자,"이철민,정재혁",주식회사 비엠미디어,2016-11-25,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,79분 46초,박주빈,김소연(옷가게진상녀),이철민(각본),,,
168,침대렐라,최무연,노바엔터테인먼트,2016-09-22,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,90분 13초,박주빈,이채담,배유리(영화사여직원),,,
168,인터섹션,데이빗 마코니,(주)싸이더스,2013-09-26,프랑스,스릴러,청소년관람불가,상업영화,일반영화,101분 33초,로쉬디 젬(살레),제이미 알렉산더(테일러 돌란),프랭크 그릴로(스콧 돌란),,,
168,스톱,김기덕,(주)김기덕 필름,2016-12-08,한국,드라마,15세이상관람가,다양성영화,예술영화,84분 57초,나카에 츠바사,호리 나츠카,알렌 아이,1,2,115
168,몽골,세르게이 보드로프,(주)씨타마운틴픽쳐스,2011-02-17,카자흐스탄,드라마,15세이상관람가,다양성영화,예술영화,126분 0초,아사노 타다노부(테무진),손홍뢰,쿠란 철룬,,,
167,월하,오인천,(주)영화맞춤제작소 영화공장,2017-12-20,한국,공포(호러),15세이상관람가,다양성영화,독립영화,80분 6초,윤진영,정성훈,김준섭,1,1,81
167,러브 인 코리아,박제욱,프리포트,2013-08-08,한국,다큐멘터리,12세이상관람가,다양성영화,"예술,독립 영화",77분 0초,이마붑,리아즈(나오는 사람들),마붑 알엄(총괄 기획 프로듀서),1,2,41
166,친절한 가정부,노진수,(주)박수엔터테인먼트,2015-02-26,한국,코미디,청소년관람불가,상업영화,일반영화,75분 43초,영건,연송하,키시 아이노,,,
166,어린 아내,화니,(주)케이알씨지,2016-11-18,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,85분 20초,전소민(제작 프로듀서),최광래(제작총괄),김경옥(각본),,,
166,야한목소리-쏠리네 무삭제,이두희,THE 픽쳐스,2017-03-23,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,110분 30초,백세리(채영),이유찬(준범),,,,
166,스물 아홉살,전화성,씨엔티테크(주),2011-03-07,한국,드라마,12세이상관람가,상업영화,일반영화,92분 0초,김영무(정욱),김아현(가영),박규리(소연),,,
166,레디액션! 폭력영화,"최원경,김도경",㈜인디스토리,2014-06-05,한국,액션,청소년관람불가,다양성영화,"예술,독립 영화",103분 8초,민호열,박종환,김태형(선호),1,4,230
166,나의 노예가 되어주세요 감독판,카메이 토오루,(주)케이알씨지,2017-11-30,일본,멜로/로맨스,청소년관람불가,상업영화,일반영화,104분 12초,,,,,,
165,형님아내3(아랫집 부인),이돌,이돌영화사,2017-04-13,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,90분 35초,최사랑(이사 온 여자),이돌(노숙자),이돌(각본),,,
165,특이점이 온 영화,공자관,밀크픽처스,2017-03-07,한국,코미디,청소년관람불가,상업영화,일반영화,82분 19초,이수민(아빠),공자관,채길병,,,
165,음란 선비 - 무삭제판,최우성,(주)에이블엔터테인먼트,2017-01-11,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,90분 18초,오주하,,,,,
165,음란 과외 - 무삭제판,최우성,(주)컨텐츠 빌리지,2017-01-02,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,93분 49초,박주빈,핵존슨,,,,
165,유혹,최우성,주식회사 루믹스미디어,2017-01-19,한국,드라마,청소년관람불가,상업영화,일반영화,81분 36초,류한홍,위지웅,핵존슨,,,
165,엠티의 목적,금마성,주식회사 루믹스미디어,2016-11-29,한국,드라마,청소년관람불가,상업영화,일반영화,72분 13초,조세호(동현),김일도,양범석,,,
165,에투알 갈라쇼,로레나 사르디,에스디시코리아 주식회사,2016-05-24,이탈리아,공연,전체관람가,상업영화,일반영화,159분 32초,로베르토 볼레,스베틀라나 자하로파,마시모 무루,,,
165,어린 형수 2 - 무삭제판,김태수,너바나 필름,2017-03-07,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,107분 29초,한가희,이은미,,,,
165,안해,이강림,(주)콘텐츠윙,2017-02-23,한국,드라마,청소년관람불가,상업영화,일반영화,82분 9초,최신호(수혁),김태호,이강림(각본),,,
165,사촌여동생,양호열,케이제이픽처스,2017-06-13,한국,드라마,청소년관람불가,상업영화,일반영화,89분 50초,유지원,박선우,한나,,,
165,맛 2016: 삼시색기- 무삭제판,최우성,(주)에이블엔터테인먼트,2016-11-24,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,92분 2초,박주빈,이은미,,,,
165,딸의 친구 - 무삭제판,최우성,(주)컨텐츠 빌리지,2017-02-21,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,93분 5초,,,,,,
165,가족의 재구성,최재후,조박픽쳐스,2017-02-14,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,75분 2초,조박,최재후(각본),최택(촬영감독),,,
164,"혜원아, 사랑해",김기현,양전프로덕션,2012-03-29,한국,미스터리,청소년관람불가,다양성영화,예술영화,106분 0초,정재연,현재성,이현욱(진우역),,,
164,아빠친구,이슬,스마일컨텐츠,2016-08-18,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,75분 10초,이수민(나석호),조용성,이슬(각본),,,
163,돌아오는 길,스티브 리,(주)웃기씨네,2011-04-07,한국,드라마,15세이상관람가,다양성영화,,,,,,,,
163,내 아내의 초대남들:네토라레,노현진,(주)마이애미미디어,2017-10-30,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,84분 15초,강민우(상기),아리(은아),윤상두(동수),,,
162,소림사 - 죽음의 객잔,해도,(주)케이알씨지,2016-03-31,중국,액션,15세이상관람가,다양성영화,예술영화,88분 2초,한삭,유관성,,,,
161,정사의 맛 감독판,이전,(주)케이알씨지,2017-11-15,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,72분 40초,이재환,전승환,이현권,,,
161,엄마의 직업,도봉산,(주)마이애미미디어,2017-07-20,한국,드라마,청소년관람불가,상업영화,일반영화,79분 44초,박영주,김현정,이한솔,,,
161,애니를 위하여,스티븐 번스타인,㈜영화사 백두대간,2015-10-22,미국,드라마,청소년관람불가,다양성영화,예술영화,99분 36초,사만다 모튼,헬렌 헌트,아론 폴,2,3,0
161,선 섹스 후 사랑,김현철,(주)인터하우스,2017-08-03,한국,멜로/로맨스,청소년관람불가,상업영화,,,,,,,,
161,거짓말 애인-감독판,이민,(주)케이알씨지,2018-02-21,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,64분 8초,,,,,,
160,베이비 메이커스,제이 챈드라세카,(주)팝엔터테인먼트,2013-01-31,미국,어드벤처,청소년관람불가,상업영화,일반영화,95분 0초,폴 슈나이더(주연),올리비아 문(주연),제이슨 브룸(제작),,,
160,그리움의 종착역,조성형,(주)에스와이코마드,2012-05-24,한국,다큐멘터리,전체관람가,다양성영화,예술영화,99분 0초,우자 슈트라우스 킴,루트비히 슈트라우스 킴,영숙 타이스,,,
159,헤픈젤: 비밀의 몸캠,마의성,노바엔터테인먼트,2017-02-15,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,98분 8초,손준영,정태성,신해성(각본),,,
159,참을 수 없는 사랑,메리 스튜어트 매스터슨,스크린조이,2015-01-29,미국,드라마,15세이상관람가,다양성영화,예술영화,85분 50초,크리스틴 스튜어트,아론 스탠포드,,,,
159,섹스가 다이어트에 미치는 영향: 무삭제 확장판,최무연,노바엔터테인먼트,2016-12-15,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,105분 51초,,,,,,
159,대물 변강쇠,이동현,(주)케이알씨지,2017-12-19,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,95분 18초,이정희(각본),우기상,최근영,,,
159,깊은 사정,이마오카 신지,(유)쏘아필름,2017-02-27,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,89분 30초,최민호(진일),사쿠라 유라(리에),고복희,,,
159,가정부의 손맛 감독판,이전,(주)케이알씨지,2017-09-05,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,73분 42초,이전,전승환,이현권,,,
159,가슴 배구단,하스미 에이이치로,(주)케이앤엔터테인먼트,2012-01-26,일본,코미디,12세이상관람가,다양성영화,예술영화,102분 0초,아야세 하루카,아오키 무네타카,,1,1,0
158,빈센트,박보상,"(주)인터하우스,노바엔터테인먼트",2017-12-14,한국,드라마,12세이상관람가,다양성영화,"예술,독립 영화",99분 22초,홍경인(반만호),고유진(하태호),배슬기(수정),,,
158,부귀영화,인진미,(주)씨타마운틴픽쳐스,2012-10-25,한국,공포(호러),15세이상관람가,다양성영화,"예술,독립 영화",85분 0초,이율리(아무도안),박혜린(나오는사람들),한석경(한석경),1,1,107
158,고집쟁이 딸,프레드릭 에쉬톤,(주)인스터피씨엠,2013-11-07,영국,공연,전체관람가,상업영화,일반영화,113분 0초,,,,,,
157,슈퍼스타,자비에 지아놀리,(주)팝엔터테인먼트,2013-08-01,프랑스,드라마,15세이상관람가,다양성영화,예술영화,112분 50초,카드 메라드(마르탕 카진스키),세실 드 프랑스(플루 아나우드),,1,2,150
157,맛섹 은밀한 경험 감독판,이전,(주)케이알씨지,2017-11-22,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,66분 57초,이재환,전승환,이현권,,,
156,할복: 사무라이의 죽음,미이케 다카시,미디어소프트,2012-07-26,일본,사극,청소년관람불가,다양성영화,예술영화,129분 0초,이치카와 에비조,야쿠쇼 코지,에이타,,,
156,까시,이영민,THE 픽쳐스,2016-10-27,한국,멜로/로맨스,청소년관람불가,다양성영화,독립영화,102분 40초,권해성,지은서,오정태,,,
155,킬링 타임,박성수,(주)데이드림서울,2012-03-15,한국,공포(호러),청소년관람불가,상업영화,일반영화,88분 0초,정애연(혜림),이지혜(수진),김진근(병헌),,,
155,아내와 제자들: 네토라레,노현진,(주)마이애미미디어,2018-03-31,한국,성인물(에로),청소년관람불가,상업영화,일반영화,71분 24초,윤상두(동수),,,,,
155,마운틴맨,케탄 메타,M&M 인터내셔널,2017-05-18,인도,드라마,12세이상관람가,다양성영화,예술영화,117분 26초,나와주딘 시디퀴,라드히카 압테,,,,
155,러브 펀치,조엘 홉킨스,(주)에이원엔터테인먼트,2015-07-16,프랑스,코미디,15세이상관람가,상업영화,일반영화,94분 10초,피어스 브로스넌,엠마 톰슨,,31,31,0
155,꿍따리 유랑단,김영진,(주)키노아이디엠씨,2011-12-01,한국,다큐멘터리,전체관람가,다양성영화,예술영화,72분 0초,강원래,최재식(꿍따리 유랑단 단원),조성진(꿍따리 유랑단 단원 ),,,
154,정사2: 친구 새엄마-감독판,이동현,(주)케이알씨지,2017-08-16,한국,드라마,청소년관람불가,상업영화,일반영화,69분 54초,최재경(소개남),이민욱(모델남),윤천희(각본),,,
154,아름다운 엄마,오재학,노바엔터테인먼트,2017-10-12,한국,기타,청소년관람불가,상업영화,일반영화,70분 31초,정성렬(제작총괄),조성수,김지미(각본),,,
154,맛있는 섹스 은밀한 동거,이전,(주)케이알씨지,2017-08-08,한국,드라마,청소년관람불가,상업영화,일반영화,77분 38초,이재환,전승한,이현권,,,
154,금지된 애욕,이민,(주)케이알씨지,2017-07-19,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,61분 0초,이민,화니,박민수,,,
153,동창생의 목적 - 감독판,이민,(주)케이알씨지,2018-01-17,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,64분 8초,,,,,,
152,스파이키드4 : 올더타임인더월드,로버트 로드리게즈,(주)씨타마운틴픽쳐스,2013-01-10,미국,액션,전체관람가,상업영화,일반영화,88분 0초,제시카 알바(마리사 윌슨),조엘 맥헤일(윌버 윌슨),제레미 피번,,,
152,불륜 정사의 맛-감독판,이민,(주)케이알씨지,2018-02-14,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,62분 4초,,,,,,
152,미션스쿨,강의석,홀리가든,2015-10-15,한국,드라마,12세이상관람가,다양성영화,"예술,독립 영화",62분 0초,이바울,임정은,박선형(반 아이들),1,4,0
152,돌이킬 수 없는,클레르 드니,찬란,2014-10-02,프랑스,드라마,청소년관람불가,다양성영화,예술영화,100분 20초,뱅상 랭동,키아라 마스트로얀니,,,,
151,배틀필드: 카르발라 전투,크지슈토프 루카스제빅즈,미디어소프트,2018-06-21,폴란드,전쟁,15세이상관람가,다양성영화,예술영화,109분 0초,,,,,,
150,하이 라이프,게리예이츠,(주)에이씨피컴퍼니,2013-01-17,미국,코미디,청소년관람불가,상업영화,일반영화,79분 0초,티모시 올리펀트(벅),로지프 서덜랜드(빌리),,,,
150,필부,양 쉬우펭,(주)노이에스,2013-04-18,중국,액션,15세이상관람가,상업영화,일반영화,107분 0초,황효명,장흠예,,,,
150,페이퍼맨,미셸 멀로니,(주)수키픽쳐스,2014-05-01,미국,코미디,15세이상관람가,상업영화,일반영화,110분 37초,제프 다니엘스,엠마 스톤,라이언 레놀즈,,,
150,어그레션 스케일,스티븐 C. 밀러,(주)노이에스,2013-06-11,미국,액션,청소년관람불가,상업영화,일반영화,85분 10초,조셉 맥켈히어(위도프스키),레이 와이즈(벨라반스),,,,
150,슈퍼히어로의 진실,크리스 벨,(주)수키픽쳐스,2014-04-10,미국,다큐멘터리,15세이상관람가,상업영화,일반영화,106분 30초,크리스 벨,,,,,
150,슈가박스,코디 자렛,(주)노이에스,2013-03-14,미국,범죄,청소년관람불가,상업영화,일반영화,86분 0초,제네비르 앤더슨,델라 브라운,닉 엘드레지,,,
150,불륜의 시대 감독판,박은수,(주)케이알씨지,2017-12-26,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,75분 29초,이수(혜진),최필립,김학수,,,
150,미라클맨,마크 러팔로,(주)수키픽쳐스,2014-04-17,미국,코미디,15세이상관람가,상업영화,,,,,,,,
150,리댁티드,브라이언 드 팔마,(주)수키픽쳐스,2014-04-03,미국,전쟁,청소년관람불가,상업영화,일반영화,91분 17초,패트릭 캐롤,롭 드베이니,이지 디아즈,,,
150,고혹자-가두지왕,유송,(주)수키픽쳐스,2013-07-10,중국,액션,15세이상관람가,상업영화,일반영화,87분 32초,유송,유송,,,,
150,고스트 패밀리: 구출 대작전,얀 사뮤엘,(주)수키픽쳐스,2014-03-27,영국,판타지,12세이상관람가,상업영화,일반영화,94분 28초,토비 홀,조지아 그룸,엠마 필딩,,,
150,V/H/S:죽음을 부르는 비디오,"데이빗 브룩크너,글렌 맥퀘이드,조 스완버그,라디오 사일런스,티 웨스트,아담 윈가드",(주)노이에스,2013-05-02,미국,공포(호러),청소년관람불가,상업영화,일반영화,112분 30초,캘빈 리더,한나 피어먼,아담 윈가드,,,
149,전망 좋은 집 3,곽승호,영화사 인연,2016-12-01,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,92분 30초,곽동학,고도(각본),이승현,,,
149,이월화개,린난,(주)케이알씨지,2017-05-30,중국,액션,15세이상관람가,다양성영화,예술영화,93분 6초,,,,,,
149,동창회의 목적: 더 비기닝,정대만,(주)소나무픽쳐스,2017-02-02,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,98분 20초,유지원(선경),현상태(선배1),문지환(선배2),1,1,1
149,내 친구의 아내 2,이도시,(주)매니아22,2016-12-29,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,84분 10초,윤전추(각본),우기상,송호섭,,,
149,내 여자의 엄마,석영오,(주)소나무픽쳐스,2017-02-22,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,85분 20초,주종백,이현용(각본),김병규,,,
149,19금 섹스의 늪 무삭특별판,이재남,(주)케이알씨지,2016-11-15,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,55분 13초,박범수(각본),이세일,이덕형(조명감독),1,4,4
148,화끈한 써비스: 어느 잔인한 미용사의,남기웅,골든타이드픽처스(주),2015-01-29,한국,스릴러,청소년관람불가,다양성영화,"예술,독립 영화",72분 23초,이언정(김난자),이원종,김진휘,,,
148,섹슈얼 어드벤쳐,숀 개리티,스크린조이,2015-03-20,캐나다,코미디,청소년관람불가,상업영화,일반영화,103분 30초,에밀리 햄프셔,,,,,
147,정사 : 질투의 덫 - 감독판,이민,(주)케이알씨지,2018-02-07,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,64분 1초,,,,,,
147,데카당스: 섹스 중독 그녀,호아킨 로드리게즈,(유)조이앤시네마,2018-01-04,멕시코,드라마,청소년관람불가,다양성영화,예술영화,90분 57초,,,,,,
146,태평륜,오우삼,(유)영화사 화수분,2016-08-12,중국,드라마,15세이상관람가,상업영화,일반영화,128분 14초,금성무,송혜교,장쯔이,,,
146,정사: 친구 엄마,이동현,(주)케이알씨지,2017-07-05,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,72분 7초,최재경(소개남),이민욱(모델남),윤천희(각본),,,
146,전망 좋은 섹스-감독판,이민,(주)케이알씨지,2018-01-24,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,62분 1초,,,,,,
146,금지된 섹스 몽정사,김민욱,(주)케이알씨지,2016-11-09,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,54분 31초,박범수(각본),강준식,이덕형,1,2,4
145,펜잔스의 해적,마이크 리,에스디시코리아 주식회사,2015-11-18,영국,공연,전체관람가,다양성영화,예술영화,131분 20초,,,,,,
145,여자전쟁: 떠도는 눈,김동욱,TCO(주)더콘텐츠온,2016-08-22,한국,드라마,청소년관람불가,상업영화,일반영화,100분 12초,김혜나(은주),조연우(창우 ),신현탁(불여우84),,,
145,"리벤지, 미친 사랑 이야기",황정보,오드,2011-10-06,홍콩,공포(호러),청소년관람불가,상업영화,일반영화,93분 0초,아오이 소라,,,1,8,25
144,아버지는 개다,이상우,이상우 필름,2012-04-26,한국,드라마,청소년관람불가,상업영화,일반영화,94분 0초,권범택,이태림,이시호,,,
143,체인지 어드레스,엠마누엘 무레,"(주)이모션픽처스,(주)제이에프엔터테인먼트",2011-10-13,프랑스,코미디,15세이상관람가,다양성영화,예술영화,83분 0초,엠마누엘 무레,파니 발렛,프레데릭 벨,1,1,0
142,코드 레드,발레리 밀레브,(주)포커스엔터테인먼트,2014-06-19,미국,공포(호러),15세이상관람가,상업영화,일반영화,93분 55초,폴 로건,마날 엘-페이투리,,,,
142,비.에이.패스: 불륜의 늪,아제이 발,(주)씨타마운틴픽쳐스,2014-04-10,인도,드라마,청소년관람불가,다양성영화,예술영화,98분 16초,샤다브 카말,실파 슈클라,,,,
140,킬엠올,레이먼드 후버,스크린조이,2014-05-01,미국,액션,청소년관람불가,상업영화,일반영화,86분 12초,조니 메스너,유가휘,,5,6,189
140,잡가소수,홍금보,스크린조이,2014-05-01,홍콩,액션,15세이상관람가,상업영화,일반영화,104분 45초,양가인,원표,,5,6,188
140,우리들의 격정,조조 히데오,(주)제이에이와이이엔터테인먼트,2014-10-02,일본,성인물(에로),청소년관람불가,상업영화,일반영화,118분 0초,와카나 히카루,,,,,
140,숨바꼭질 : 극장판 - 도시전설,토리이 야즈,(주)제이에이와이이엔터테인먼트,2014-08-15,일본,공포(호러),15세이상관람가,상업영화,일반영화,81분 12초,노나카 미사토,,,,,
140,블랙 키스,테즈카 마코토,시네마 뉴원,2014-08-28,일본,스릴러,청소년관람불가,다양성영화,예술영화,132분 35초,하시모토 레이카,마츠오카 슌스케,안도 마사노부,,,
140,미요리의 숲,야마모토 니조우,(주)추억을 파는 극장,2014-08-19,일본,애니메이션,전체관람가,다양성영화,예술영화,106분 43초,아오이 유우(미요리 목소리 ),,,,,
140,가정교사-맛있는 섹스 비밀 수업,이전,(주)케이알씨지,2017-04-21,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,71분 14초,정승환,이규동,이현권,,,
140,OL의 성,마츠우라 히로나오,(주)제이에이와이이엔터테인먼트,2014-09-12,일본,공포(호러),청소년관람불가,상업영화,일반영화,73분 10초,타카시마 미스즈,,,,,
140,007 북경특급 2,"주성치,곡덕소",(주)케이알씨지,2014-05-01,홍콩,코미디,15세이상관람가,상업영화,일반영화,88분 45초,주성치,,,5,6,189
139,착한아내,지길웅,(주)전망좋은 영화사,2016-10-20,한국,스릴러,청소년관람불가,상업영화,일반영화,89분 17초,박현진(서연),차진욱(태준),이자은(화이),,,
139,작은 엄마,이리단,(주)영화사 사계절,2017-09-28,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,81분 13초,유리(수경),조경훈,소영환(각본),,,
139,성판17: 남자들의 17가지 성적 판타지,송은주,즐감,2017-11-30,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,80분 43초,최재환,박경희,이준호(병건),,,
139,비기닝,자비에 지아놀리,판씨네마(주),2011-10-27,프랑스,드라마,15세이상관람가,다양성영화,예술영화,130분 0초,프랑수아 클뤼제,제라르 드빠르디유,,,,
138,청춘예찬,최종운,(주)씨타마운틴픽쳐스,2014-01-02,한국,드라마,청소년관람불가,다양성영화,예술영화,121분 3초,김남희(태평),강유미,박주용(종신),,,
138,은실이,"김선아,박세희",씨제이이앤엠(주),2012-03-08,한국,애니메이션,청소년관람불가,다양성영화,예술영화,72분 0초,곽지훈(이씨 아저씨),김선아(색채설계),장현수(제작책임),1,3,56
137,풍운대전,진가상,(주)다날엔터테인먼트,2017-11-23,중국,액션,15세이상관람가,다양성영화,예술영화,128분 34초,조문탁,홍금보,,,,
137,천국의 전쟁,카를로스 레이가다스,(주)월드시네마,2012-04-12,멕시코,드라마,청소년관람불가,다양성영화,예술영화,98분 0초,마르코스 헤르난데즈(마르코스),아나폴라 무시카디즈(안나),베르타 루이즈,,,
137,연상녀들 : 내가 가르쳐 줄게,이리단,(주)영화사가을,2017-09-05,한국,기타,청소년관람불가,상업영화,일반영화,70분 50초,조경훈,소영환(각본),이지환,1,1,10
137,스파나잇,앤드류 안,하준사,2017-11-02,미국,드라마,청소년관람불가,다양성영화,예술영화,96분 19초,,,,1,4,310
136,여배우 섹스 스캔들2,야마삐,(주)케이알씨지,2016-11-25,한국,드라마,청소년관람불가,상업영화,일반영화,60분 10초,야마삐(Writer),,,,,
136,"실론, 세렌디피티",권중목,주식회사 씨엠닉스,2015-12-14,한국,드라마,15세이상관람가,다양성영화,"예술,독립 영화",108분 1초,김민체(엄마 민체),권중목(허수남),이민서(어린 다솔),,,
136,스캔들 II,이동현,(주)케이알씨지,2017-03-08,한국,드라마,청소년관람불가,상업영화,일반영화,79분 20초,박혜진(시연),이현지(박피디),윤전추(각본),,,
135,퀴어영화 나비 : 어른들의 일,백인규,99film,2015-07-18,한국,드라마,청소년관람불가,다양성영화,독립영화,72분 10초,유승원,김대영(장미),김동훈(출연),1,1,9
