y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count,month,first_count
5399070,블랙 팬서,라이언 쿠글러,월트디즈니컴퍼니코리아 유한책임회사,2018-02-14,미국,액션,12세이상관람가,상업영화,일반영화,134분 22초,채드윅 보스만,마이클 B. 조던,루피타 뇽오,6,11,3023,2,630461
5295801,트랜스포머: 사라진 시대,마이클 베이,씨제이이앤엠(주),2014-06-25,미국,액션,12세이상관람가,상업영화,일반영화,164분 54초,마크 월버그,니콜라 펠츠,잭 레이너,10,14,3864,6,467419
5237525,월드 워 Z,마크 포스터,롯데쇼핑㈜롯데엔터테인먼트,2013-06-20,미국,드라마,15세이상관람가,상업영화,일반영화,115분 21초,브래드 피트,미레유 에노스,매튜 폭스,12,17,3348,6,239692
5137993,미녀와 야수,빌 콘돈,월트디즈니컴퍼니코리아 유한책임회사,2017-03-16,미국,멜로/로맨스,전체관람가,상업영화,일반영화,129분 6초,엠마 왓슨,댄 스티븐스,루크 에반스,4,7,2493,3,166930
4968687,인사이드 아웃,피트 닥터,월트디즈니컴퍼니코리아(주),2015-07-09,미국,애니메이션,전체관람가,상업영화,일반영화,101분 41초,다이안 레인,에이미 포엘러,카일 맥라클란,2,12,2534,7,68222
4945484,킹스맨: 골든 서클,매튜 본,이십세기폭스코리아(주),2017-09-27,미국,액션,청소년관람불가,상업영화,일반영화,140분 49초,콜린 퍼스,줄리안 무어,태런 에저튼,3,16,5735,9,481948
4875494,마션,리들리 스콧,이십세기폭스코리아(주),2015-10-08,미국,액션,12세이상관람가,상업영화,일반영화,142분 0초,맷 데이먼,제시카 차스테인,제프 다니엘스,16,42,10011,10,271226
4857152,토르: 라그나로크,타이카 와이티티,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,미국,액션,12세이상관람가,상업영화,일반영화,130분 21초,크리스 헴스워스,톰 히들스턴,케이트 블란쳇,5,7,2511,10,415741
4853123,어메이징 스파이더맨,마크 웹,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-06-28,미국,액션,12세이상관람가,상업영화,일반영화,136분 0초,앤드류 가필드,엠마 스톤,마틴 쉰,7,23,5356,6,272155
4703245,주토피아,"바이론 하워드,리치 무어",월트디즈니컴퍼니코리아(주),2016-02-17,미국,애니메이션,전체관람가,상업영화,일반영화,108분 25초,지니퍼 굿윈,제이슨 베이트먼,샤키라,22,43,10460,2,35604
4697142,엣지 오브 투모로우,더그 라이만,워너브러더스 코리아(주),2014-06-04,미국,액션,12세이상관람가,상업영화,일반영화,113분 18초,톰 크루즈,에밀리 블런트,빌 팩스톤,478,1384,80680,6,377160
4666993,신비한 동물사전,데이빗 예이츠,워너브러더스 코리아(주),2016-11-16,미국,어드벤처,12세이상관람가,상업영화,일반영화,132분 40초,에디 레드메인,콜린 파렐,캐서린 워터스턴,3,8,2484,11,242775
4400298,해리포터와 죽음의 성물2,데이빗 예이츠,워너브러더스 코리아(주),2011-07-13,미국,판타지,전체관람가,상업영화,일반영화,131분 0초,다니엘 래드클리프,엠마 왓슨,루퍼트 그린트,2,4,1160,7,229946
4313871,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,이십세기폭스코리아(주),2014-05-22,미국,액션,12세이상관람가,상업영화,일반영화,134분 23초,휴 잭맨,제임스 맥어보이,마이클 패스벤더,720,1738,91295,5,213000
4168350,어메이징 스파이더맨 2,마크 웹,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,미국,액션,12세이상관람가,상업영화,일반영화,142분 25초,앤드류 가필드,엠마 스톤,제이미 폭스,7,12,3203,4,192229
4002134,혹성탈출: 반격의 서막,맷 리브스,이십세기폭스코리아(주),2014-07-10,미국,액션,12세이상관람가,상업영화,일반영화,130분 0초,앤디 서키스,게리 올드만,제이슨 클락,2,4,990,7,201723
3984812,쿵푸팬더3,"여인영,알레산드로 칼로니",씨제이이앤엠(주),2016-01-28,미국,애니메이션,전체관람가,상업영화,일반영화,94분 47초,잭 블랙,안젤리나 졸리,더스틴 호프만,4,11,2455,1,222044
3963220,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,미국,액션,15세이상관람가,상업영화,일반영화,135분 42초,크리스 에반스,스칼렛 요한슨,사무엘 L. 잭슨,2,3,932,3,166787
3842441,매드 맥스: 분노의 도로,조지 밀러,워너브러더스 코리아(주),2015-05-14,미국,액션,15세이상관람가,상업영화,일반영화,120분 0초,톰 하디,샤를리즈 테론,니콜라스 홀트,18,19,3958,5,89736
3783375,데드풀 2,데이빗 레이치,이십세기폭스코리아(주),2018-05-16,미국,액션,청소년관람불가,상업영화,일반영화,117분 29초,라이언 레놀즈,조슈 브롤린,재지 비츠,1,4,1502,5,356445
3689325,미이라,알렉스 커츠먼,유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,미국,액션,15세이상관람가,상업영화,일반영화,110분 7초,톰 크루즈,소피아 부텔라,애나벨 월리스,1,2,553,6,873117
3653238,분노의 질주: 더 익스트림,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,미국,액션,15세이상관람가,상업영화,일반영화,136분 7초,빈 디젤,드웨인 존슨,샤를리즈 테론,1,2,503,4,208481
3610642,인턴,낸시 마이어스,워너브러더스 코리아(주),2015-09-24,미국,코미디,12세이상관람가,상업영화,일반영화,121분 22초,앤 해서웨이,로버트 드니로,르네 루소,27,42,4306,9,50009
3579666,리얼 스틸,숀 레비,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-12,미국,액션,12세이상관람가,상업영화,일반영화,127분 0초,휴 잭맨,NA,NA,248,1320,84003,10,63863
3570069,라라랜드,다미엔 차젤레,판씨네마(주),2016-12-07,미국,드라마,12세이상관람가,상업영화,일반영화,127분 53초,엠마 스톤,라이언 고슬링,핀 위트록,12,18,5172,12,62258
3510040,코코,리 언크리치,월트디즈니컴퍼니코리아 유한책임회사,2018-01-11,미국,애니메이션,전체관람가,상업영화,일반영화,126분 44초,가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫,17,50,10730,1,106921
3427464,비긴 어게인,존 카니,판씨네마(주),2014-08-13,미국,멜로/로맨스,15세이상관람가,다양성영화,예술영화,103분 58초,키이라 나이틀리,마크 러팔로,애덤 리바인,24,46,9215,8,12032
3379762,맨 인 블랙 3,배리 소넨필드,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,미국,액션,12세이상관람가,상업영화,일반영화,106분 0초,윌 스미스,토미 리 존스,조슈 브롤린,4,22,5560,5,141261
3324861,슈퍼배드 3,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,미국,애니메이션,전체관람가,상업영화,일반영화,89분 42초,스티브 카렐,크리스틴 위그,트레이 파커,4,5,1370,7,195774
3317196,데드풀,팀 밀러,이십세기폭스코리아(주),2016-02-17,미국,액션,청소년관람불가,상업영화,일반영화,107분 59초,라이언 레놀즈,모레나 바카린,에드 스크레인,827,3076,186267,2,252018
3273879,스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),2015-12-17,미국,액션,12세이상관람가,상업영화,일반영화,135분 10초,해리슨 포드,마크 해밀,캐리 피셔,7,9,2500,12,167315
3247558,분노의 질주: 더 세븐,제임스 완,유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,미국,액션,15세이상관람가,상업영화,일반영화,137분 46초,빈 디젤,폴 워커,드웨인 존슨,1,1,397,4,135549
3239371,터미네이터 제니시스,앨런 테일러,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,미국,액션,15세이상관람가,상업영화,일반영화,125분 33초,아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크,2,2,999,7,253699
3227452,그래비티,알폰소 쿠아론,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2013-10-17,미국,SF,12세이상관람가,상업영화,일반영화,90분 53초,산드라 블록,조지 클루니,NA,8,10,2613,10,110996
3130046,캐리비안의 해적: 낯선 조류,롭 마샬,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,미국,액션,12세이상관람가,상업영화,일반영화,137분 0초,이안 맥쉐인,페넬로페 크루즈,조니 뎁,9,12,2670,5,182947
3100113,나우 유 씨 미 2,존 추,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,미국,범죄,12세이상관람가,상업영화,일반영화,129분 2초,제시 아이젠버그,마크 러팔로,우디 해럴슨,653,3431,303125,7,196279
3049894,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,미국,액션,12세이상관람가,상업영화,일반영화,128분 56초,조니 뎁,카야 스코델라리오,올랜도 블룸,4,5,1859,5,206541
3039889,토르: 다크 월드,앨런 테일러,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,미국,액션,12세이상관람가,상업영화,일반영화,111분 53초,크리스 헴스워스,톰 히들스턴,나탈리 포트만,1,2,652,10,114775
3004647,레드: 더 레전드,딘 패리소트,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,미국,액션,15세이상관람가,상업영화,일반영화,115분 46초,브루스 윌리스,존 말코비치,메리-루이스 파커,3,6,1337,7,131462
3000056,드래곤 길들이기 2,딘 데블로이스,씨제이이앤엠(주),2014-07-23,미국,애니메이션,전체관람가,상업영화,일반영화,101분 47초,제이 바루첼,제라드 버틀러,케이트 블란쳇,16,28,4029,7,72041
2938818,엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아(주),2016-05-25,미국,액션,12세이상관람가,상업영화,일반영화,145분 20초,제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,7,21,4457,5,298816
2839921,앤트맨,페이튼 리드,월트디즈니컴퍼니코리아(주),2015-09-03,미국,액션,12세이상관람가,상업영화,일반영화,116분 56초,폴 러드,마이클 더글라스,에반젤린 릴리,3,5,1778,9,174587
2836774,호빗: 다섯 군대 전투,피터 잭슨,워너브러더스 코리아(주),2014-12-17,미국,어드벤처,12세이상관람가,상업영화,일반영화,144분 17초,마틴 프리먼,이안 맥켈런,리차드 아미티지,8,11,2295,12,188655
2818993,호빗: 뜻밖의 여정,피터 잭슨,워너브러더스 코리아(주),2012-12-13,미국,어드벤처,12세이상관람가,상업영화,일반영화,169분 0초,마틴 프리먼,이안 맥켈런,리차드 아미티지,2,4,1060,12,158070
2812427,메이즈 러너,웨스 볼,이십세기폭스코리아(주),2014-09-18,미국,액션,12세이상관람가,상업영화,일반영화,113분 18초,딜런 오브라이언,카야 스코델라리오,윌 폴터,7,24,5216,9,83355
2801949,빅 히어로,"돈 홀,크리스 윌리암스",월트디즈니컴퍼니코리아(주),2015-01-21,미국,애니메이션,전체관람가,상업영화,일반영화,107분 54초,라이언 포터,스콧 애짓,다니엘 헤니,25,191,9606,1,72487
2792705,덩케르크,크리스토퍼 놀란,워너브러더스 코리아(주),2017-07-20,미국,액션,12세이상관람가,상업영화,일반영화,106분 27초,톰 하디,마크 라이런스,케네스 브래너,20,39,6021,7,224242
2773794,혹성탈출: 진화의 시작,루퍼트 와이어트,이십세기폭스코리아(주),2011-08-17,미국,액션,12세이상관람가,상업영화,일반영화,106분 0초,브라이언 콕스,제임스 프랭코,프리다 핀토,251,1073,120984,8,116253
2744413,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),2015-09-16,미국,액션,12세이상관람가,상업영화,일반영화,131분 35초,딜런 오브라이언,토마스 생스터,카야 스코델라리오,17,44,8833,9,111026
2735719,가디언즈 오브 갤럭시 VOL. 2,제임스 건,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,미국,액션,12세이상관람가,상업영화,일반영화,135분 34초,크리스 프랫,조 샐다나,데이브 바티스타,1033,2568,148489,5,422412
2718227,나우 유 씨 미 : 마술사기단,루이스 리테리어,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,미국,범죄,12세이상관람가,상업영화,일반영화,115분 12초,제시 아이젠버그,마크 러팔로,우디 해럴슨,7,22,4736,8,146606
2718158,미스 페레그린과 이상한 아이들의 집,팀 버튼,이십세기폭스코리아(주),2016-09-28,미국,미스터리,12세이상관람가,상업영화,일반영화,126분 43초,에바 그린,사무엘 L. 잭슨,아사 버터필드,5,17,3209,9,80715
2654817,브레이킹 던 part2,빌 콘돈,(주)넥스트엔터테인먼트월드(NEW),2012-11-15,미국,드라마,15세이상관람가,상업영화,일반영화,115분 0초,크리스틴 스튜어트,로버트 패틴슨,테일러 로트너,4,7,1751,11,198302
2625572,미니언즈,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),2015-07-29,미국,애니메이션,전체관람가,상업영화,일반영화,90분 55초,산드라 블록,존 햄,마이클 키튼,6,13,2053,7,193689
2614601,트랜스포머: 최후의 기사,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,미국,액션,12세이상관람가,상업영화,일반영화,150분 33초,마크 월버그,안소니 홉킨스,로라 하드독,4,5,1839,6,285979
2611966,제이슨 본,폴 그린그래스,유니버설픽쳐스인터내셔널 코리아(유),2016-07-27,미국,액션,15세이상관람가,상업영화,일반영화,123분 10초,맷 데이먼,줄리아 스타일즈,토미 리 존스,1,2,555,7,308768
2601734,도리를 찾아서,앤드류 스탠튼,월트디즈니컴퍼니코리아(주),2016-07-06,미국,애니메이션,전체관람가,상업영화,일반영화,102분 57초,엘렌 드제너스,알버트 브룩스,다이안 키튼,7,8,2654,7,76938
2539114,퍼시픽 림,길예르모 델 토로,워너브러더스 코리아(주),2013-07-11,미국,액션,12세이상관람가,상업영화,일반영화,131분 17초,찰리 허냄,론 펄먼,이드리스 엘바,4,7,2085,7,209975
2532306,엑스맨: 퍼스트 클래스,매튜 본,이십세기폭스코리아(주),2011-06-02,미국,액션,12세이상관람가,상업영화,일반영화,132분 0초,로즈 번,재뉴어리 존스,마이클 패스벤더,347,801,27764,6,98052
2532051,정글북,존 파브로,월트디즈니컴퍼니코리아(주),2016-06-09,미국,어드벤처,12세이상관람가,상업영화,일반영화,105분 40초,닐 세티,빌 머레이,스칼렛 요한슨,5,24,6872,6,73355
2517805,마이펫의 이중생활,크리스 리노드,유니버설픽쳐스인터내셔널 코리아(유),2016-08-03,미국,애니메이션,전체관람가,상업영화,일반영화,90분 44초,스티브 쿠건,엘리 켐퍼,레이크 벨,11,16,3370,8,182044
2450023,보스 베이비,톰 맥그라스,씨제이이앤엠(주),2017-05-03,미국,애니메이션,전체관람가,상업영화,일반영화,97분 28초,알렉 볼드윈,리사 쿠드로,스티브 부세미,4,9,2222,5,237463
2376145,007 스카이폴,샘 멘데스,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012-10-26,미국,액션,15세이상관람가,상업영화,일반영화,143분 0초,다니엘 크레이그,하비에르 바르뎀,주디 덴치,2,4,987,10,201303
2315882,스파이,폴 페이그,이십세기폭스코리아(주),2015-05-21,미국,액션,15세이상관람가,상업영화,일반영화,121분 36초,주드 로,제이슨 스타뎀,멜리사 맥카시,69,136,13198,5,75330
2310054,모아나,"론 클레멘츠,존 머스커",월트디즈니컴퍼니코리아 유한책임회사,2017-01-12,미국,애니메이션,전체관람가,상업영화,일반영화,113분 29초,드웨인 존슨,아우이 크라발호,알란 터딕,16,23,5083,1,84797
2299751,메이즈 러너: 데스 큐어,웨스 볼,이십세기폭스코리아(주),2018-01-17,미국,액션,12세이상관람가,상업영화,일반영화,142분 41초,딜런 오브라이언,토마스 생스터,카야 스코델라리오,21,26,4961,1,225512
2282744,호빗: 스마우그의 폐허,피터 잭슨,워너브러더스 코리아(주),2013-12-12,미국,어드벤처,12세이상관람가,상업영화,일반영화,161분 4초,마틴 프리먼,베네딕트 컴버배치,케이트 블란쳇,3,3,798,12,139601
2262758,컨저링,제임스 완,워너브러더스 코리아(주),2013-09-17,미국,공포(호러),15세이상관람가,상업영화,일반영화,111분 46초,베라 파미가,패트릭 윌슨,릴리 테일러,22,49,5783,9,81130
2256913,배트맨 대 슈퍼맨: 저스티스의 시작,잭 스나이더,워너브러더스 코리아(주),2016-03-24,미국,액션,12세이상관람가,상업영화,일반영화,151분 27초,헨리 카빌,벤 애플렉,에이미 아담스,392,408,18850,3,219794
2253729,레디 플레이어 원,스티븐 스필버그,워너브러더스 코리아(주),2018-03-28,미국,액션,12세이상관람가,상업영화,일반영화,139분 49초,마크 라이런스,사이먼 페그,올리비아 쿡,4,9,3547,3,149784
2241687,배틀쉽,피터 버그,유니버설픽쳐스인터내셔널 코리아(유),2012-04-11,미국,SF,12세이상관람가,상업영화,일반영화,131분 0초,리암 니슨,테일러 키치,알렉산더 스카르가드,329,755,43322,4,387879
2239156,셜록홈즈 : 그림자 게임,가이 리치,워너브러더스 코리아(주),2011-12-21,미국,액션,15세이상관람가,상업영화,일반영화,128분 0초,로버트 다우니 주니어,주드 로,미셸멀로니,9,12,2607,12,71772
2182227,맨 오브 스틸,잭 스나이더,워너브러더스 코리아(주),2013-06-13,미국,SF,12세이상관람가,상업영화,일반영화,142분 50초,헨리 카빌,에이미 아담스,러셀 크로우,2,3,932,6,178949
2165401,원더 우먼,팻티 젠킨스,워너브러더스 코리아(주),2017-05-31,미국,액션,12세이상관람가,상업영화,일반영화,140분 55초,갤 가돗,로빈 라이트,크리스 파인,7,9,3316,5,206944
2138146,겟 아웃,조던 필레,유니버설픽쳐스인터내셔널 코리아(유),2017-05-17,미국,공포(호러),15세이상관람가,상업영화,일반영화,103분 55초,다니엘 칼루야,앨리슨 윌리암스,브래들리 휘트포드,1,1,274,5,92124
2084457,논스톱,자움 콜렛 세라,(주)넥스트엔터테인먼트월드(NEW),2014-02-27,미국,액션,15세이상관람가,상업영화,일반영화,106분 2초,리암 니슨,줄리안 무어,미쉘 독커리,24,36,3266,2,115832
2080154,장화신은 고양이,크리스 밀러,씨제이이앤엠(주),2012-01-12,미국,애니메이션,전체관람가,상업영화,일반영화,90분 0초,안토니오 반데라스,셀마 헤이엑,자크 갈리피아나키스,432,2211,36284,1,79382
2078492,인투 더 스톰,스티븐 쿼일,워너브러더스 코리아(주),2014-08-28,미국,액션,12세이상관람가,상업영화,일반영화,89분 8초,리차드 아미티지,사라 웨인 콜리스,제레미 섬터,7,20,2839,8,97234
2070084,로건,제임스 맨골드,이십세기폭스코리아(주),2017-03-01,미국,액션,청소년관람불가,상업영화,일반영화,137분 37초,휴 잭맨,패트릭 스튜어트,보이드 홀브룩,831,2240,99025,3,256255
2050909,혹성탈출: 종의 전쟁,맷 리브스,이십세기폭스코리아(주),2017-08-15,미국,액션,12세이상관람가,상업영화,일반영화,139분 58초,앤디 서키스,우디 해럴슨,스티브 잔,17,33,6423,8,568300
2026574,노아,대런 아로노프스키,씨제이이앤엠(주),2014-03-20,미국,어드벤처,15세이상관람가,상업영화,일반영화,139분 35초,러셀 크로우,엠마 왓슨,로건 레먼,9,24,4945,3,177380
2007180,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),2016-01-14,미국,어드벤처,15세이상관람가,상업영화,일반영화,156분 10초,레오나르도 디카프리오,톰 하디,NA,4,9,2566,1,124146
1971837,루시,뤽 베송,유니버설픽쳐스인터내셔널 코리아(유),2014-09-03,미국,액션,청소년관람불가,상업영화,일반영화,89분 22초,스칼렛 요한슨,모건 프리먼,최민식,5,10,3056,9,143617
1934192,애나벨 : 인형의 주인,데이비드 F. 샌드버그,워너브러더스 코리아(주),2017-08-10,미국,공포(호러),15세이상관람가,상업영화,일반영화,108분 58초,스테파니 시그만,알리시아 벨라 베일리,미란다 오토,492,793,29018,8,154719
1926201,컨저링 2,제임스 완,워너브러더스 코리아(주),2016-06-09,미국,공포(호러),15세이상관람가,상업영화,일반영화,131분 2초,베라 파미가,패트릭 윌슨,프란카 포텐테,4,12,2628,6,73335
1923748,터보,데이빗 소렌,씨제이이앤엠(주),2013-07-25,미국,애니메이션,전체관람가,상업영화,일반영화,95분 32초,라이언 레놀즈,폴 지아마티,마이클 페나,224,795,73339,7,63108
1898121,수어사이드 스쿼드,데이비드 에이어,워너브러더스 코리아(주),2016-08-03,미국,액션,15세이상관람가,상업영화,일반영화,122분 44초,윌 스미스,자레드 레토,마고 로비,9,10,2142,8,397666
1855917,지.아이.조 2,존 추,씨제이이앤엠(주),2013-03-28,미국,액션,15세이상관람가,상업영화,일반영화,110분 0초,이병헌,브루스 윌리스,드웨인 존슨,4,8,2315,3,119732
1790457,분노의 질주: 더 맥시멈,저스틴 린,유니버설픽쳐스인터내셔널 코리아(유),2013-05-22,미국,액션,15세이상관람가,상업영화,일반영화,130분 14초,빈 디젤,드웨인 존슨,폴 워커,12,48,6249,5,88558
1786386,저스티스 리그,잭 스나이더,워너브러더스 코리아(주),2017-11-15,미국,액션,12세이상관람가,상업영화,일반영화,119분 53초,벤 애플렉,갤 가돗,제이슨 모모아,5,6,2093,11,153553
1764233,나를 찾아줘,데이빗 핀처,이십세기폭스코리아(주),2014-10-23,미국,스릴러,청소년관람불가,상업영화,일반영화,148분 51초,벤 애플렉,로자먼드 파이크,닐 패트릭 해리스,19,31,5137,10,64919
1762070,걸리버 여행기,롭 레터맨,이십세기폭스코리아(주),2011-01-27,미국,코미디,전체관람가,상업영화,일반영화,87분 0초,잭 블랙,NA,NA,1,3,308,1,84845
1729426,씽,가스 제닝스,유니버설픽쳐스인터내셔널 코리아(유),2016-12-21,미국,애니메이션,전체관람가,상업영화,일반영화,107분 56초,매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,9,24,5897,12,30628
1721757,킬러의 보디가드,패트릭 휴즈,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",2017-08-30,미국,액션,15세이상관람가,상업영화,일반영화,118분 16초,라이언 레놀즈,사무엘 L. 잭슨,셀마 헤이엑,40,130,16076,8,123601
1714071,샌 안드레아스,브래드 페이튼,워너브러더스 코리아(주),2015-06-03,미국,액션,12세이상관람가,상업영화,일반영화,114분 18초,드웨인 존슨,알렉산드리아 다다리오,NA,7,11,2778,6,92875
1708692,쥬만지: 새로운 세계,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-01-03,미국,액션,12세이상관람가,상업영화,일반영화,118분 19초,드웨인 존슨,잭 블랙,케빈 하트,4,12,2574,1,124782
1694529,토르: 천둥의 신,케네스 브래너,씨제이이앤엠(주),2011-04-28,미국,액션,12세이상관람가,상업영화,일반영화,130분 0초,스텔란 스카스가드,스튜어트 타운젠드,나탈리 포트만,1,2,2,4,81994
1685933,콩: 스컬 아일랜드,조던 복트-로버츠,워너브러더스 코리아(주),2017-03-08,미국,액션,12세이상관람가,상업영화,일반영화,118분 17초,톰 히들스턴,브리 라슨,사무엘 L. 잭슨,8,16,5018,3,93804
1675798,23 아이덴티티,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,미국,스릴러,15세이상관람가,상업영화,일반영화,117분 7초,제임스 맥어보이,안야 테일러 조이,헤일리 루 리차드슨,1,1,274,2,137005
1661230,마다가스카의 펭귄,"에릭 다넬,사이몬 J.스미스",씨제이이앤엠(주),2014-12-31,미국,애니메이션,전체관람가,상업영화,일반영화,91분 41초,베네딕트 컴버배치,존 말코비치,톰 맥그라스,9,18,3752,12,145138
1648070,아이스 에이지 4: 대륙 이동설,"스티브 마티노,마이크 트메이어",이십세기폭스코리아(주),2012-07-25,미국,애니메이션,전체관람가,상업영화,일반영화,92분 0초,존 레귀자모,레이 로마노,데니스 리어리,6,13,2715,7,43227
1626704,마다가스카3 : 이번엔 서커스다!,"에릭 다넬,톰 맥그라스,콘래드 베논",씨제이이앤엠(주),2012-06-06,미국,애니메이션,전체관람가,상업영화,일반영화,93분 0초,벤 스틸러,크리스 록,데이빗 쉼머,187,752,42373,6,226836
1605271,스타트렉 다크니스,J.J. 에이브럼스,씨제이이앤엠(주),2013-05-30,미국,액션,12세이상관람가,상업영화,일반영화,131분 56초,크리스 파인,칼 어번,조 샐다나,406,1926,96414,5,73961
1593116,300: 제국의 부활,노암 머로,워너브러더스 코리아(주),2014-03-06,미국,액션,청소년관람불가,상업영화,일반영화,102분 28초,레나 헤디,에바 그린,설리반 스탭플턴,2,4,1448,3,119549
1588373,라이프 오브 파이,이안,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",2013-01-01,미국,어드벤처,전체관람가,다양성영화,예술영화,126분 51초,수라즈 샤르마,이르판 칸,라프 스팰,4,18,5090,1,161038
1561815,위플래쉬,다미엔 차젤레,(주)쇼박스,2015-03-12,미국,드라마,15세이상관람가,다양성영화,예술영화,106분 28초,마일즈 텔러,J.K. 시몬스,NA,45,266,32040,3,25816
1515356,오블리비언,조셉 코신스키,유니버설픽쳐스인터내셔널 코리아(유),2013-04-11,미국,액션,15세이상관람가,상업영화,일반영화,124분 33초,톰 크루즈,모건 프리먼,올가 쿠릴렌코,3,3,698,4,90976
1515104,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),2015-12-24,미국,애니메이션,전체관람가,상업영화,일반영화,89분 9초,아담 샌들러,셀레나 고메즈,케빈 제임스,8,22,4469,12,57231
1511145,엑소더스: 신들과 왕들,리들리 스콧,이십세기폭스코리아(주),2014-12-03,미국,드라마,12세이상관람가,상업영화,일반영화,153분 31초,크리스찬 베일,조엘 에저튼,시고니 위버,6,12,3545,12,97384
1500830,인디펜던스 데이 : 리써전스,롤랜드 에머리히,이십세기폭스코리아(주),2016-06-22,미국,액션,12세이상관람가,상업영화,일반영화,119분 34초,빌 풀만,리암 헴스워스,제프 골드블럼,7,7,2307,6,168049
1462280,브레이킹 던 part1,빌 콘돈,(주)넥스트엔터테인먼트월드(NEW),2011-11-30,미국,드라마,15세이상관람가,상업영화,일반영화,117분 0초,로버트 패틴슨,크리스틴 스튜어트,NA,264,1042,94660,11,109502
1445124,위대한 개츠비,바즈 루어만,워너브러더스 코리아(주),2013-05-16,미국,드라마,15세이상관람가,상업영화,일반영화,141분 58초,레오나르도 디카프리오,캐리 뮬리건,토비 맥과이어,2,2,540,5,93346
1438056,다이하드: 굿 데이 투 다이,존 무어,이십세기폭스코리아(주),2013-02-06,미국,액션,15세이상관람가,상업영화,일반영화,96분 0초,브루스 윌리스,제이 코트니,메리 엘리자베스 윈스티드,7,11,2166,2,69810
1402816,위대한 쇼맨,마이클 그레이시,이십세기폭스코리아(주),2017-12-20,미국,드라마,12세이상관람가,상업영화,일반영화,104분 9초,휴 잭맨,잭 에프런,미쉘 윌리엄스,5,15,3583,12,40995
1399771,벤허,티무르 베크맘베토브,롯데쇼핑㈜롯데엔터테인먼트,2016-09-14,미국,어드벤처,12세이상관람가,상업영화,일반영화,123분 9초,잭 휴스턴,토비 켑벨,모건 프리먼,380,1005,20387,9,110492
1397526,말레피센트,로버트 스트롬버그,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-05-29,미국,액션,12세이상관람가,상업영화,일반영화,97분 20초,안젤리나 졸리,엘르 패닝,NA,1,1,389,5,56603
1385515,램페이지,브래드 페이튼,워너브러더스 코리아(주),2018-04-12,미국,액션,12세이상관람가,상업영화,일반영화,107분 6초,드웨인 존슨,제프리 딘 모건,나오미 해리스,12,14,3727,4,74779
1382480,해피 데스데이,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유),2017-11-08,미국,공포(호러),15세이상관람가,상업영화,일반영화,96분 12초,제시카 로테,이스라엘 브로우사드,NA,1,3,588,11,45059
