"y","title","director","dist","date","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","first_count","actor","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor2","dist_factor1","dir_to_m","dir_to_s"
1515104,"몬스터 호텔 2","젠디 타타코브스키","유니버설픽쳐스인터내셔널 코리아(유)",2015-12-24,"애니메이션","전체관람가","상업영화","일반영화","89분 9초","아담 샌들러","셀레나 고메즈","케빈 제임스",8,22,4469,12,57231,"아담 샌들러,셀레나 고메즈,케빈 제임스",1199994.5,0.507276138723251,795723.5,0.12661624986172,1515104,0.803981930751896,0,0,1199994.5,0.471354251099136
26812,"러브 앤 머시","빌 포래드","판씨네마(주)",2015-07-30,"드라마","15세이상관람가","다양성영화","예술영화","120분 51초","존 쿠삭","폴 다노","엘리자베스 뱅크스",7,11,1934,7,1288,"존 쿠삭,폴 다노,엘리자베스 뱅크스",115775,-0.513620424155373,28182,-0.596097627924746,220448,-0.415060763564327,0,0,26812,-0.524632299230878
401541,"아메리칸 메이드","더그 라이만","유니버설픽쳐스인터내셔널 코리아(유)",2017-09-14,"범죄","15세이상관람가","상업영화","일반영화","114분 46초","톰 크루즈","도널 글리슨","사라 라이트",2,3,510,9,49188,"톰 크루즈,도널 글리슨,사라 라이트",2356147.66666667,1.59590514236249,176786,-0.456172720809521,401541,-0.244544349442114,0,0,2549341.5,1.61689764586351
143947,"안나 카레니나","조 라이트","유니버설픽쳐스인터내셔널 코리아(유)",2013-03-21,"드라마","15세이상관람가","상업영화","일반영화","130분 0초","키이라 나이틀리","주드 로","애런 존슨",2,6,1266,3,11713,"키이라 나이틀리,주드 로,애런 존슨",849344.2,0.177105277525534,1101953.6,0.414961235853927,221556,-0.41401747538175,0,0,179606.333333333,-0.394915822070129
341882,"숲속으로","롭 마샬","월트디즈니컴퍼니코리아(주)",2014-12-24,"뮤지컬","전체관람가","상업영화","일반영화","124분 35초","메릴 스트립","조니 뎁","에밀리 블런트",5,7,1225,12,55379,"메릴 스트립,조니 뎁,에밀리 블런트",109192.4,-0.51981857288338,857134.142857143,0.184440255256406,943898.285714286,0.266137010594202,1,0,341882,-0.257150059756221
2744413,"메이즈 러너: 스코치 트라이얼","웨스 볼","이십세기폭스코리아(주)",2015-09-16,"액션","12세이상관람가","상업영화","일반영화","131분 35초","딜런 오브라이언","토마스 생스터","카야 스코델라리오",17,44,8833,9,111026,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",1473817,0.765106263609247,2744413,1.96149416219189,2897153.5,2.10531398046888,1,0,2744413,1.78250580175801
235207,"닌자터틀 : 어둠의 히어로","데이브 그린","롯데쇼핑㈜롯데엔터테인먼트",2016-06-16,"액션","12세이상관람가","상업영화","일반영화","112분 3초","메간 폭스","스티븐 아멜","로라 린니",3,10,2202,6,27009,"메간 폭스,스티븐 아멜,로라 린니",317768,-0.323424657130761,235207,-0.401163750670235,431154.5,-0.216660401251912,0,1,127174.5,-0.439428419904775
32187,"팔로우","데이빗 로버트 밋첼","(주)영화사오원,(주)브리즈픽처스",2015-04-02,"공포(호러)","청소년관람불가","다양성영화","예술영화","99분 56초","마이카 먼로","키어 길크리스","다니엘 조바토",2,7,1302,4,4885,"마이카 먼로,키어 길크리스,다니엘 조바토",32187,-0.59232653661498,32187,-0.59232653661498,32187,-0.59232653661498,0,0,32187,-0.520069132197596
14343,"리틀 보이","알레한드로 몬테베르드","메가박스중앙(주)플러스엠",2015-12-10,"드라마","12세이상관람가","다양성영화","예술영화","106분 23초","제이콥 살바티","에밀리 왓슨","캐리-히로유키 타가와",1,3,796,12,1455,"제이콥 살바티,에밀리 왓슨,캐리-히로유키 타가와",14343,-0.609128372652799,58269,-0.567767834107784,14343,-0.609128372652799,0,0,14343,-0.535217997786785
55875,"더 보이","윌리엄 브렌트 벨","(주)리틀빅픽쳐스",2016-06-01,"공포(호러)","15세이상관람가","다양성영화","예술영화","97분 12초","로렌 코핸","루퍼트 에반스",NA,2,5,1084,6,4180,"로렌 코핸,루퍼트 에반스,NA",55875,-0.57002201453115,55875,-0.57002201453115,378098.384960056,-0.266617818070159,0,0,55875,-0.49995893672143
32021,"극장판 위 베어 베어스: 곰 브라더스","매니 에르난데스","(주)팝엔터테인먼트",2017-08-24,"애니메이션","전체관람가","상업영화","일반영화","61분 55초",NA,NA,NA,2,3,618,8,3021,"NA,NA,NA",555752.299977078,-0.0993396320360487,474472.621972555,-0.175872238124299,369942.872482593,-0.274297014632068,0,0,24078.5,-0.526952934967711
78336,"세인트 빈센트","데오도르 멜피","(주)영화사 빅",2015-03-05,"코미디","12세이상관람가","다양성영화","예술영화","101분 38초","빌 머레이","나오미 왓츠","멜리사 맥카시",61,115,9987,3,7448,"빌 머레이,나오미 왓츠,멜리사 맥카시",667246,0.00564237127234028,68499,-0.558135308739768,969913.333333333,0.290632671018507,0,0,263629.5,-0.323583404550998
3653238,"분노의 질주: 더 익스트림","F. 게리 그레이","유니버설픽쳐스인터내셔널 코리아(유)",2017-04-12,"액션","15세이상관람가","상업영화","일반영화","136분 7초","빈 디젤","드웨인 존슨","샤를리즈 테론",1,2,503,4,208481,"빈 디젤,드웨인 존슨,샤를리즈 테론",1789070.2,1.06194736295904,1917131.125,1.18252899626444,1105832.5,0.418613591929196,0,0,3653238,2.55406306297157
171577,"조이","데이빗 O. 러셀","이십세기폭스코리아(주)",2016-03-10,"코미디","12세이상관람가","상업영화","일반영화","124분 5초","제니퍼 로렌스","브래들리 쿠퍼","로버트 드니로",8,21,4455,3,16799,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드니로",552092.545454545,-0.102785641642991,148735.857142857,-0.482584618429064,532780.625,-0.120969665463473,1,0,143740.333333333,-0.425364668361423
10615,"미래는 고양이처럼","미란다 줄리","(주)티캐스트",2012-05-17,"드라마","청소년관람불가","다양성영화","예술영화","91분 0초","미란다 줄리","해미쉬 링클레이터","데이빗 워숍스키",1,2,428,5,391,"미란다 줄리,해미쉬 링클레이터,데이빗 워숍스키",10615,-0.612638641916921,10615,-0.612638641916921,10615,-0.612638641916921,0,0,10615,-0.538382925544939
501286,"그레이트 월","장예모","유니버설픽쳐스인터내셔널 코리아(유)",2017-02-15,"판타지","12세이상관람가","상업영화","일반영화","103분 4초","맷 데이먼","페드로 파스칼","윌렘 데포",8,9,2098,2,46451,"맷 데이먼,페드로 파스칼,윌렘 데포",921599.181818182,0.245140267293786,501286,-0.15062487311437,467228.6,-0.182693179025288,0,0,501286,-0.121822231333272
34295,"헤일, 시저!","에단 코엔,조엘 코엔","유니버설픽쳐스인터내셔널 코리아(유)",2016-03-24,"코미디","12세이상관람가","다양성영화","예술영화","105분 56초","조지 클루니","조슈 브롤린","스칼렛 요한슨",18,21,1770,3,4014,"조지 클루니,조슈 브롤린,스칼렛 요한슨",531046.571428571,-0.122602443079923,1950989.875,1.2144102541632,2284123.75,1.52808772257798,0,0,32723.5,-0.519613664455576
269510,"헨젤과 그레텔: 마녀 사냥꾼 3D","토미 위르콜라","씨제이이앤엠(주)",2013-02-14,"액션","청소년관람불가","상업영화","일반영화","87분 0초","제레미 레너","젬마 아터튼","팜케 얀센",2,3,774,2,38390,"제레미 레너,젬마 아터튼,팜케 얀센",1359117.33333333,0.657105535469489,210493,-0.424434350078364,269510,-0.368864188822818,0,1,269510,-0.31859108757626
180486,"로마 위드 러브","우디 알렌","(주)나이너스엔터테인먼트",2013-04-18,"코미디","청소년관람불가","다양성영화","예술영화","111분 0초","알렉 볼드윈","엘렌 페이지","제시 아이젠버그",13,38,3857,4,9514,"알렉 볼드윈,엘렌 페이지,제시 아이젠버그",600170.4,-0.0575157341602049,180486,-0.452688816228714,1531316.25,0.819247317789788,0,0,185540,-0.389878368652488
200038,"언더월드 4: 어웨이크닝","만스 말린드,비욘 스테인","한국소니픽쳐스릴리징브에나비스타영화㈜",2012-02-22,"액션","청소년관람불가","상업영화","일반영화","88분 0초","케이트 베킨세일","테오 제임스","인디아 아이슬리",3,4,614,2,18357,"케이트 베킨세일,테오 제임스,인디아 아이슬리",380240.75,-0.264600576076532,232050,-0.404136368713913,200038,-0.434278734508727,1,0,200038,-0.377570127601599
126870,"버틀러: 대통령의 집사","리 다니엘스","(주)넥스트엔터테인먼트월드(NEW)",2013-11-28,"드라마","15세이상관람가","상업영화","일반영화","132분 12초","포레스트 휘테커","오프라 윈프리","데이빗 오예로워",1,1,282,11,8928,"포레스트 휘테커,오프라 윈프리,데이빗 오예로워",227579,-0.408346243681694,126870,-0.503173418392114,71449.5,-0.555357130235532,0,1,126870,-0.439686928623219
675966,"트롤","마이크 미첼,월트 도른","씨제이이앤엠(주)",2017-02-16,"애니메이션","전체관람가","상업영화","일반영화","92분 19초","안나 켄드릭","저스틴 팀버레이크","주이 디샤넬",5,10,1978,2,29500,"안나 켄드릭,저스틴 팀버레이크,주이 디샤넬",156426.8,-0.475342858685623,240102.142857143,-0.396554504555719,351488,-0.291674045653779,0,1,675966,0.026474330038592
33360,"배틀 오브 비보이","벤슨 리","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2014-01-09,"드라마","12세이상관람가","상업영화","일반영화","109분 31초","조쉬 펙","조쉬 홀로웨이",NA,19,48,11047,1,2745,"조쉬 펙,조쉬 홀로웨이,NA",33360,-0.59122204470328,33360,-0.59122204470328,368000.748717468,-0.276125710275802,1,0,33360,-0.519073300582705
20702,"워리어","개빈 오코너","(주)화앤담이엔티",2011-11-02,"드라마","15세이상관람가","상업영화","일반영화","121분 0초","닉 놀테","톰 하디","조엘 에저튼",7,33,5233,11,1262,"닉 놀테,톰 하디,조엘 에저튼",20702,-0.603140764752973,1457956.66666667,0.750172239838129,422757.5,-0.22456698145868,0,0,45115.5,-0.509093335920425
784031,"잭 리처","크리스토퍼 맥쿼리","씨제이이앤엠(주)",2013-01-17,"액션","15세이상관람가","상업영화","일반영화","130분 0초","톰 크루즈","로자문드 파이크","로버트 듀발",3,9,1139,1,75139,"톰 크루즈,로자문드 파이크,로버트 듀발",2356147.66666667,1.59590514236249,784031,0.115606640588452,784031,0.115606640588452,0,1,3455259.5,2.38598697655321
82995,"뷰티풀 크리처스","리차드 라그라브네스","롯데쇼핑㈜롯데엔터테인먼트",2013-04-18,"스릴러","15세이상관람가","상업영화","일반영화","123분 27초","앨리스 앤글레르트","비올라 데이비스","엠마 톰슨",3,3,612,4,9230,"앨리스 앤글레르트,비올라 데이비스,엠마 톰슨",82995,-0.544485935549663,82995,-0.544485935549663,442283.333333333,-0.206181538162981,0,1,82995,-0.476935106034431
34517,"파운더","존 리 행콕","CGV아트하우스",2017-04-20,"드라마","15세이상관람가","다양성영화","예술영화","115분 10초","마이클 키튼",NA,NA,2,10,1471,4,3730,"마이클 키튼,NA,NA",2065205,1.32195473988888,479186.793141405,-0.171433394197308,374931.878821265,-0.269599387054507,0,0,23674,-0.527296339817007
17423,"세상의 모든 계절","마이크 리","(주)영화사 진진",2011-03-24,"드라마","12세이상관람가","다양성영화","예술영화","129분 0초","짐 브로드벤트","레슬리 맨빌",NA,1,1,41,3,370,"짐 브로드벤트,레슬리 맨빌,NA",319854.5,-0.321460017425935,17423,-0.606228257488235,351288.632984963,-0.291861768804305,0,0,17423,-0.532603196956551
20491,"플라이트","로버트 저메키스","씨제이이앤엠(주)",2013-02-28,"드라마","청소년관람불가","상업영화","일반영화","138분 0초","덴젤 워싱턴","돈 치들","켈리 라일리",2,7,1342,2,2858,"덴젤 워싱턴,돈 치들,켈리 라일리",341529,-0.301051398551147,15827.5,-0.607730573639229,20491,-0.603339441473662,0,1,259211.333333333,-0.327334257105581
1019309,"로그 원: 스타워즈 스토리","가렛 에드워즈","월트디즈니컴퍼니코리아 유한책임회사",2016-12-28,"액션","12세이상관람가","상업영화","일반영화","133분 46초","펠리시티 존스","디에고 루나","매즈 미켈슨",34,36,2331,12,145102,"펠리시티 존스,디에고 루나,매즈 미켈슨",499311.25,-0.152484289484897,1019309,0.337143424902843,1019309,0.337143424902843,1,0,864521.5,0.186550654046793
15867,"어바웃 리키","조나단 드미","유니버설픽쳐스인터내셔널 코리아(유)",2015-09-03,"드라마","15세이상관람가","상업영화","일반영화","101분 17초","메릴 스트립","케빈 클라인","마미 검머",3,3,537,9,2057,"메릴 스트립,케빈 클라인,마미 검머",109192.4,-0.51981857288338,25246,-0.598862153289408,15867,-0.607693380603839,0,0,15867,-0.533924180752604
83258,"지랄발광 17세","켈리 프레몬","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2017-06-28,"코미디","15세이상관람가","다양성영화","예술영화","105분 7초","헤일리 스테인펠드","우디 해럴슨","카이라 세드윅",4,11,1916,6,6369,"헤일리 스테인펠드,우디 해럴슨,카이라 세드윅",322003,-0.319436998779485,1613260.4,0.896405587939891,83258,-0.544238295845676,1,0,83258,-0.476711829210291
13196,"올 이즈 로스트","J.C 챈더","유니버설픽쳐스인터내셔널 코리아(유)",2013-11-07,"드라마","12세이상관람가","다양성영화","예술영화","106분 0초","로버트 레드포드",NA,NA,1,1,183,11,961,"로버트 레드포드,NA,NA",13196,-0.610208383072849,460775.594316942,-0.188769302284526,355447.311047241,-0.287945974871528,0,0,13196,-0.536191756407655
2239156,"셜록홈즈 : 그림자 게임","가이 리치","워너브러더스 코리아(주)",2011-12-21,"액션","15세이상관람가","상업영화","일반영화","128분 0초","로버트 다우니 주니어","주드 로","미셸멀로니",9,12,2607,12,71772,"로버트 다우니 주니어,주드 로,미셸멀로니",7992541.42857143,6.90311001975041,1101953.6,0.414961235853927,2239156,1.4857462765743,1,0,2239156,1.35356215790031
14628,"아마데우스 감독판","밀로스 포만","시네마 뉴원",2015-10-29,"드라마","12세이상관람가","다양성영화","예술영화","180분 15초","톰 헐스","F. 머레이 아브라함",NA,1,4,465,10,551,"톰 헐스,F. 머레이 아브라함,NA",14628,-0.608860017840493,14628,-0.608860017840493,352562.272120788,-0.290662515501711,0,0,14628,-0.534976043813858
533790,"페르디난드","카를로스 살다나","이십세기폭스코리아(주)",2018-01-03,"애니메이션","전체관람가","상업영화","일반영화","107분 58초","존 시나","케이트 맥키넌","데이빗 테넌트",6,9,1658,1,55644,"존 시나,케이트 맥키넌,데이빗 테넌트",533790,-0.120019242169891,533790,-0.120019242169891,533790,-0.120019242169891,1,0,589490.5,-0.0469400235961266
2070084,"로건","제임스 맨골드","이십세기폭스코리아(주)",2017-03-01,"액션","청소년관람불가","상업영화","일반영화","137분 37초","휴 잭맨","패트릭 스튜어트","보이드 홀브룩",831,2240,99025,3,256255,"휴 잭맨,패트릭 스튜어트,보이드 홀브룩",1965008.875,1.22761048614113,1184191,0.492395628981956,1086854.5,0.400743986217151,1,0,1572708.5,0.787774016241986
260721,"스파이 브릿지","스티븐 스필버그","이십세기폭스코리아(주)",2015-11-05,"스릴러","12세이상관람가","상업영화","일반영화","141분 10초","톰 행크스","마크 라이런스","오스틴 스토웰",62,82,6332,11,18404,"톰 행크스,마크 라이런스,오스틴 스토웰",335953.142857143,-0.306301602400317,1358238.75,0.656278265064186,260721,-0.377139874595985,1,0,685611.25,0.0346627740995719
190893,"보이후드","리차드 링클레이터","유니버설픽쳐스인터내셔널 코리아(유)",2014-10-23,"드라마","15세이상관람가","다양성영화","예술영화","165분 36초","엘라 콜트레인","에단 호크","패트리시아 아퀘트",16,20,2053,10,5083,"엘라 콜트레인,에단 호크,패트리시아 아퀘트",190893,-0.442889628398318,107481.5,-0.521429549193462,190893,-0.442889628398318,0,0,190893,-0.385333878767993
54461,"파라노말 액티비티4","아리엘 슐만,헨리 유스트","씨제이이앤엠(주)",2012-10-25,"스릴러","15세이상관람가","상업영화","일반영화","87분 0초","케이티 피더스턴","캐서린 뉴튼","잭 에스트린",3,6,1161,10,7195,"케이티 피더스턴,캐서린 뉴튼,잭 에스트린",92949,-0.535113290631458,54461,-0.571353431038518,54461,-0.571353431038518,0,1,54461,-0.501159368011674
106241,"프리덤","피터 쿠센스","(주)씨타마운틴픽쳐스",2015-11-19,"드라마","12세이상관람가","다양성영화","예술영화","94분 39초","쿠바 구딩 주니어","베르나르드 포처","윌리엄 새들러",7,21,4151,11,6456,"쿠바 구딩 주니어,베르나르드 포처,윌리엄 새들러",106241,-0.522597598823865,106241,-0.522597598823865,106241,-0.522597598823865,0,0,106241,-0.45720015145663
956154,"잭 더 자이언트 킬러","브라이언 싱어","워너브러더스 코리아(주)",2013-02-28,"판타지","12세이상관람가","상업영화","일반영화","114분 0초","니콜라스 홀트","이완 맥그리거","엘레노어 톰린슨",1,1,303,2,113999,"니콜라스 홀트,이완 맥그리거,엘레노어 톰린슨",1233391.75,0.538722850145244,259963,-0.377853604237134,956154,0.277676940091788,1,0,2736281,1.77560204839715
14976,"캡틴 판타스틱","매트 로스","주식회사 더쿱",2016-11-30,"드라마","15세이상관람가","다양성영화","예술영화","119분 3초","비고 모텐슨","조지 맥케이","애너리즈 바쏘",6,35,1389,11,2260,"비고 모텐슨,조지 맥케이,애너리즈 바쏘",14976,-0.608532342490731,14976,-0.608532342490731,173426.5,-0.459336012009311,0,0,14976,-0.534680605278493
27840,"걸 온 더 트레인","테이트 테일러","씨제이이앤엠(주)",2017-03-09,"드라마","청소년관람불가","상업영화","일반영화","112분 7초","에밀리 블런트","해일리 베넷","루크 에반스",3,5,1350,3,4046,"에밀리 블런트,해일리 베넷,루크 에반스",943898.285714286,0.266137010594202,37106.5,-0.587694355916255,1773037,1.04685056865499,0,1,85789,-0.474563108138433
3049894,"캐리비안의 해적: 죽은 자는 말이 없다","요아킴 뢰닝,에스펜 샌버그","월트디즈니컴퍼니코리아 유한책임회사",2017-05-24,"액션","12세이상관람가","상업영화","일반영화","128분 56초","조니 뎁","카야 스코델라리오","올랜도 블룸",4,5,1859,5,206541,"조니 뎁,카야 스코델라리오,올랜도 블룸",857134.142857143,0.184440255256406,2897153.5,2.10531398046888,3049894,2.24913379874586,1,0,3049894,2.04184735124529
2282744,"호빗: 스마우그의 폐허","피터 잭슨","워너브러더스 코리아(주)",2013-12-12,"어드벤처","12세이상관람가","상업영화","일반영화","161분 4초","마틴 프리먼","베네딕트 컴버배치","케이트 블란쳇",3,3,798,12,139601,"마틴 프리먼,베네딕트 컴버배치,케이트 블란쳇",2646170.33333333,1.86898927667007,2610439.33333333,1.83534511597363,1069988.5,0.384863030903664,1,0,2646170.33333333,1.69910157891241
3100113,"나우 유 씨 미 2","존 추","롯데쇼핑㈜롯데엔터테인먼트",2016-07-13,"범죄","12세이상관람가","상업영화","일반영화","129분 2초","제시 아이젠버그","마크 러팔로","우디 해럴슨",653,3431,303125,7,196279,"제시 아이젠버그,마크 러팔로,우디 해럴슨",1531316.25,0.819247317789788,6188608,5.20453382102827,1613260.4,0.896405587939891,0,1,3100113,2.08448133919774
1075333,"더 울버린","제임스 맨골드","이십세기폭스코리아(주)",2013-07-25,"액션","15세이상관람가","상업영화","일반영화","128분 44초","휴 잭맨","사나다 히로유키","윌 윤 리",596,1660,57625,7,138359,"휴 잭맨,사나다 히로유키,윌 윤 리",1965008.875,1.22761048614113,1075333,0.389895389831266,1075333,0.389895389831266,1,0,1572708.5,0.787774016241986
289645,"앨빈과 슈퍼밴드: 악동 어드벤처","월트 벡커","이십세기폭스코리아(주)",2016-02-04,"애니메이션","전체관람가","상업영화","일반영화","91분 52초","저스틴 롱","제이슨 리","매튜 그레이 구블러",5,14,2854,2,8575,"저스틴 롱,제이슨 리,매튜 그레이 구블러",256299,-0.381303611367966,289645,-0.349905156732396,289645,-0.349905156732396,1,0,289645,-0.301497251629257
118836,"아티스트","미셀 하자나비시우스","(주)영화사 진진",2012-02-16,"멜로/로맨스","12세이상관람가","다양성영화","예술영화","100분 0초","장 뒤자르댕","베레니스 베조","존 굿맨",3,20,3867,2,3036,"장 뒤자르댕,베레니스 베조,존 굿맨",118836,-0.510738199311629,118836,-0.510738199311629,352987.75,-0.290261887303761,0,0,118836,-0.44650748377585
43978,"프랑켄위니","팀 버튼","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2012-10-11,"애니메이션","12세이상관람가","상업영화","일반영화","87분 0초","위노나 라이더","캐서린 오하라","찰리 타헨",3,4,1304,10,2385,"위노나 라이더,캐서린 오하라,찰리 타헨",27410,-0.596824539907552,43978,-0.581224180152195,43978,-0.581224180152195,1,0,857365.5,0.180475486923041
26640,"머신건 프리처","마크 포스터","(주)팝파트너스",2012-05-24,"액션","15세이상관람가","상업영화","일반영화","123분 0초","제라드 버틀러","미셸 모나한","매들린 캐롤",8,28,4943,5,2150,"제라드 버틀러,미셸 모나한,매들린 캐롤",955631,0.277184485471312,440893.666666667,-0.207490042505088,22242.5,-0.601690236372775,0,0,2632082.5,1.68714155349157
123582,"러시 : 더 라이벌","론 하워드","롯데쇼핑㈜롯데엔터테인먼트",2013-10-09,"액션","청소년관람불가","상업영화","일반영화","122분 15초","크리스 햄스워스","다니엘 브릴",NA,12,56,11710,10,19252,"크리스 햄스워스,다니엘 브릴,NA",123582,-0.506269385489869,123582,-0.506269385489869,484155.230568611,-0.166755134221064,0,1,459098.5,-0.157637786536361
309729,"주피터 어센딩","라나 워쇼스키,앤디 워쇼스키","워너브러더스 코리아(주)",2015-02-05,"SF","12세이상관람가","상업영화","일반영화","127분 22초","밀라 쿠니스","채닝 테이텀","숀 빈",2,3,699,2,44373,"밀라 쿠니스,채닝 테이텀,숀 빈",171789,-0.460877875185277,235781.4,-0.40062289802396,309729,-0.330994146029439,1,0,309729,-0.284446712708989
17916,"퍼펙트","닐스 아르덴 오플레브","(주)마인스 엔터테인먼트",2013-09-25,"액션","청소년관람불가","상업영화","일반영화","106분 55초","콜린 파렐","테렌스 하워드","누미 라파스",1,1,263,9,2775,"콜린 파렐,테렌스 하워드,누미 라파스",1186583.2,0.494648114532823,17916,-0.605764050742738,17916,-0.605764050742738,0,0,17916,-0.532184659031452
888386,"그것","안드레스 무시에티","워너브러더스 코리아(주)",2017-09-06,"공포(호러)","15세이상관람가","상업영화","일반영화","134분 31초","빌 스카스가드","핀 울프하드","하비에르 보텟",4,9,1268,9,76925,"빌 스카스가드,핀 울프하드,하비에르 보텟",888386,0.213866873704716,888386,0.213866873704716,888386,0.213866873704716,1,0,888386,0.206810691193912
3239371,"터미네이터 제니시스","앨런 테일러","롯데쇼핑㈜롯데엔터테인먼트",2015-07-02,"액션","15세이상관람가","상업영화","일반영화","125분 33초","아놀드 슈왈제네거","제이슨 클락","에밀리아 클라크",2,2,999,7,253699,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크",940885,0.263299713323045,1226218.33333333,0.531968390906044,1464338.33333333,0.756181190576828,0,1,3239371,2.20270599309929
1207732,"엘리시움","닐 블롬캠프","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-08-29,"SF","청소년관람불가","상업영화","일반영화","109분 24초","맷 데이먼","조디 포스터","샬토 코플리",9,13,2546,8,132038,"맷 데이먼,조디 포스터,샬토 코플리",921599.181818182,0.245140267293786,1207732,0.514561736478386,609254,-0.048962654254739,1,0,890694.5,0.208770518374625
446664,"빅쇼트","아담 맥케이","롯데쇼핑㈜롯데엔터테인먼트",2016-01-21,"드라마","청소년관람불가","상업영화","일반영화","130분 7초","크리스찬 베일","스티브 카렐","라이언 고슬링",2,6,1356,1,27454,"크리스찬 베일,스티브 카렐,라이언 고슬링",1704127.4,0.981965576465362,815908.333333333,0.145622204811136,631177.142857143,-0.0283199143018474,0,1,446664,-0.168194195927124
18023,"초(민망한)능력자들","그랜트 헤스로브","팝엔터테인먼트",2011-07-07,"코미디","12세이상관람가","다양성영화","예술영화","93분 0초","조지 클루니","이완 맥그리거","케빈 스페이시",1,1,187,7,2541,"조지 클루니,이완 맥그리거,케빈 스페이시",531046.571428571,-0.122602443079923,259963,-0.377853604237134,18023,-0.605663299988644,0,0,18023,-0.53209382017144
294320,"포인트 브레이크","에릭슨 코어","(주)시네마서비스,(주)나이너스엔터테인먼트",2016-01-07,"범죄","15세이상관람가","상업영화","일반영화","113분 41초","루크 브레이시","에드가 라미레즈","테레사 팔머",1,4,1534,1,32809,"루크 브레이시,에드가 라미레즈,테레사 팔머",273382,-0.365218329758794,129900.333333333,-0.500320069153904,702739,0.0390624321606115,0,0,294320,-0.297528357511937
69786,"인보카머스","스콧 데릭슨","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2014-08-21,"공포(호러)","청소년관람불가","상업영화","일반영화","118분 19초","에릭 바나","에드가 라미레즈","올리비아 문",5,9,1668,8,11511,"에릭 바나,에드가 라미레즈,올리비아 문",139349,-0.491423243996466,129900.333333333,-0.500320069153904,69786,-0.556923474903146,1,0,1856801.33333333,1.02895783976914
103625,"베리 굿 걸","나오미 포너","(주)영화사 빅",2014-09-25,"멜로/로맨스","15세이상관람가","다양성영화","예술영화","90분 28초","다코타 패닝","엘리자베스 올슨","보이드 홀브룩",6,7,1326,9,16519,"다코타 패닝,엘리자베스 올슨,보이드 홀브룩",75056,-0.551961264865077,215022.5,-0.420169391754373,1086854.5,0.400743986217151,0,0,103625,-0.459421034239712
27279,"라자루스","데이빗 겔브","(유)조이앤시네마",2015-07-02,"공포(호러)","15세이상관람가","상업영화","일반영화","83분 5초","올리비아 와일드","에반 피터스","마크 듀플라스",3,4,851,7,3137,"올리비아 와일드,에반 피터스,마크 듀플라스",27279,-0.596947888961629,27279,-0.596947888961629,27279,-0.596947888961629,0,0,27279,-0.524235834299801
1101678,"박물관이 살아있다 : 비밀의 무덤","숀 레비","이십세기폭스코리아(주)",2015-01-14,"어드벤처","전체관람가","상업영화","일반영화","97분 40초","벤 스틸러","로빈 윌리엄스","댄 스티븐스",8,20,4295,1,51438,"벤 스틸러,로빈 윌리엄스,댄 스티븐스",530764.25,-0.122868275760534,305640.25,-0.33484409599019,3119835.5,2.3149904236752,1,0,1101678,0.38788734661026
51151,"빅 미라클","켄 콰피스","유니버설픽쳐스인터내셔널 코리아(유)",2012-02-23,"드라마","전체관람가","상업영화","일반영화","107분 0초","드류 베리모어","크리스틴 벨",NA,158,484,8027,2,5568,"드류 베리모어,크리스틴 벨,NA",51151,-0.574470113244592,51151,-0.574470113244592,387865.297228147,-0.257421334180659,0,0,51151,-0.503969429942867
68897,"이퀄스","드레이크 도리머스","씨네그루(주)키다리이엔티",2016-08-31,"드라마","15세이상관람가","상업영화","일반영화","101분 50초","니콜라스 홀트","크리스틴 스튜어트",NA,6,8,1288,8,15046,"니콜라스 홀트,크리스틴 스튜어트,NA",1233391.75,0.538722850145244,481051,-0.169678064788057,454558.953191383,-0.194622865661437,0,0,68897,-0.488903762561913
55892,"나이트 크롤러","댄 길로이","(주)스톰픽쳐스코리아",2015-02-26,"범죄","청소년관람불가","다양성영화","예술영화","118분 2초","제이크 질렌할","빌 팩스톤",NA,17,28,3826,2,6302,"제이크 질렌할,빌 팩스톤,NA",245403.571428571,-0.391562701505767,2376517,1.61508482174303,393030.22057453,-0.252558063881744,0,0,55892,-0.499944504379185
17372,"유아 낫 유","조지 C. 울프","(주)마인스 엔터테인먼트",2015-01-21,"드라마","15세이상관람가","상업영화","일반영화","102분 15초","힐러리 스웽크","에미 로섬","조쉬 더하멜",4,22,4101,1,1240,"힐러리 스웽크,에미 로섬,조쉬 더하멜",17372,-0.6062762788757,17372,-0.6062762788757,2613970,1.83866957699344,0,0,17372,-0.532646493983285
1111158,"라이트 아웃","데이비드 F. 샌드버그","워너브러더스 코리아(주)",2016-08-24,"공포(호러)","15세이상관람가","상업영화","일반영화","80분 49초","테레사 팔머","알리시아 벨라 베일리","가브리엘 베이트먼",222,561,12545,8,57997,"테레사 팔머,알리시아 벨라 베일리,가브리엘 베이트먼",702739,0.0390624321606115,1522675,0.811110752800895,1111158,0.423628060535977,1,0,1522675,0.745297510612268
