"y","title","director","dist","date","genre","grade","type2","type3","time","main1","main2","main3","b_screen","b_play","b_count","month","first_count","actor","main1_to_m","main1_to_s","main2_to_m","main2_to_s","main3_to_m","main3_to_s","dist_factor2","dist_factor1","dir_to_m","dir_to_s"
2078492,"인투 더 스톰","스티븐 쿼일","워너브러더스 코리아(주)",2014-08-28,"액션","12세이상관람가","상업영화","일반영화","89분 8초","리차드 아미티지","사라 웨인 콜리스","제레미 섬터",7,20,2839,8,97234,"리차드 아미티지,사라 웨인 콜리스,제레미 섬터",2578086.33333333,1.80488166599988,1083734.5,0.397806207219281,2078492,1.33446572371731,1,0,1167842.5,0.444058447107677
21604,"차일드 44","다니엘 에스피노사","(주)넥스트엔터테인먼트월드(NEW)",2015-05-28,"스릴러","청소년관람불가","상업영화","일반영화","137분 0초","톰 하디","게리 올드만","조엘 킨나만",2,3,756,5,2954,"톰 하디,게리 올드만,조엘 킨나만",1457956.66666667,0.750172239838129,1497719.2,0.78761247552043,155569,-0.476150559590871,0,1,21604,-0.529053689725638
10366,"빅토리아 & 압둘","스티븐 프리어스","유니버설픽쳐스인터내셔널 코리아(유)",2017-10-25,"드라마","12세이상관람가","다양성영화","예술영화","111분 36초","주디 덴치",NA,NA,1,2,226,10,1022,"주디 덴치,NA,NA",1193255.5,0.500930724407018,461181.185912569,-0.188387398928325,355876.548546055,-0.287541806631427,0,0,10366,-0.53859431691076
332180,"에베레스트","발타자르 코루마쿠르","유니버설픽쳐스인터내셔널 코리아(유)",2015-09-24,"어드벤처","12세이상관람가","상업영화","일반영화","121분 14초","제이슨 클락","조슈 브롤린","키이라 나이틀리",2,7,2602,9,25680,"제이슨 클락,조슈 브롤린,키이라 나이틀리",1226218.33333333,0.531968390906044,1950989.875,1.2144102541632,849344.2,0.177105277525534,0,0,332180,-0.265386682371459
636631,"스노우 화이트 앤 더 헌츠맨","루퍼트 샌더스","유니버설픽쳐스인터내셔널 코리아(유)",2012-05-30,"액션","12세이상관람가","상업영화","일반영화","127분 0초","샤를리즈 테론","크리스틴 스튜어트","크리스 헴스워스",285,1815,118328,5,30024,"샤를리즈 테론,크리스틴 스튜어트,크리스 헴스워스",1105832.5,0.418613591929196,481051,-0.169678064788057,2886339,2.09513109233668,0,0,700351.5,0.0471766760274493
645191,"리오","카를로스 살다나","이십세기폭스코리아(주)",2011-07-27,"애니메이션","전체관람가","상업영화","일반영화","96분 0초","송중기","박보영",NA,12,293,10518,7,28871,"송중기,박보영,NA",645191,-0.0151245248167709,645191,-0.0151245248167709,551841.058455334,-0.103022440753413,1,0,589490.5,-0.0469400235961266
668576,"패신저스","모튼 틸덤","유니버설픽쳐스인터내셔널 코리아(유)",2017-01-04,"어드벤처","12세이상관람가","상업영화","일반영화","116분 0초","크리스 프랫","제니퍼 로렌스","마이클 쉰",1,1,401,1,85044,"크리스 프랫,제니퍼 로렌스,마이클 쉰",565665.666666667,-0.0900052472735953,552092.545454545,-0.102785641642991,232631.666666667,-0.403588673804588,0,0,668576,0.0202005059686465
71362,"더 서클","제임스 폰솔트","씨네그루(주)키다리이엔티",2017-06-22,"드라마","12세이상관람가","다양성영화","예술영화","109분 8초","엠마 왓슨","톰 행크스",NA,3,6,1030,6,10401,"엠마 왓슨,톰 행크스,NA",2330627.8,1.57187574225936,335953.142857143,-0.306301602400317,421873.573158757,-0.225399283288762,0,0,71362,-0.486811072936417
10273803,"인터스텔라","크리스토퍼 놀란","워너브러더스 코리아(주)",2014-11-06,"SF","12세이상관람가","상업영화","일반영화","169분 5초","매튜 매커너히","앤 해서웨이","마이클 케인",241,255,15181,11,227025,"매튜 매커너히,앤 해서웨이,마이클 케인",1641979.5,0.92344737281737,3919421,3.06787679832313,3963012.66666667,3.10892252999476,1,0,6487678.66666667,4.96039352026056
1694529,"토르: 천둥의 신","케네스 브래너","씨제이이앤엠(주)",2011-04-28,"액션","12세이상관람가","상업영화","일반영화","130분 0초","스텔란 스카스가드","스튜어트 타운젠드","나탈리 포트만",1,2,2,4,81994,"스텔란 스카스가드,스튜어트 타운젠드,나탈리 포트만",1694529,0.972927763025248,1694529,0.972927763025248,1694529,0.972927763025248,0,1,900815.75,0.21736306801846
999047,"맨 인 더 다크","페드 알바레즈","유니버설픽쳐스인터내셔널 코리아(유)",2016-10-05,"스릴러","청소년관람불가","상업영화","일반영화","88분 23초","제인 레비","딜런 미네트","스티븐 랭",304,1407,43283,10,61267,"제인 레비,딜런 미네트,스티븐 랭",999047,0.318064810141675,648201.5,-0.012289850562576,516258,-0.136527300307923,0,0,999047,0.300757598555785
3984812,"쿵푸팬더3","여인영,알레산드로 칼로니","씨제이이앤엠(주)",2016-01-28,"애니메이션","전체관람가","상업영화","일반영화","94분 47초","잭 블랙","안젤리나 졸리","더스틴 호프만",4,11,2455,1,222044,"잭 블랙,안젤리나 졸리,더스틴 호프만",2014746,1.27444275576916,3984812,3.12944869141599,3984812,3.12944869141599,0,1,3984812,2.835556559882
18740,"슬립리스: 크리미널 나이트","바란 보 오다르","(주)미디어로그",2017-03-08,"액션","15세이상관람가","상업영화","일반영화","94분 54초","제이미 폭스","미셸 모나한","데이빗 하버",3,6,1045,3,2226,"제이미 폭스,미셸 모나한,데이빗 하버",1254183.5,0.55830027529876,440893.666666667,-0.207490042505088,18740,-0.604988175776634,0,0,18740,-0.531485114913233
2376145,"007 스카이폴","샘 멘데스","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2012-10-26,"액션","15세이상관람가","상업영화","일반영화","143분 0초","다니엘 크레이그","하비에르 바르뎀","주디 덴치",2,4,987,10,201303,"다니엘 크레이그,하비에르 바르뎀,주디 덴치",947698.333333333,0.269715119596172,1211307,0.517927941580112,1193255.5,0.500930724407018,1,0,2376145,1.46986051859283
540410,"툼레이더","로아 우타우","워너브러더스 코리아(주)",2018-03-08,"액션","12세이상관람가","상업영화","일반영화","117분 39초","알리시아 비칸데르","크리스틴 스콧 토마스","월튼 고긴스",5,6,951,3,59418,"알리시아 비칸데르,크리스틴 스콧 토마스,월튼 고긴스",208666.25,-0.426154410265659,540410,-0.113785877757744,540410,-0.113785877757744,1,0,540410,-0.0886074690988274
14063,"테레즈 라캥","찰리 스트레이턴","판씨네마(주)",2014-07-10,"범죄","청소년관람불가","다양성영화","예술영화","106분 36초","엘리자베스 올슨","오스카 아이삭","톰 펠튼",5,8,1232,7,1259,"엘리자베스 올슨,오스카 아이삭,톰 펠튼",215022.5,-0.420169391754373,65571,-0.560892301337769,94604.5,-0.533554478730505,0,0,14063,-0.53545570695317
72495,"파워레인져스: 더 비기닝","딘 이스라엘리트","(주)넥스트엔터테인먼트월드(NEW)",2017-04-20,"액션","12세이상관람가","상업영화","일반영화","124분 4초","데이커 몽고메리","나오미 스콧","RJ 사일러",3,5,1345,4,10413,"데이커 몽고메리,나오미 스콧,RJ 사일러",72495,-0.554372691792495,72495,-0.554372691792495,72495,-0.554372691792495,0,1,169442,-0.403544947797005
107567,"더 기버: 기억전달자","필립 노이스","(주)지어소프트",2014-08-20,"SF","12세이상관람가","다양성영화","예술영화","97분 12초","브렌튼 스웨이츠","테일러 스위프트","메릴 스트립",3,7,1111,8,13893,"브렌튼 스웨이츠,테일러 스위프트,메릴 스트립",126978,-0.503071726042187,107567,-0.52134904274977,109192.4,-0.51981857288338,0,0,107567,-0.456074428761535
2262758,"컨저링","제임스 완","워너브러더스 코리아(주)",2013-09-17,"공포(호러)","15세이상관람가","상업영화","일반영화","111분 46초","베라 파미가","패트릭 윌슨","릴리 테일러",22,49,5783,9,81130,"베라 파미가,패트릭 윌슨,릴리 테일러",1822086.66666667,1.09303553038123,2094479.5,1.34951948709181,2262758,1.50796982141652,1,0,2478839,1.55704375120974
953871,"스텝업4 : 레볼루션","스콧 스피어","롯데쇼핑㈜롯데엔터테인먼트",2012-08-15,"멜로/로맨스","12세이상관람가","상업영화","일반영화","98분 0초","라이언 구즈만","캐서린 맥코믹","메간 본",168,778,43569,8,79915,"라이언 구즈만,캐서린 맥코믹,메간 본",757245.5,0.0903855254129868,953871,0.275527276805847,953871,0.275527276805847,0,1,552792,-0.0780956301767618
921317,"매그니피센트 7","안톤 후쿠아","유니버설픽쳐스인터내셔널 코리아(유)",2016-09-14,"액션","15세이상관람가","상업영화","일반영화","132분 40초","덴젤 워싱턴","크리스 프랫","이병헌",464,1241,35356,9,112370,"덴젤 워싱턴,크리스 프랫,이병헌",341529,-0.301051398551147,565665.666666667,-0.0900052472735953,921317,0.244874566069736,0,0,363840.666666667,-0.238508001369584
884885,"몬스터 호텔","젠디 타타코브스키","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2013-01-17,"애니메이션","전체관람가","상업영화","일반영화","91분 0초","아담 샌들러","스티브 부세미","프란 드레셔",13,21,4402,1,53476,"아담 샌들러,스티브 부세미,프란 드레셔",1199994.5,0.507276138723251,1401657.66666667,0.697161336055728,884885,0.210570346694606,1,0,1199994.5,0.471354251099136
45484,"리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국","제이미 미첼","월트디즈니컴퍼니코리아 유한책임회사",2017-04-13,"애니메이션","전체관람가","상업영화","일반영화","63분 11초","아리엘 윈터","아이미 카레로","제인 폰다",1,1,4,4,530,"아리엘 윈터,아이미 카레로,제인 폰다",53969,-0.571816696188182,45484,-0.579806136828223,45484,-0.579806136828223,1,0,53969,-0.501577056975464
10494499,"어벤져스: 에이지 오브 울트론","조스 웨던","월트디즈니컴퍼니코리아(주)",2015-04-23,"액션","12세이상관람가","상업영화","일반영화","141분 6초","로버트 다우니 주니어","크리스 헴스워스","마크 러팔로",6,13,3501,4,622165,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로",7992541.42857143,6.90311001975041,2886339,2.09513109233668,6188608,5.20453382102827,1,0,8784683,6.91046132475795
15050,"뷰티풀 라이","필리프 팔라도","씨제이이앤엠(주)",2015-03-26,"드라마","12세이상관람가","다양성영화","예술영화","110분 16초","리즈 위더스푼","아놀드 오셍","게르 두아니",3,12,534,3,1059,"리즈 위더스푼,아놀드 오셍,게르 두아니",373589,-0.270863836156366,15050,-0.608462664399115,15050,-0.608462664399115,0,1,15050,-0.534617782141663
629322,"컨택트","드니 빌뇌브","유니버설픽쳐스인터내셔널 코리아(유)",2017-02-02,"SF","12세이상관람가","상업영화","일반영화","116분 22초","에이미 아담스","제레미 레너","포레스트 휘테커",18,28,4830,2,54584,"에이미 아담스,제레미 레너,포레스트 휘테커",700315.25,0.0367802392612244,1359117.33333333,0.657105535469489,227579,-0.408346243681694,0,0,322215.25,-0.27384636957051
80197,"프렌즈 위드 베네핏","윌 글럭","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-10-27,"코미디","청소년관람불가","상업영화","일반영화","109분 0초","저스틴 팀버레이크","밀라 쿠니스",NA,31,53,10680,10,8016,"저스틴 팀버레이크,밀라 쿠니스,NA",240102.142857143,-0.396554504555719,171789,-0.460877875185277,405091.090623167,-0.241201598905806,1,0,80197,-0.479310499775663
5446379,"닥터 스트레인지","스콧 데릭슨","월트디즈니컴퍼니코리아(주)",2016-10-26,"액션","12세이상관람가","상업영화","일반영화","114분 47초","베네딕트 컴버배치","레이첼 맥아담스","틸다 스윈튼",1173,2755,118546,10,435068,"베네딕트 컴버배치,레이첼 맥아담스,틸다 스윈튼",2610439.33333333,1.83534511597363,1961786.66666667,1.22457646820253,3110014,2.30574254020482,1,0,1856801.33333333,1.02895783976914
30140,"지골로 인 뉴욕","존 터투로","(주)나이너스엔터테인먼트",2014-09-25,"멜로/로맨스","청소년관람불가","다양성영화","예술영화","90분 5초","존 터투로","우디 앨런","샤론 스톤",4,8,1445,9,3701,"존 터투로,우디 앨런,샤론 스톤",37408.5,-0.587409993974794,30140,-0.594253983284416,25036.5,-0.599059417616349,0,0,30140,-0.521806955996132
114887,"로맨틱 크라운","톰 행크스","(주)싸이더스",2011-08-17,"멜로/로맨스","12세이상관람가","상업영화","일반영화","99분 0초","줄리아 로버츠","윌머 발데라마","구구 바샤-로",4,6,984,8,10135,"줄리아 로버츠,윌머 발데라마,구구 바샤-로",61268.3333333333,-0.564943674340387,114887,-0.514456561254767,58689.3333333333,-0.567372049992793,0,0,114887,-0.449860031983186
197238,"스누피: 더 피너츠 무비","스티브 마티노","이십세기폭스코리아(주)",2015-12-24,"애니메이션","전체관람가","상업영화","일반영화","93분 1초",NA,NA,NA,8,24,4991,12,11200,"NA,NA,NA",607980.052275093,-0.0501621981235252,528855.140999383,-0.124665884839591,427495.880725187,-0.22010534191433,1,0,197238,-0.379947219265448
65145,"데몰리션","장 마크 발레","(주)리틀빅픽쳐스",2016-07-13,"드라마","청소년관람불가","다양성영화","예술영화","100분 24초","제이크 질렌할","나오미 왓츠","유다 르위스",1,9,1693,7,3760,"제이크 질렌할,나오미 왓츠,유다 르위스",245403.571428571,-0.391562701505767,68499,-0.558135308739768,65145,-0.561293421162478,0,0,72424.3333333333,-0.485909193039668
28220,"서프러제트","사라 가브론","유니버설픽쳐스인터내셔널 코리아(유)",2016-06-23,"드라마","12세이상관람가","다양성영화","예술영화","106분 58초","캐리 멀리건","헬레나 본햄 카터","메릴 스트립",4,7,355,6,1489,"캐리 멀리건,헬레나 본햄 카터,메릴 스트립",66410.5,-0.560101831636258,207873.5,-0.426900860361993,109192.4,-0.51981857288338,0,0,28220,-0.523436961708486
29441,"너브","헨리 유스트,아리엘 슐만","(주)박수엔터테인먼트",2017-01-11,"어드벤처","15세이상관람가","상업영화","일반영화","96분 9초","엠마 로버츠","줄리엣 루이스",NA,2,3,433,1,4665,"엠마 로버츠,줄리엣 루이스,NA",29441,-0.594912158771439,29441,-0.594912158771439,381511.174909641,-0.263404349275917,0,0,80439,-0.479105051139002
10823,"말리","케빈 맥도널드","CGV아트하우스",2012-08-02,"드라마","12세이상관람가","다양성영화","예술영화","120분 0초",NA,NA,NA,1,4,250,8,347,"NA,NA,NA",538677.228495859,-0.115417448184977,456693.082190463,-0.192613378689565,351126.789337869,-0.292014160107949,0,0,10823,-0.538206341592767
1362114,"퓨리","데이비드 에이어","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",2014-11-20,"액션","15세이상관람가","상업영화","일반영화","134분 27초","브래드 피트","로건 레먼","샤이아 라보프",10,17,4817,11,74695,"브래드 피트,로건 레먼,샤이아 라보프",1447722.16666667,0.740535477288866,1135200,0.446265907544565,712611,0.0483578662205392,1,0,686549.5,0.0354593120472886
97017,"다크타워: 희망의 탑","니콜라이 아르셀","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점",2017-08-23,"액션","15세이상관람가","상업영화","일반영화","94분 36초","이드리스 엘바","매튜 매커너히",NA,1,2,410,8,14517,"이드리스 엘바,매튜 매커너히,NA",712424.75,0.048182493996708,1641979.5,0.92344737281737,450836.549308227,-0.198127865645259,1,0,97017,-0.465030970566396
279488,"오큘러스","마이크 플래너건","씨네그루(주)다우기술",2014-05-29,"미스터리","15세이상관람가","상업영화","일반영화","102분 45초","카렌 길런","브렌튼 스웨이츠","케이티 색호프",6,12,2539,5,25027,"카렌 길런,브렌튼 스웨이츠,케이티 색호프",279488,-0.359468945604629,126978,-0.503071726042187,205773.5,-0.428878211610559,0,0,207675.666666667,-0.371086044114244
185960,"팬","조 라이트","워너브러더스 코리아(주)",2015-10-08,"판타지","전체관람가","상업영화","일반영화","111분 21초","휴 잭맨","가렛 헤드룬드","루니 마라",14,17,2276,10,15998,"휴 잭맨,가렛 헤드룬드,루니 마라",1965008.875,1.22761048614113,185960,-0.447534520640784,124203.5,-0.505684183679877,1,0,179606.333333333,-0.394915822070129
3427464,"비긴 어게인","존 카니","판씨네마(주)",2014-08-13,"멜로/로맨스","15세이상관람가","다양성영화","예술영화","103분 58초","키이라 나이틀리","마크 러팔로","애덤 리바인",24,46,9215,8,12032,"키이라 나이틀리,마크 러팔로,애덤 리바인",849344.2,0.177105277525534,6188608,5.20453382102827,3427464,2.60465213727979,0,0,3427464,2.36238967250231
612328,"잭 리처: 네버 고 백","에드워드 즈윅","롯데쇼핑㈜롯데엔터테인먼트",2016-11-30,"액션","15세이상관람가","상업영화","일반영화","118분 0초","톰 크루즈","코비 스멀더스","로버트 네퍼",19,35,4725,11,111255,"톰 크루즈,코비 스멀더스,로버트 네퍼",2356147.66666667,1.59590514236249,326029.5,-0.315645663159317,317895,-0.323305074460014,0,1,386617.666666667,-0.219171209645478
60048,"행오버 2","토드 필립스","워너브러더스 코리아(주)",2011-08-25,"코미디","청소년관람불가","상업영화","일반영화","102분 0초","브래들리 쿠퍼","에드 헬름스","켄 정",1,2,520,8,7094,"브래들리 쿠퍼,에드 헬름스,켄 정",148735.857142857,-0.482584618429064,178536.5,-0.454524457304466,60048,-0.566092735121499,1,0,60048,-0.496416221180986
85200,"빅 아이즈","팀 버튼","판씨네마(주)",2015-01-28,"드라마","12세이상관람가","다양성영화","예술영화","105분 36초","에이미 아담스","크리스토프 왈츠",NA,8,12,2443,1,8225,"에이미 아담스,크리스토프 왈츠,NA",700315.25,0.0367802392612244,338491.75,-0.303911260493866,406561.756807628,-0.239816825755298,0,0,857365.5,0.180475486923041
66698,"라스트 스탠드","김지운","씨제이이앤엠(주)",2013-02-21,"액션","청소년관람불가","상업영화","일반영화","107분 0초","아놀드 슈왈제네거","포레스트 휘테커","루이스 구즈만",5,8,1839,2,8221,"아놀드 슈왈제네거,포레스트 휘테커,루이스 구즈만",940885,0.263299713323045,227579,-0.408346243681694,66698,-0.559831122834371,0,1,66698,-0.490770628479343
10850,"라이크 크레이지","드레이크 도레무스","(주)팝엔터테인먼트",2018-05-30,"드라마","12세이상관람가","다양성영화","예술영화","90분 1초","안톤 옐친","펠리시티 존스","제니퍼 로렌스",2,5,859,5,2030,"안톤 옐친,펠리시티 존스,제니퍼 로렌스",34582.6666666667,-0.590070786865226,499311.25,-0.152484289484897,552092.545454545,-0.102785641642991,0,0,10850,-0.538183419637437
428896,"랭고","고어 버빈스키","씨제이이앤엠(주)",2011-03-03,"애니메이션","전체관람가","상업영화","일반영화","104분 0초","조니 뎁",NA,NA,4,11,1833,3,14312,"조니 뎁,NA,NA",857134.142857143,0.184440255256406,549546.961418931,-0.105182552962587,449394.029845,-0.199486135960351,0,1,408211.5,-0.200838880642899
38305,"나의 그리스식 웨딩 2","커크 존스","(주)이수C&E",2016-03-30,"코미디","15세이상관람가","상업영화","일반영화","94분 15초","니아 발다로스","존 코베트","엘레나 캠푸리스",2,7,1940,3,5692,"니아 발다로스,존 코베트,엘레나 캠푸리스",38305,-0.586565853310823,38305,-0.586565853310823,36244.5,-0.588506011524,0,0,38305,-0.514875186912085
3004647,"레드: 더 레전드","딘 패리소트","롯데쇼핑㈜롯데엔터테인먼트",2013-07-18,"액션","15세이상관람가","상업영화","일반영화","115분 46초","브루스 윌리스","존 말코비치","메리-루이스 파커",3,6,1337,7,131462,"브루스 윌리스,존 말코비치,메리-루이스 파커",930101.333333333,0.253145857729017,5394727,4.4570187798077,3004647,2.20652941210592,0,1,3004647,2.0034343989188
46373,"하드코어 헨리","일리야 나이슐러","㈜코리아스크린,와이드 릴리즈(주)",2016-05-19,"액션","청소년관람불가","상업영화","일반영화","96분 19초","샬토 코플리","해일리 베넷","팀 로스",10,15,2158,5,12773,"샬토 코플리,해일리 베넷,팀 로스",609254,-0.048962654254739,37106.5,-0.587694355916255,29419,-0.594932873879757,0,0,46373,-0.508025767074965
641099,"머니볼","베넷 밀러","한국소니픽쳐스릴리징브에나비스타영화㈜",2011-11-17,"드라마","12세이상관람가","상업영화","일반영화","132분 0초","조나 힐","브래드 피트",NA,27,35,6890,11,35378,"조나 힐,브래드 피트,NA",613090.5,-0.0453502218427746,1447722.16666667,0.740535477288866,597628.737222244,-0.0599089532397417,1,0,641099,-0.00312640390549312
12804,"트윈스터즈","사만다 푸터먼,라이언 미야모토","CGV아트하우스",2016-03-03,"다큐멘터리","12세이상관람가","다양성영화","예술영화","88분 50초","사만다 푸터먼","아나이스 보르디에",NA,6,24,2389,3,1045,"사만다 푸터먼,아나이스 보르디에,NA",12804,-0.610577488639248,12804,-0.610577488639248,356038.392193149,-0.287389415327783,0,0,12804,-0.536524549240594
252444,"노벰버 맨","로저 도널드슨","롯데쇼핑㈜롯데엔터테인먼트",2014-10-16,"액션","15세이상관람가","상업영화","일반영화","101분 52초","피어스 브로스넌","올가 쿠릴렌코","루크 브레이시",9,10,2345,10,29734,"피어스 브로스넌,올가 쿠릴렌코,루크 브레이시",160745.5,-0.471276388763155,634644.666666667,-0.0250549083331827,273382,-0.365218329758794,0,1,148495,-0.421328140326524
88522,"콜드 라잇 오브 데이","마브룩 엘 메크리","씨너스엔터테인먼트(주)",2012-05-17,"액션","15세이상관람가","상업영화","일반영화","93분 0초","헨리 카빌","브루스 윌리스","시고니 위버",6,11,2140,5,10249,"헨리 카빌,브루스 윌리스,시고니 위버",1466518.25,0.758233791025688,930101.333333333,0.253145857729017,724441.333333333,0.0594972587860746,0,0,88522,-0.472242896882254
2801949,"빅 히어로","돈 홀,크리스 윌리암스","월트디즈니컴퍼니코리아(주)",2015-01-21,"애니메이션","전체관람가","상업영화","일반영화","107분 54초","라이언 포터","스콧 애짓","다니엘 헤니",25,191,9606,1,72487,"라이언 포터,스콧 애짓,다니엘 헤니",2801949,2.01566982001928,2801949,2.01566982001928,2801949,2.01566982001928,1,0,2801949,1.83135163960488
16136,"위 베어 베어스: 베이비 베어스","매니 에르난데스","(주)팝엔터테인먼트",2018-05-24,"애니메이션","전체관람가","다양성영화","예술영화","70분 27초",NA,NA,NA,5,5,1004,5,478,"NA,NA,NA",539513.740973062,-0.114629791522483,457564.106764679,-0.191793225580346,352048.594458273,-0.291146192248061,0,0,24078.5,-0.526952934967711
18028,"인카네이트","브래드 페이튼","판씨네마(주)",2017-05-25,"스릴러","15세이상관람가","상업영화","일반영화","86분 28초","아론 에크하트","데이비드 매주즈",NA,1,2,316,5,3218,"아론 에크하트,데이비드 매주즈,NA",337520.6,-0.304825691286744,18028,-0.605658592009481,371329.098503352,-0.272991749987809,0,0,1066810.5,0.358286188185521
28477,"크리미널 스쿼드","크리스찬 구드가스트","(주)이수C&E",2018-04-19,"범죄","15세이상관람가","상업영화","일반영화","123분 47초","제라드 버틀러","파블로 쉬레이버",NA,3,4,339,4,4826,"제라드 버틀러,파블로 쉬레이버,NA",955631,0.277184485471312,86652,-0.541042519589659,382644.080439297,-0.262337610150406,0,0,28477,-0.523218778652197
29728,"33","패트리시아 리건","(주)나이너스엔터테인먼트",2016-04-07,"드라마","12세이상관람가","상업영화","일반영화","126분 22초","안토니오 반데라스","로드리고 산토로","줄리엣 비노쉬",64,160,15227,4,3705,"안토니오 반데라스,로드리고 산토로,줄리엣 비노쉬",614869.25,-0.0436753582554472,60446,-0.565717979980104,29728,-0.594641920767468,0,0,23676.5,-0.527294217413735
12032,"스코어: 영화음악의 모든 것","맷 슈레이더","(주)라이크 콘텐츠",2017-10-19,"다큐멘터리","전체관람가","다양성영화","예술영화","92분 44초",NA,NA,NA,1,2,542,10,355,"NA,NA,NA",538728.313227291,-0.115369347014749,456746.274530873,-0.192563293003505,351183.082780337,-0.291961154437116,0,0,12032,-0.537179947370769
10985,"엔드 오브 왓치","데이비드 에이어","(주)인벤트스톤",2012-12-06,"범죄","청소년관람불가","상업영화","일반영화","109분 0초","제이크 질렌할","마이클 페나",NA,4,6,1210,12,1274,"제이크 질렌할,마이클 페나,NA",245403.571428571,-0.391562701505767,967366.5,0.288234583365384,357649.791983778,-0.285872128000192,0,0,686549.5,0.0354593120472886
109137,"피터와 드래곤","데이빗 로워리","월트디즈니컴퍼니코리아(주)",2016-09-28,"어드벤처","전체관람가","상업영화","일반영화","102분 36초","브라이스 달라스 하워드","오크스 페글리","웨스 벤틀리",6,14,846,9,2443,"브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리",92823.3333333333,-0.535231617841094,67582,-0.558998752118308,109137,-0.519870737292508,1,0,109137,-0.454741559507162
2310054,"모아나","론 클레멘츠,존 머스커","월트디즈니컴퍼니코리아 유한책임회사",2017-01-12,"애니메이션","전체관람가","상업영화","일반영화","113분 29초","드웨인 존슨","아우이 크라발호","알란 터딕",16,23,5083,1,84797,"드웨인 존슨,아우이 크라발호,알란 터딕",1917131.125,1.18252899626444,2310054,1.55250353791757,2310054,1.55250353791757,1,0,2310054,1.41375181675159
116119,"존 윅","데이빗 레이치,채드 스타헬스키","(주)나이너스엔터테인먼트",2015-01-21,"액션","청소년관람불가","상업영화","일반영화","101분 17초","키아누 리브스","애드리앤 팰리키","윌렘 데포",7,13,3101,1,16347,"키아누 리브스,애드리앤 팰리키,윌렘 데포",196249,-0.437846441118641,116119,-0.513296515188941,467228.6,-0.182693179025288,0,0,116119,-0.448814111651092
616943,"인 타임","앤드류 니콜","이십세기폭스코리아(주)",2011-10-27,"SF","12세이상관람가","상업영화","일반영화","109분 0초","아만다 사이프리드","킬리언 머피","저스틴 팀버레이크",2,2,250,10,36097,"아만다 사이프리드,킬리언 머피,저스틴 팀버레이크",128056,-0.50205668573459,713349,0.0490527639450354,240102.142857143,-0.396554504555719,1,0,616943,-0.0236339132740456
29552,"루비 스팍스","조나단 데이턴,발레리 페리스","(주)팝엔터테인먼트",2018-05-10,"코미디","15세이상관람가","다양성영화","예술영화","104분 0초","폴 다노","조 카잔",NA,2,4,664,5,2726,"폴 다노,조 카잔,NA",28182,-0.596097627924746,29552,-0.594807641634014,367867.051791608,-0.27625159874403,0,0,29552,-0.52230614524554
33469,"코난: 암흑의 시대","마커스 니스펠","씨제이이앤엠(주)",2012-04-05,"판타지","청소년관람불가","상업영화","일반영화","112분 0초","제이슨 모모아","레이첼 니콜스","스티븐 랭",2,3,752,4,4209,"제이슨 모모아,레이첼 니콜스,스티븐 랭",38541,-0.586343636694317,33469,-0.591119410757522,516258,-0.136527300307923,0,1,33469,-0.518980763800076
571074,"섀도우 헌터스: 뼈의 도시","해럴드 즈워트","롯데쇼핑㈜롯데엔터테인먼트",2013-09-12,"판타지","15세이상관람가","상업영화","일반영화","129분 49초","릴리 콜린스","제이미 캠벨 바우어","케빈 지거스",2,3,978,9,34177,"릴리 콜린스,제이미 캠벨 바우어,케빈 지거스",571074,-0.0849127831453427,571074,-0.0849127831453427,571074,-0.0849127831453427,0,1,571074,-0.062574919534442
2532051,"정글북","존 파브로","월트디즈니컴퍼니코리아(주)",2016-06-09,"어드벤처","12세이상관람가","상업영화","일반영화","105분 40초","닐 세티","빌 머레이","스칼렛 요한슨",5,24,6872,6,73355,"닐 세티,빌 머레이,스칼렛 요한슨",2532051,1.76153498797853,667246,0.00564237127234028,2284123.75,1.52808772257798,1,0,1341942,0.591862186439946
10261,"아이, 토냐","크레이그 질레스피","(주)영화사 진진,(주)누리픽쳐스",2018-03-08,"드라마","청소년관람불가","다양성영화","예술영화","119분 48초","마고 로비","세바스찬 스탠","앨리슨 제니",12,36,4140,3,1355,"마고 로비,세바스찬 스탠,앨리슨 제니",319942.333333333,-0.3213773139253,10261,-0.612971966841679,27713.5,-0.596538765572343,0,0,10261,-0.538683457848154
1934192,"애나벨 : 인형의 주인","데이비드 F. 샌드버그","워너브러더스 코리아(주)",2017-08-10,"공포(호러)","15세이상관람가","상업영화","일반영화","108분 58초","스테파니 시그만","알리시아 벨라 베일리","미란다 오토",492,793,29018,8,154719,"스테파니 시그만,알리시아 벨라 베일리,미란다 오토",1934192,1.19859344506581,1522675,0.811110752800895,1116587.5,0.428740455109354,1,0,1522675,0.745297510612268
