y,title,director,dist,date,country,genre,grade,type2,type3,time,main1,main2,main3,b_screen,b_play,b_count,month,first_count
3001530,오싹한 연애,황인호,씨제이이앤엠(주),2011-12-01,한국,공포(호러),12세이상관람가,상업영화,일반영화,114분 0초,손예진,이민기,신동훈,29,61,7826,12,60615
2982022,형,권수경,씨제이이앤엠(주),2016-11-23,한국,코미디,12세이상관람가,상업영화,일반영화,109분 57초,조정석,도경수,박신혜,46,99,20515,11,75882
2971475,친구 2,곽경택,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,한국,액션,청소년관람불가,상업영화,일반영화,123분 39초,유오성,주진모,김우빈,11,43,8124,11,304184
2963449,26년,조근현,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,한국,액션,15세이상관람가,상업영화,일반영화,135분 0초,진구,한혜진,임슬옹,30,108,25561,11,113921
2945137,고지전,장훈,(주)쇼박스,2011-07-20,한국,드라마,15세이상관람가,상업영화,일반영화,133분 0초,신하균,고수,이제훈,182,616,73808,7,98066
2931897,프리즌,나현,(주)쇼박스,2017-03-23,한국,범죄,청소년관람불가,상업영화,일반영화,124분 49초,한석규,김래원,정웅인,871,2563,108154,3,168336
2860786,극비수사,곽경택,(주)쇼박스,2015-06-18,한국,드라마,15세이상관람가,상업영화,일반영화,107분 10초,김윤석,유해진,송영창,18,37,6663,6,181737
2841788,표적,창,씨제이이앤엠(주),2014-04-30,한국,액션,15세이상관람가,상업영화,일반영화,98분 5초,류승룡,유준상,이진욱,18,34,7010,4,105838
2721903,내가 살인범이다,정병길,(주)쇼박스,2012-11-08,한국,액션,청소년관람불가,상업영화,일반영화,119분 0초,정재영,박시후,최원영,214,688,62074,11,96151
2675618,곤지암,정범식,(주)쇼박스,2018-03-28,한국,공포(호러),15세이상관람가,상업영화,일반영화,94분 11초,위하준,박지현,오아연,153,623,68083,3,198365
2672608,탐정: 리턴즈,이언희,씨제이이앤엠(주),2018-06-13,한국,코미디,15세이상관람가,상업영화,일반영화,116분 18초,권상우,성동일,이광수,25,94,15947,6,235184
2663170,소원,이준익,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,한국,드라마,12세이상관람가,상업영화,일반영화,122분 30초,설경구,엄지원,이레,78,239,48186,10,91705
2656694,살인자의 기억법,원신연,(주)쇼박스,2017-09-06,한국,범죄,15세이상관람가,상업영화,일반영화,118분 0초,설경구,김남길,설현,7,17,4720,9,143580
2625686,탐정 : 더 비기닝,김정훈,씨제이이앤엠(주),2015-09-24,한국,코미디,15세이상관람가,상업영화,일반영화,119분 58초,권상우,성동일,박해준,49,200,24775,9,50533
2621436,후궁 : 제왕의 첩,김대승,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,한국,사극,청소년관람불가,상업영화,일반영화,122분 0초,조여정,김동욱,김민준,407,1179,87465,6,272166
2601572,지금 만나러 갑니다,이장훈,롯데쇼핑㈜롯데엔터테인먼트,2018-03-14,한국,멜로/로맨스,12세이상관람가,상업영화,일반영화,131분 58초,소지섭,손예진,김지환,35,130,22580,3,89772
2595625,위험한 상견례,김진영,롯데쇼핑㈜롯데엔터테인먼트,2011-03-31,한국,코미디,12세이상관람가,상업영화,일반영화,118분 0초,송새벽,이시영,백윤식,333,2095,137323,3,64842
2594028,아수라,김성수,씨제이이앤엠(주),2016-09-28,한국,범죄,청소년관람불가,상업영화,일반영화,132분 21초,정우성,황정민,주지훈,44,122,24846,9,475482
2571491,보안관,김형주,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,한국,범죄,15세이상관람가,상업영화,일반영화,115분 8초,이성민,조진웅,김성균,31,123,22154,5,206706
2564340,기술자들,김홍선,롯데쇼핑㈜롯데엔터테인먼트,2014-12-24,한국,범죄,15세이상관람가,상업영화,일반영화,116분 24초,김우빈,김영철,고창석,477,1409,63883,12,274404
2512572,조작된 도시,박광현,씨제이이앤엠(주),2017-02-09,한국,범죄,15세이상관람가,상업영화,일반영화,126분 0초,지창욱,심은경,안재홍,34,98,18203,2,157669
2471721,반창꼬,정기훈,(주)넥스트엔터테인먼트월드(NEW),2012-12-19,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,120분 0초,고수,한효주,마동석,265,829,62365,12,149211
2435211,화차,변영주,필라멘트픽쳐스,2012-03-08,한국,미스터리,15세이상관람가,상업영화,일반영화,117분 0초,이선균,김민희,조성하,13,36,6386,3,74855
2434099,이웃사람,김휘,롯데쇼핑㈜롯데엔터테인먼트,2012-08-22,한국,스릴러,청소년관람불가,상업영화,일반영화,110분 0초,김윤진,마동석,천호진,25,40,8131,8,140700
2424387,조선명탐정: 흡혈괴마의 비밀,김석윤,(주)쇼박스,2018-02-08,한국,사극,12세이상관람가,상업영화,일반영화,119분 37초,김명민,오달수,김지원,72,202,35646,2,142798
2420729,재심,김태윤,"오퍼스픽쳐스,CGV아트하우스",2017-02-15,한국,드라마,15세이상관람가,상업영화,일반영화,118분 54초,정우,강하늘,김해숙,15,63,13133,2,121122
2393086,의뢰인,손영성,(주)쇼박스,2011-09-29,한국,스릴러,15세이상관람가,상업영화,일반영화,123분 0초,박희순,장혁,하정우,224,788,77796,9,93065
2391963,화이: 괴물을 삼킨 아이,장준환,(주)쇼박스,2013-10-09,한국,액션,청소년관람불가,상업영화,일반영화,125분 11초,여진구,김윤석,조진웅,8,31,7632,10,360280
2363955,가문의 영광4 - 가문의 수난,정태원,(주)넥스트엔터테인먼트월드(NEW),2011-09-07,한국,코미디,15세이상관람가,상업영화,일반영화,103분 0초,김수미,신현준,임형준,228,819,85209,9,62553
2362906,블라인드,안상훈,(주)넥스트엔터테인먼트월드(NEW),2011-08-10,한국,스릴러,청소년관람불가,상업영화,일반영화,111분 0초,김하늘,유승호,조희봉,91,325,33848,8,65555
2359174,박열,이준익,메가박스중앙(주)플러스엠,2017-06-28,한국,드라마,12세이상관람가,상업영화,일반영화,128분 30초,이제훈,최희서,김인우,29,119,19175,6,201987
2232179,7광구,김지훈,씨제이이앤엠(주),2011-08-04,한국,SF,15세이상관람가,상업영화,일반영화,101분 0초,하지원,박철민,이한위,36,109,14629,8,201006
2199048,마당을 나온 암탉,"오성윤,민성아",롯데쇼핑㈜롯데엔터테인먼트,2011-07-28,한국,애니메이션,전체관람가,상업영화,일반영화,93분 0초,문소리,박철민,최민식,271,1268,60626,7,46338
2192243,악의 연대기,백운학,씨제이이앤엠(주),2015-05-14,한국,스릴러,15세이상관람가,상업영화,일반영화,102분 0초,손현주,마동석,최다니엘,22,65,12711,5,114540
2192172,강남 1970,유하,(주)쇼박스,2015-01-21,한국,액션,청소년관람불가,상업영화,일반영화,135분 7초,이민호,김래원,정진영,12,48,10822,1,152329
2142622,마이 웨이,강제규,"에스케이플래닛(주),씨제이이앤엠(주)",2011-12-21,한국,전쟁,15세이상관람가,상업영화,일반영화,137분 0초,장동건,오다기리 조,판빙빙,9,44,7574,12,110253
2135614,나의 사랑 나의 신부,임찬상,씨네그루(주)다우기술,2014-10-08,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,111분 1초,조정석,신민아,윤정희,81,212,12831,10,88406
2108273,굿바이 싱글,김태곤,(주)쇼박스,2016-06-29,한국,코미디,15세이상관람가,상업영화,일반영화,119분 58초,김혜수,마동석,김현수,56,153,31562,6,122543
2095375,몽타주,정근섭,(주)넥스트엔터테인먼트월드(NEW),2013-05-16,한국,스릴러,15세이상관람가,상업영화,일반영화,119분 43초,엄정화,김상경,송영창,15,42,10506,5,83490
2083999,내부자들: 디 오리지널,우민호,(주)쇼박스,2015-12-31,한국,범죄,청소년관람불가,상업영화,일반영화,180분 45초,이병헌,조승우,백윤식,3,7,1082,12,159066
2053947,뷰티 인사이드,백,(주)넥스트엔터테인먼트월드(NEW),2015-08-20,한국,판타지,12세이상관람가,상업영화,일반영화,126분 40초,한효주,김대명,도지한,81,237,29229,8,114401
2044564,봉이 김선달,박대민,씨제이이앤엠(주),2016-07-06,한국,사극,12세이상관람가,상업영화,일반영화,120분 30초,유승호,조재현,고창석,15,66,12393,7,136701
1979311,남자가 사랑할 때,한동욱,(주)넥스트엔터테인먼트월드(NEW),2014-01-22,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,120분 0초,황정민,한혜진,곽도원,11,29,6982,1,98730
1891993,오늘의 연애,박진표,씨제이이앤엠(주),2015-01-14,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,118분 30초,이승기,문채원,이서진,9,35,7684,1,133838
1888100,글러브,강우석,씨제이엔터테인먼트,2011-01-20,한국,드라마,전체관람가,상업영화,일반영화,144분 0초,강신일,김혜성,유선,15,59,9958,1,69230
1865195,연애의 온도,노덕,롯데쇼핑㈜롯데엔터테인먼트,2013-03-21,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,112분 0초,이민기,김민희,최무성,14,73,14969,3,90935
1864408,아이들...,이규만,롯데쇼핑㈜롯데엔터테인먼트,2011-02-17,한국,범죄,15세이상관람가,상업영화,일반영화,132분 0초,박용우,류승룡,성동일,222,1497,129489,2,120980
1857392,코리아,문현성,씨제이이앤엠(주),2012-05-03,한국,드라마,12세이상관람가,상업영화,일반영화,127분 0초,하지원,배두나,한예리,17,93,17817,5,68660
1854867,노무현입니다,이창재,"CGV아트하우스,영화사 풀",2017-05-25,한국,다큐멘터리,12세이상관람가,상업영화,일반영화,109분 7초,노무현,이상호,선대규,25,50,7328,5,78816
1854625,집으로 가는 길,방은진,씨제이이앤엠(주),2013-12-11,한국,드라마,15세이상관람가,상업영화,일반영화,130분 31초,전도연,고수,류태호,14,56,10389,12,90148
1823116,나의 PS 파트너,변성현,씨제이이앤엠(주),2012-12-06,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,114분 0초,지성,김아중,신소율,42,101,19494,12,72532
1766285,공범,국동석,씨제이이앤엠(주),2013-10-24,한국,스릴러,15세이상관람가,상업영화,일반영화,95분 45초,손예진,김갑수,임형준,7,29,6386,10,114573
1762742,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),2015-12-16,한국,사극,12세이상관람가,상업영화,일반영화,139분 16초,최민식,정만식,김상호,27,92,19064,12,128396
1737253,전설의 주먹,강우석,씨제이이앤엠(주),2013-04-10,한국,드라마,청소년관람불가,상업영화,일반영화,153분 7초,황정민,유준상,이요원,27,142,28572,4,88068
1735640,제보자,임순례,메가박스중앙(주)플러스엠,2014-10-02,한국,드라마,12세이상관람가,상업영화,일반영화,113분 39초,박해일,유연석,이경영,25,104,21156,10,107854
1726202,러브픽션,전계수,(주)넥스트엔터테인먼트월드(NEW),2012-02-29,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,121분 0초,하정우,공효진,이병준,25,61,12819,2,165606
1717566,평양성,이준익,롯데쇼핑㈜롯데엔터테인먼트,2011-01-27,한국,전쟁,12세이상관람가,상업영화,일반영화,117분 0초,정진영,이문식,류승룡,10,33,6240,1,60590
1713891,파파로티,윤종찬,(주)쇼박스,2013-03-14,한국,드라마,15세이상관람가,상업영화,일반영화,127분 0초,한석규,이제훈,오달수,25,111,23386,3,59752
1707487,쎄시봉,김현석,씨제이이앤엠(주),2015-02-05,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,122분 30초,김윤석,정우,한효주,25,66,11447,2,96139
1676040,피끓는 청춘,이연우,롯데쇼핑㈜롯데엔터테인먼트,2014-01-22,한국,코미디,15세이상관람가,상업영화,일반영화,121분 5초,박보영,이종석,이세영,22,43,8566,1,157026
1646142,공모자들,김홍선,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012-08-29,한국,범죄,청소년관람불가,상업영화,일반영화,111분 0초,임창정,최다니엘,오달수,14,20,5108,8,97419
1640351,그대를 사랑합니다,추창민,(주)넥스트엔터테인먼트월드(NEW),2011-02-17,한국,드라마,15세이상관람가,다양성영화,예술영화,118분 0초,이순재,윤소정,송재호,137,490,32275,2,23905
1634403,임금님의 사건수첩,문현성,씨제이이앤엠(주),2017-04-26,한국,코미디,12세이상관람가,상업영화,일반영화,114분 4초,이선균,안재홍,김희원,25,94,16380,4,108463
1613392,우아한 거짓말,이한,CGV아트하우스,2014-03-13,한국,드라마,12세이상관람가,상업영화,일반영화,117분 10초,김희애,고아성,김유정,62,149,15982,3,54153
1612554,하울링,유하,씨제이이앤엠(주),2012-02-16,한국,범죄,15세이상관람가,상업영화,일반영화,114분 0초,송강호,이나영,이민호,26,31,4880,2,103979
1611519,두근두근 내 인생,이재용,씨제이이앤엠(주),2014-09-03,한국,드라마,12세이상관람가,상업영화,일반영화,117분 0초,송혜교,강동원,조성목,36,96,13610,9,99364
1593694,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),2015-10-22,한국,스릴러,15세이상관람가,상업영화,일반영화,114분 29초,손현주,엄지원,배성우,37,88,18634,10,97241
1552055,용의자X,방은진,씨제이이앤엠(주),2012-10-18,한국,미스터리,15세이상관람가,상업영화,일반영화,119분 0초,류승범,이요원,조진웅,28,71,13690,10,84818
1507084,퍼펙트 게임,박희곤,롯데쇼핑㈜롯데엔터테인먼트,2011-12-21,한국,드라마,12세이상관람가,상업영화,일반영화,127분 0초,조승우,양동근,최정원,237,833,64666,12,33304
1472006,차이나타운,한준희,CGV아트하우스,2015-04-29,한국,범죄,청소년관람불가,상업영화,일반영화,109분 48초,김혜수,김고은,엄태구,22,39,6348,4,90899
1468301,부라더,장유정,메가박스중앙(주)플러스엠,2017-11-02,한국,코미디,12세이상관람가,상업영화,일반영화,102분 3초,마동석,이동휘,이하늬,30,130,24942,11,100941
1466830,해무(海霧),심성보,(주)넥스트엔터테인먼트월드(NEW),2014-08-13,한국,드라마,청소년관람불가,상업영화,일반영화,110분 48초,김윤석,박유천,한예리,18,54,12091,8,174827
1441964,인간중독,김대우,(주)넥스트엔터테인먼트월드(NEW),2014-05-14,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,132분 12초,송승헌,임지연,조여정,10,18,4679,5,89092
1426873,탐정 홍길동: 사라진 마을,조성희,씨제이이앤엠(주),2016-05-04,한국,드라마,15세이상관람가,상업영화,일반영화,125분 54초,이제훈,김성균,박근형,24,53,9080,5,82893
1416053,런닝맨,조동오,이십세기폭스코리아(주),2013-04-04,한국,액션,15세이상관람가,상업영화,일반영화,127분 7초,신하균,이민호,김상호,12,44,10033,4,63499
1387599,기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017-11-29,한국,미스터리,15세이상관람가,상업영화,일반영화,108분 30초,강하늘,김무열,문성근,23,42,7136,11,97245
1373316,브이아이피,박훈정,워너브러더스 코리아(주),2017-08-23,한국,범죄,청소년관람불가,상업영화,일반영화,127분 55초,장동건,김명민,박희순,28,39,7480,8,174011
1362634,특별시민,박인제,(주)쇼박스,2017-04-26,한국,드라마,15세이상관람가,상업영화,일반영화,130분 24초,최민식,곽도원,심은경,21,57,8631,4,186007
1346754,차형사,신태라,씨제이이앤엠(주),2012-05-30,한국,코미디,15세이상관람가,상업영화,일반영화,110분 0초,강지환,성유리,이수혁,24,58,13212,5,48130
1346274,은교,정지우,롯데쇼핑㈜롯데엔터테인먼트,2012-04-25,한국,멜로/로맨스,청소년관람불가,상업영화,일반영화,129분 0초,박해일,김무열,김고은,11,25,4655,4,60122
1340149,궁합,홍창표,씨제이이앤엠(주),2018-02-28,한국,코미디,12세이상관람가,상업영화,일반영화,109분 53초,심은경,이승기,김상경,7,20,4602,2,175057
1328890,미스터 고,김용화,(주)쇼박스,2013-07-17,한국,코미디,12세이상관람가,상업영화,일반영화,132분 32초,서교,성동일,조재윤,31,80,19523,7,94955
1314283,사라진 밤,이창희,씨네그루(주)키다리이엔티,2018-03-07,한국,스릴러,15세이상관람가,상업영화,일반영화,101분 5초,김상경,김강우,김희애,33,52,8223,3,57161
1310895,간첩,우민호,롯데쇼핑㈜롯데엔터테인먼트,2012-09-20,한국,드라마,15세이상관람가,상업영화,일반영화,115분 0초,김명민,염정아,유해진,11,27,4885,9,68841
1305145,장산범,허정,(주)넥스트엔터테인먼트월드(NEW),2017-08-17,한국,미스터리,15세이상관람가,상업영화,일반영화,99분 43초,염정아,박혁권,허진,19,49,10307,8,121834
1246185,간기남,김형준,(주)쇼박스,2012-04-11,한국,코미디,청소년관람불가,상업영화,일반영화,117분 0초,박희순,박시연,주상욱,13,47,11162,4,103609
1225142,특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),2016-06-16,한국,범죄,15세이상관람가,상업영화,일반영화,120분 14초,김명민,김상호,성동일,35,186,32749,6,75630
1221420,찌라시: 위험한 소문,김광식,씨제이이앤엠(주),2014-02-20,한국,범죄,15세이상관람가,상업영화,일반영화,121분 19초,김강우,고창석,박성웅,9,26,4631,2,91576
1212270,결혼전야,홍지영,씨너스엔터테인먼트(주),2013-11-21,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,117분 37초,김강우,김효진,주지훈,50,151,25534,11,56240
1206917,악녀,정병길,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,한국,액션,청소년관람불가,상업영화,일반영화,123분 22초,김옥빈,신하균,성준,9,18,4413,6,73305
1204666,깡철이,안권태,씨제이이앤엠(주),2013-10-02,한국,드라마,15세이상관람가,상업영화,일반영화,108분 14초,유아인,김해숙,정유미,9,31,5717,10,134531
1202058,시간이탈자,곽재용,씨제이이앤엠(주),2016-04-13,한국,스릴러,15세이상관람가,상업영화,일반영화,107분 9초,임수정,조정석,이진욱,37,70,12265,4,155917
1201640,R2B: 리턴투베이스,김동원,씨제이이앤엠(주),2012-08-15,한국,액션,15세이상관람가,상업영화,일반영화,113분 0초,정지훈,유준상,신세경,322,1065,53216,8,206793
1201576,해빙,이수연,롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,한국,스릴러,15세이상관람가,상업영화,일반영화,117분 10초,조진웅,신구,김대명,5,9,3024,3,386128
1201033,더 웹툰: 예고살인,김용균,씨제이이앤엠(주),2013-06-27,한국,공포(호러),15세이상관람가,상업영화,일반영화,104분 3초,이시영,엄기준,문가영,10,56,11631,6,80164
1183969,바람 바람 바람,이병헌,(주)넥스트엔터테인먼트월드(NEW),2018-04-05,한국,코미디,청소년관람불가,상업영화,일반영화,100분 16초,이성민,신하균,송지효,38,101,17430,4,95534
1177438,빅매치,최호,(주)넥스트엔터테인먼트월드(NEW),2014-11-27,한국,액션,15세이상관람가,상업영화,일반영화,112분 8초,이정재,신하균,이성민,446,1132,60677,11,75112
1168625,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,2016-12-14,한국,판타지,12세이상관람가,상업영화,일반영화,110분 52초,김윤석,변요한,채서진,43,100,18045,12,92278
1168427,동주,이준익,메가박스중앙(주)플러스엠,2016-02-17,한국,드라마,12세이상관람가,상업영화,일반영화,110분 37초,강하늘,박정민,김인우,7,24,5398,2,19124
1165488,돈의 맛,임상수,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012-05-17,한국,드라마,청소년관람불가,상업영화,일반영화,115분 0초,김강우,백윤식,윤여정,10,31,5535,5,118042
1160935,장수상회,강제규,씨제이이앤엠(주),2015-04-09,한국,멜로/로맨스,12세이상관람가,상업영화,일반영화,112분 0초,박근형,윤여정,조진웅,38,116,17046,4,53241
1160021,가문의 영광5 - 가문의 귀환,정용기,롯데쇼핑㈜롯데엔터테인먼트,2012-12-19,한국,코미디,15세이상관람가,상업영화,일반영화,104분 0초,정준호,김민정,유동근,23,67,12319,12,153719
1159787,슬로우 비디오,김영탁,이십세기폭스코리아(주),2014-10-02,한국,드라마,12세이상관람가,상업영화,일반영화,105분 40초,차태현,남상미,오달수,17,67,11947,10,98673
1153109,미씽: 사라진 여자,이언희,메가박스중앙(주)플러스엠,2016-11-30,한국,미스터리,15세이상관람가,상업영화,일반영화,99분 48초,엄지원,공효진,서하늬,17,42,6642,11,139198
1139250,고령화 가족,송해성,씨제이이앤엠(주),2013-05-09,한국,드라마,15세이상관람가,상업영화,일반영화,112분 47초,박해일,윤제문,공효진,10,34,7330,5,67251
1129018,하루,조선호,CGV아트하우스,2017-06-15,한국,스릴러,15세이상관람가,상업영화,일반영화,90분 1초,김명민,변요한,유재명,8,36,7124,6,77978
1125248,챔피언,김용완,워너브러더스 코리아(주),2018-05-01,한국,드라마,12세이상관람가,상업영화,일반영화,108분 0초,마동석,권율,한예리,11,14,3455,5,139965
1124918,성난 변호사,허종호,씨제이이앤엠(주),2015-10-08,한국,범죄,15세이상관람가,상업영화,일반영화,116분 45초,이선균,김고은,임원희,65,123,13682,10,89466
1118258,특수본,황병국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011-11-24,한국,액션,15세이상관람가,상업영화,일반영화,111분 0초,엄태웅,주원,정진영,27,84,16216,11,58276
1110523,회사원,임상윤,(주)쇼박스,2012-10-11,한국,액션,청소년관람불가,상업영화,일반영화,96분 0초,소지섭,이미연,곽도원,16,22,5618,10,106990
1110246,간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,2015-05-21,한국,사극,청소년관람불가,상업영화,일반영화,131분 7초,주지훈,김강우,천호진,10,40,8947,5,83605
1069436,오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),2016-01-21,한국,드라마,12세이상관람가,상업영화,일반영화,123분 30초,임시완,고아성,이희준,83,167,24951,1,78467
1061412,"날, 보러와요",이철하,메가박스중앙(주)플러스엠,2016-04-07,한국,미스터리,청소년관람불가,상업영화,일반영화,90분 35초,강예원,이상윤,최진호,5,18,4541,4,42192
1059350,수상한 고객들,조진모,씨제이이앤엠(주),2011-04-14,한국,코미디,15세이상관람가,상업영화,일반영화,124분 0초,윤하,류승범,박철민,24,76,8883,4,37976
1046313,그놈이다,윤준형,CGV아트하우스,2015-10-28,한국,스릴러,15세이상관람가,상업영화,일반영화,108분 43초,주원,유해진,이유영,17,39,6343,10,97168
1044522,동창생,박홍수,(주)쇼박스,2013-11-06,한국,액션,15세이상관람가,상업영화,일반영화,112분 27초,최승현,한예리,윤제문,11,27,6511,11,125671
1040636,점박이:한반도의 공룡3D,한상호,씨제이이앤엠(주),2012-01-26,한국,애니메이션,전체관람가,상업영화,일반영화,88분 0초,이형석,신용우,구자형,3,7,899,1,35458
1027622,오직 그대만,송일곤,(주)쇼박스,2011-10-20,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,105분 0초,소지섭,한효주,강신일,194,706,51787,10,58337
1006947,심장이 뛴다,윤재근,롯데쇼핑㈜롯데엔터테인먼트,2011-01-05,한국,드라마,15세이상관람가,상업영화,일반영화,114분 0초,김윤진,박해일,강신일,31,182,29322,1,51561
990111,염력,연상호,(주)넥스트엔터테인먼트월드(NEW),2018-01-31,한국,드라마,15세이상관람가,상업영화,일반영화,101분 20초,류승룡,심은경,NA,8,31,8581,1,264713
987420,방황하는 칼날,이정호,씨제이이앤엠(주),2014-04-10,한국,범죄,청소년관람불가,상업영화,일반영화,122분 20초,정재영,이성민,서준영,12,43,7863,4,66643
986547,시체가 돌아왔다,우선호,씨제이이앤엠(주),2012-03-29,한국,범죄,15세이상관람가,상업영화,일반영화,110분 0초,이범수,류승범,김옥빈,9,50,7631,3,47998
984265,미쓰 와이프,강효진,메가박스중앙(주)플러스엠,2015-08-13,한국,코미디,15세이상관람가,상업영화,일반영화,125분 0초,엄정화,송승헌,김상호,32,101,15981,8,56370
977470,원더풀 라디오,권칠인,(주)쇼박스,2012-01-05,한국,드라마,15세이상관람가,상업영화,일반영화,120분 0초,이민정,이정진,이광수,12,41,9423,1,60371
975462,돈 크라이 마미,김용한,(주)에스비에스콘텐츠허브,2012-11-22,한국,스릴러,15세이상관람가,상업영화,일반영화,91분 0초,유선,남보라,유오성,10,24,4857,11,107365
971194,"고산자, 대동여지도",강우석,씨제이이앤엠(주),2016-09-07,한국,사극,전체관람가,상업영화,일반영화,129분 4초,차승원,유준상,김인권,39,92,20623,9,29603
970373,우리는 형제입니다,장진,(주)쇼박스,2014-10-23,한국,코미디,12세이상관람가,상업영화,일반영화,101분 53초,김성균,조진웅,윤진이,69,119,4348,10,62171
963634,전국노래자랑,이종필,롯데쇼핑㈜롯데엔터테인먼트,2013-05-01,한국,코미디,12세이상관람가,상업영화,일반영화,112분 14초,김인권,류현경,김수미,40,165,14239,5,94297
955175,허삼관,하정우,(주)넥스트엔터테인먼트월드(NEW),2015-01-14,한국,드라마,12세이상관람가,상업영화,일반영화,123분 49초,하정우,하지원,전혜진,37,53,7868,1,73635
951797,불한당: 나쁜 놈들의 세상,변성현,씨제이이앤엠(주),2017-05-17,한국,범죄,청소년관람불가,상업영화,일반영화,119분 42초,설경구,임시완,김희원,41,206,26263,5,95271
929985,뽀로로 극장판 슈퍼썰매 대모험,박영균,씨제이이앤엠(주),2013-01-23,한국,애니메이션,전체관람가,상업영화,일반영화,77분 0초,이선,이미자,김환진,3,12,2752,1,12000
900054,점쟁이들,신정원,(주)넥스트엔터테인먼트월드(NEW),2012-10-03,한국,코미디,15세이상관람가,상업영화,일반영화,119분 0초,김수로,강예원,이제훈,193,1578,134678,10,172469
870785,열한시,김현석,씨제이이앤엠(주),2013-11-28,한국,스릴러,15세이상관람가,상업영화,일반영화,98분 48초,정재영,김옥빈,최다니엘,12,32,6957,11,64960
867386,미확인 동영상 : 절대클릭금지,김태경,(주)쇼박스,2012-05-30,한국,공포(호러),15세이상관람가,상업영화,일반영화,93분 0초,박보영,주원,강별,7,17,4247,5,16702
855980,살인의뢰,손용호,씨네그루(주)다우기술,2015-03-12,한국,범죄,청소년관람불가,상업영화,일반영화,102분 34초,김상경,김성균,박성웅,9,25,6359,3,80774
848148,좋아해줘,박현진,씨제이이앤엠(주),2016-02-17,한국,멜로/로맨스,12세이상관람가,상업영화,일반영화,122분 50초,이미연,최지우,김주혁,19,54,11969,2,73132
844103,만추,김태용,씨제이엔터테인먼트,2011-02-17,한국,멜로/로맨스,15세이상관람가,상업영화,일반영화,113분 0초,현빈,탕웨이,서정수,12,59,4115,2,102565
837500,대립군,정윤철,이십세기폭스코리아(주),2017-05-31,한국,드라마,15세이상관람가,상업영화,일반영화,129분 50초,이정재,여진구,김무열,28,62,10744,5,136240
831804,체포왕,임찬익,롯데쇼핑㈜롯데엔터테인먼트,2011-05-04,한국,코미디,15세이상관람가,상업영화,일반영화,117분 0초,박중훈,이선균,김정태,246,1072,63271,5,35631
827918,손님,김광태,씨제이이앤엠(주),2015-07-09,한국,판타지,15세이상관람가,상업영화,일반영화,107분 13초,류승룡,이성민,천우희,18,40,7612,7,144967
824079,뽀로로 극장판 공룡섬 대모험,"김현호,윤제완",(주)넥스트엔터테인먼트월드(NEW),2017-12-07,한국,애니메이션,전체관람가,상업영화,일반영화,78분 36초,이선,이미자,함수정,9,22,4451,12,20700
821918,남쪽으로 튀어,임순례,롯데쇼핑㈜롯데엔터테인먼트,2013-02-06,한국,코미디,15세이상관람가,상업영화,일반영화,121분 0초,김윤석,오연수,한예리,26,67,12811,2,45840
799275,카트,부지영,(주)리틀빅픽쳐스,2014-11-13,한국,드라마,12세이상관람가,상업영화,일반영화,103분 38초,염정아,문정희,김영애,51,195,30423,11,101033
790954,화이트: 저주의 멜로디,"김곡,김선",씨제이이앤엠(주),2011-06-09,한국,공포(호러),15세이상관람가,상업영화,일반영화,106분 0초,황우슬혜,함은정,최아라,4,4,700,6,18589
790158,상의원,이원석,"(주)쇼박스,(주)와우픽쳐스",2014-12-24,한국,사극,15세이상관람가,상업영화,일반영화,127분 5초,한석규,고수,박신혜,77,206,18634,12,108567
773996,관능의 법칙,권칠인,롯데쇼핑㈜롯데엔터테인먼트,2014-02-13,한국,드라마,청소년관람불가,상업영화,일반영화,108분 38초,엄정화,문소리,조민수,22,103,21016,2,58083
