b_screen	b_play	b_count	first_count	dist_factor2	dist_factor1	grade	month	director	main1	main2	y	main1_to_m	main1_to_s	main2_to_m	main2_to_s	dir_to_m	dir_to_s	main3_to_m	main3_to_s	genre
20	61	10317	29368	0	0	15세이상관람가	8	수잔나 포겔	밀라 쿠니스	케이트 맥키넌	260931	139613.2	-0.511263186	533790	-0.150905282	581592.8192	-0.08577021	641594.0288	-0.052350435	액션
